name,State,latitude (deg),longitude (deg),2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0
Abbeville,South Carolina,34.213809,-82.46046,96.73075206532711,97.71024931014603,98.68490634456394,99.65200343130786,100.60849815241147,101.55551989030165,102.49039500494737,103.41432202463848,104.32879910973706,105.23080689089782,106.11999963880635,106.99485614447948,107.85466190066757,108.70195225567588,109.53449149327156,110.3515881548259,111.15374930999998,111.94321067502665,112.7228533275255,113.4925159271499,114.25219847389984,115.00224669708965,115.74692459159641,116.48510277499325,117.21786453246514,117.94539425297975,118.6674153530856
Acadia,Louisiana,30.291497,-92.411037,323.4423101010804,324.70897522848486,325.94269904208306,327.12400319979815,328.2482329507662,329.31545990653893,330.3211009278043,331.2839182411214,332.2057021352841,333.08552166011975,333.91392409079674,334.692413269902,335.420273081918,336.1025879470193,336.74465712003536,337.3589410109713,337.94637056999994,338.5324395095454,339.12767472771503,339.7478307658948,340.38359812235666,341.0427108446899,341.6738950618396,342.2759333774258,342.8492554607592,343.3993754013246,343.92400162946603
Accomack,Virginia,37.765944,-75.757807,198.39044006000483,200.8316922853891,203.27629499363846,205.71342559327593,208.14627502036348,210.5757473734521,213.00149696780167,215.42777838482826,217.85727732905073,220.2891694753197,222.71797705006205,225.14351391534083,227.56048843551983,229.96898038400062,232.36532018431194,234.75038534387068,237.12364404,239.4948020365552,241.86994870318782,244.2471162959931,246.62694300218337,249.00746107785378,251.40997002121836,253.83306050218286,256.27981709227413,258.7539359590972,261.2583953096433
Ada,Idaho,43.447861,-116.244456,1994.4389202930267,2024.947110271165,2056.041027562907,2087.4673846812902,2119.2448903611453,2151.3059053303864,2183.5842294503764,2216.055397452485,2248.4992219190704,2281.0236378587806,2313.491927593993,2345.852282320556,2378.152193442275,2410.354243489485,2442.3576931207804,2474.214351140312,2506.010565555,2537.8513931065963,2569.669194523015,2601.6625702201695,2633.752367858384,2666.177483590137,2698.930721748184,2732.0552563359843,2765.703635499098,2799.8413200347554,2834.551779682979
Adair,Iowa,41.328528,-94.478164,37.00512083655629,37.117595751752525,37.22532752326054,37.32518317985468,37.41601438148414,37.49783361010597,37.56952997154057,37.630928718388894,37.682878623731995,37.72449346861761,37.75504929953542,37.77514525042499,37.78360801732135,37.78077461306548,37.76579626457636,37.73928458775062,37.701701414999995,37.65279710718301,37.594119426976874,37.52600538722259,37.44847995183431,37.36126851775639,37.27147331856411,37.17891960685841,37.08338270741196,36.98643534681611,36.88633005108047
Adair,Kentucky,37.105541,-85.281401,77.74037244391828,78.16065379274669,78.5714733199907,78.96719898899298,79.34899475399602,79.71702957609956,80.0709843065597,80.41358109642744,80.74709153382132,81.0703704379543,81.383511676104,81.6868343970144,81.98013209267462,82.26353617727347,82.5382481519644,82.80411782910328,83.0618586,83.31362941203993,83.56213364281858,83.80652648683734,84.04738992121749,84.2864698773228,84.52716435060323,84.76947334105876,85.01414778691041,85.26176966527942,85.51305236747568
Adair,Missouri,40.190666,-92.603592,148.0179997454782,148.8422496739434,149.66866827352285,150.48754815922922,151.29904423614207,152.10183981108497,152.89332731521822,153.67637249251422,154.4528083864146,155.2173682242136,155.96661827664704,156.70084253636088,157.41554875604712,158.11060784813955,158.78390277655038,159.43512373112054,160.06553577,160.6790373376915,161.28502600902323,161.87970660954534,162.46677104365455,163.0470454717754,163.63057290656747,164.21593338480127,164.80733516113884,165.40521713330568,166.01107671707106
Adair,Oklahoma,35.8975,-94.651671,118.1178446712601,118.5943939647617,119.07447948976986,119.55139924561976,120.02525426749733,120.49341764056912,120.95649557595054,121.4211563959111,121.89130679430556,122.36327582604632,122.83756866706278,123.3199780013467,123.80568781837,124.29681985703672,124.79317204697499,125.29696716227465,125.81204453999999,126.34258030116825,126.89443448656169,127.46824698569105,128.0651965423918,128.684946372711,129.3071210474918,129.9292957222726,130.55086418593805,131.17431863974025,131.79201408794611
Adams,Colorado,39.874325,-104.331872,4502.921895214587,4545.298441207768,4587.692703971234,4629.818262385366,4671.84145723785,4713.704216892748,4755.529574477042,4797.535052559239,4839.980497103531,4882.854096929725,4926.211955143725,4970.039307770295,5014.343044664545,5059.027692119936,5104.196597963134,5149.780863643028,5195.804111519999,5242.369689420713,5289.699056973742,5337.746937988353,5386.47002480385,5435.901782430773,5486.5471388222595,5538.31160453679,5591.294590340963,5645.644720252177,5701.2143545180525
Adams,Idaho,44.884583,-116.431873,20.332078423883818,20.643090661408305,20.960074028734773,21.280446415678593,21.60439854628749,21.931240879773522,22.260298546429333,22.59132213788482,22.92206697880901,23.25363340024649,23.58462764954079,23.914521567790494,24.24379930065522,24.57207940003952,24.89833489030177,25.22309393034337,25.547236785000003,25.87183444315506,26.196197364020605,26.52235015671869,26.849485911816615,27.18004002869307,27.513939151945095,27.85162341399052,28.19464794937237,28.54266065215638,28.896512445017027
Adams,Illinois,39.986053,-91.194961,456.9101778657349,458.6771524265317,460.3961981364602,462.0378425446474,463.60782844482964,465.1092258839728,466.5349556949555,467.91423750125335,469.267044667245,470.5773045941087,471.84281407166884,473.0479339194989,474.1930975559943,475.2672528120774,476.2763953088817,477.21651592625176,478.086495,478.90222453795013,479.68573664185766,480.4341779739544,481.1511964723995,481.83509458181226,482.5120579969018,483.18605971962427,483.8519348474369,484.51177823591655,485.17187445179314
