,State_County
1123,North Carolina_Halifax
1124,Virginia_Halifax
1125,Georgia_Hall
1126,Nebraska_Hall
1127,Texas_Hall
1128,Tennessee_Hamblen
1129,Florida_Hamilton
1130,Illinois_Hamilton
1131,Indiana_Hamilton
1132,Iowa_Hamilton
1133,Kansas_Hamilton
1134,Nebraska_Hamilton
1135,New York_Hamilton
1136,Ohio_Hamilton
1137,Tennessee_Hamilton
1138,Texas_Hamilton
1139,South Dakota_Hamlin
1140,Massachusetts_Hampden
1141,Massachusetts_Hampshire
1142,West Virginia_Hampshire
1143,South Carolina_Hampton
1144,Georgia_Hancock
1145,Illinois_Hancock
1146,Indiana_Hancock
1147,Iowa_Hancock
1148,Kentucky_Hancock
1149,Maine_Hancock
1150,Mississippi_Hancock
1151,Ohio_Hancock
1152,Tennessee_Hancock
1153,West Virginia_Hancock
1154,South Dakota_Hand
1155,Virginia_Hanover
1156,Texas_Hansford
1157,South Dakota_Hanson
1158,Georgia_Haralson
1159,Florida_Hardee
1160,Tennessee_Hardeman
1161,Texas_Hardeman
1162,Illinois_Hardin
1163,Iowa_Hardin
1164,Kentucky_Hardin
1165,Ohio_Hardin
1166,Tennessee_Hardin
1167,Texas_Hardin
1168,New Mexico_Harding
1169,South Dakota_Harding
1170,West Virginia_Hardy
1171,Maryland_Harford
1172,Kentucky_Harlan
1173,Nebraska_Harlan
1174,Oklahoma_Harmon
1175,North Carolina_Harnett
1176,Oregon_Harney
1177,Kansas_Harper
1178,Oklahoma_Harper
1179,Georgia_Harris
1180,Texas_Harris
1181,Indiana_Harrison
1182,Iowa_Harrison
1183,Kentucky_Harrison
1184,Mississippi_Harrison
1185,Missouri_Harrison
1186,Ohio_Harrison
1187,Texas_Harrison
1188,West Virginia_Harrison
1189,Georgia_Hart
1190,Kentucky_Hart
1191,Texas_Hartley
1192,Kansas_Harvey
1193,Kansas_Haskell
1194,Oklahoma_Haskell
1195,Texas_Haskell
1196,Tennessee_Hawkins
1197,Nebraska_Hayes
1198,Texas_Hays
1199,North Carolina_Haywood
1200,Tennessee_Haywood
1201,Georgia_Heard
1202,Texas_Hemphill
1203,Arkansas_Hempstead
1204,Illinois_Henderson
1205,Kentucky_Henderson
1206,North Carolina_Henderson
1207,Tennessee_Henderson
1208,Texas_Henderson
1209,Indiana_Hendricks
1210,Florida_Hendry
1211,Minnesota_Hennepin
1212,Virginia_Henrico
1213,Alabama_Henry
1214,Georgia_Henry
1215,Illinois_Henry
1216,Indiana_Henry
1217,Iowa_Henry
1218,Kentucky_Henry
1219,Missouri_Henry
1220,Ohio_Henry
1221,Tennessee_Henry
1222,Virginia_Henry
1223,New York_Herkimer
1224,Florida_Hernando
1225,North Carolina_Hertford
1226,North Dakota_Hettinger
1227,Kentucky_Hickman
1228,Tennessee_Hickman
1229,Missouri_Hickory
1230,New Mexico_Hidalgo
1231,Texas_Hidalgo
1232,Ohio_Highland
1233,Virginia_Highland
1234,Florida_Highlands
1235,Montana_Hill
1236,Texas_Hill
1237,Florida_Hillsborough
1238,New Hampshire_Hillsborough
1239,Michigan_Hillsdale
1240,Mississippi_Hinds
1241,Colorado_Hinsdale
1242,Nebraska_Hitchcock
1243,Ohio_Hocking
1244,Texas_Hockley
1245,Kansas_Hodgeman
1246,North Carolina_Hoke
1247,Florida_Holmes
1248,Mississippi_Holmes
1249,Ohio_Holmes
1250,Missouri_Holt
1251,Nebraska_Holt
1252,Hawaii_Honolulu
1253,Texas_Hood
1254,Oregon_Hood River
1255,Nebraska_Hooker
1256,Kentucky_Hopkins
1257,Texas_Hopkins
1258,South Carolina_Horry
1259,Arkansas_Hot Spring
1260,Wyoming_Hot Springs
1261,Michigan_Houghton
1262,Alabama_Houston
1263,Georgia_Houston
1264,Minnesota_Houston
1265,Tennessee_Houston
1266,Texas_Houston
1267,Arkansas_Howard
1268,Indiana_Howard
1269,Iowa_Howard
1270,Maryland_Howard
1271,Missouri_Howard
1272,Nebraska_Howard
1273,Texas_Howard
1274,Missouri_Howell
1275,Minnesota_Hubbard
1276,New Jersey_Hudson
1277,Texas_Hudspeth
1278,Colorado_Huerfano
1279,Oklahoma_Hughes
1280,South Dakota_Hughes
1281,California_Humboldt
1282,Iowa_Humboldt
1283,Nevada_Humboldt
1284,Mississippi_Humphreys
1285,Tennessee_Humphreys
1286,Texas_Hunt
1287,New Jersey_Hunterdon
1288,Pennsylvania_Huntingdon
1289,Indiana_Huntington
1290,Michigan_Huron
1291,Ohio_Huron
1292,South Dakota_Hutchinson
1293,Texas_Hutchinson
1294,North Carolina_Hyde
1295,South Dakota_Hyde
1296,Louisiana_Iberia
1297,Louisiana_Iberville
1298,Iowa_Ida
1299,Idaho_Idaho
1300,California_Imperial
1301,Arkansas_Independence
1302,Florida_Indian River
1303,Pennsylvania_Indiana
1304,Michigan_Ingham
1305,California_Inyo
1306,Michigan_Ionia
1307,Michigan_Iosco
1308,Iowa_Iowa
1309,Wisconsin_Iowa
1310,North Carolina_Iredell
1311,Texas_Irion
1312,Michigan_Iron
1313,Missouri_Iron
1314,Utah_Iron
1315,Wisconsin_Iron
1316,Illinois_Iroquois
1317,Georgia_Irwin
1318,Michigan_Isabella
1319,Minnesota_Isanti
1320,Washington_Island
1321,Virginia_Isle of Wight
1322,Mississippi_Issaquena
1323,Minnesota_Itasca
1324,Mississippi_Itawamba
1325,Arkansas_Izard
1326,Texas_Jack
1327,Alabama_Jackson
1328,Arkansas_Jackson
1329,Colorado_Jackson
1330,Florida_Jackson
1331,Georgia_Jackson
1332,Illinois_Jackson
1333,Indiana_Jackson
1334,Iowa_Jackson
1335,Kansas_Jackson
1336,Kentucky_Jackson
1337,Louisiana_Jackson
1338,Michigan_Jackson
1339,Minnesota_Jackson
1340,Mississippi_Jackson
1341,Missouri_Jackson
1342,North Carolina_Jackson
1343,Ohio_Jackson
1344,Oklahoma_Jackson
1345,Oregon_Jackson
1346,South Dakota_Jackson
1347,Tennessee_Jackson
1348,Texas_Jackson
1349,West Virginia_Jackson
1350,Wisconsin_Jackson
1351,Virginia_James City
1352,Georgia_Jasper
1353,Illinois_Jasper
1354,Indiana_Jasper
1355,Iowa_Jasper
1356,Mississippi_Jasper
1357,Missouri_Jasper
1358,South Carolina_Jasper
1359,Texas_Jasper
1360,Indiana_Jay
1361,Georgia_Jeff Davis
1362,Texas_Jeff Davis
1363,Alabama_Jefferson
1364,Arkansas_Jefferson
1365,Colorado_Jefferson
1366,Florida_Jefferson
1367,Georgia_Jefferson
1368,Idaho_Jefferson
1369,Illinois_Jefferson
1370,Indiana_Jefferson
1371,Iowa_Jefferson
1372,Kansas_Jefferson
1373,Kentucky_Jefferson
1374,Mississippi_Jefferson
1375,Missouri_Jefferson
1376,Montana_Jefferson
1377,Nebraska_Jefferson
1378,New York_Jefferson
1379,Ohio_Jefferson
1380,Oklahoma_Jefferson
1381,Oregon_Jefferson
1382,Pennsylvania_Jefferson
1383,Tennessee_Jefferson
1384,Texas_Jefferson
1385,Washington_Jefferson
1386,West Virginia_Jefferson
1387,Wisconsin_Jefferson
1388,Louisiana_Jefferson Davis
1389,Mississippi_Jefferson Davis
1390,Georgia_Jenkins
1391,Indiana_Jennings
1392,South Dakota_Jerauld
1393,Idaho_Jerome
1394,Illinois_Jersey
1395,Kentucky_Jessamine
1396,Kansas_Jewell
1397,Texas_Jim Hogg
1398,Texas_Jim Wells
1399,Illinois_Jo Daviess
1400,Arkansas_Johnson
1401,Georgia_Johnson
1402,Illinois_Johnson
1403,Indiana_Johnson
1404,Iowa_Johnson
1405,Kansas_Johnson
1406,Kentucky_Johnson
1407,Missouri_Johnson
1408,Nebraska_Johnson
1409,Tennessee_Johnson
1410,Texas_Johnson
1411,Wyoming_Johnson
1412,North Carolina_Johnston
1413,Oklahoma_Johnston
1414,Georgia_Jones
1415,Iowa_Jones
1416,Mississippi_Jones
1417,North Carolina_Jones
1418,South Dakota_Jones
1419,Texas_Jones
1420,Oregon_Josephine
1421,Utah_Juab
1422,Montana_Judith Basin
1423,Wisconsin_Juneau
1424,Pennsylvania_Juniata
1425,Michigan_Kalamazoo
1426,Michigan_Kalkaska
1427,Minnesota_Kanabec
1428,West Virginia_Kanawha
1429,Minnesota_Kandiyohi
1430,Illinois_Kane
1431,Utah_Kane
1432,Illinois_Kankakee
1433,Texas_Karnes
1434,Texas_Kaufman
1435,Oklahoma_Kay
1436,Nebraska_Kearney
1437,Kansas_Kearny
1438,Nebraska_Keith
1439,Mississippi_Kemper
1440,Alaska_Kenai Peninsula
1441,Illinois_Kendall
1442,Texas_Kendall
1443,Texas_Kenedy
1444,Maine_Kennebec
1445,Wisconsin_Kenosha
1446,Delaware_Kent
1447,Maryland_Kent
1448,Michigan_Kent
1449,Texas_Kent
1450,Kentucky_Kenton
1451,Iowa_Keokuk
1452,California_Kern
1453,Texas_Kerr
1454,South Carolina_Kershaw
1455,Alaska_Ketchikan Gateway
1456,Wisconsin_Kewaunee
1457,Michigan_Keweenaw
1458,Nebraska_Keya Paha
1459,North Dakota_Kidder
1460,Nebraska_Kimball
1461,Texas_Kimble
1462,Texas_King
1463,Washington_King
1464,Virginia_King George
1465,Virginia_King William
1466,Virginia_King and Queen
1467,Oklahoma_Kingfisher
1468,Kansas_Kingman
1469,California_Kings
1470,South Dakota_Kingsbury
1471,Texas_Kinney
1472,Colorado_Kiowa
1473,Kansas_Kiowa
1474,Oklahoma_Kiowa
1475,Colorado_Kit Carson
1476,Washington_Kitsap
1477,Washington_Kittitas
1478,Minnesota_Kittson
1479,Oregon_Klamath
1480,Texas_Kleberg
1481,Washington_Klickitat
1482,Kentucky_Knott
1483,Illinois_Knox
1484,Indiana_Knox
1485,Kentucky_Knox
1486,Maine_Knox
1487,Missouri_Knox
1488,Nebraska_Knox
1489,Ohio_Knox
1490,Tennessee_Knox
1491,Texas_Knox
1492,Alaska_Kodiak Island
1493,Minnesota_Koochiching
1494,Idaho_Kootenai
1495,Indiana_Kosciusko
1496,Iowa_Kossuth
1497,Wisconsin_La Crosse
1498,Arizona_La Paz
1499,Colorado_La Plata
1500,Louisiana_La Salle
1501,Texas_La Salle
1502,Indiana_LaGrange
1503,North Dakota_LaMoure
1504,Indiana_LaPorte
1505,Kansas_Labette
1506,Minnesota_Lac qui Parle
1507,Pennsylvania_Lackawanna
1508,Missouri_Laclede
1509,Arkansas_Lafayette
1510,Florida_Lafayette
1511,Louisiana_Lafayette
1512,Mississippi_Lafayette
1513,Missouri_Lafayette
1514,Wisconsin_Lafayette
1515,Louisiana_Lafourche
1516,California_Lake
1517,Colorado_Lake
1518,Florida_Lake
1519,Illinois_Lake
1520,Indiana_Lake
1521,Michigan_Lake
1522,Minnesota_Lake
1523,Montana_Lake
1524,Ohio_Lake
1525,Oregon_Lake
1526,South Dakota_Lake
1527,Tennessee_Lake
1528,Alaska_Lake and Peninsula
1529,Minnesota_Lake of the Woods
1530,Alabama_Lamar
1531,Georgia_Lamar
1532,Mississippi_Lamar
1533,Texas_Lamar
1534,Texas_Lamb
1535,Vermont_Lamoille
1536,Texas_Lampasas
1537,Nebraska_Lancaster
1538,Pennsylvania_Lancaster
1539,South Carolina_Lancaster
1540,Virginia_Lancaster
1541,Nevada_Lander
1542,Kansas_Lane
1543,Oregon_Lane
1544,Wisconsin_Langlade
1545,Georgia_Lanier
1546,Michigan_Lapeer
1547,Wyoming_Laramie
1548,Colorado_Larimer
1549,Kentucky_Larue
1550,Colorado_Las Animas
1551,California_Lassen
1552,Idaho_Latah
1553,Oklahoma_Latimer
1554,Alabama_Lauderdale
1555,Mississippi_Lauderdale
1556,Tennessee_Lauderdale
1557,Kentucky_Laurel
1558,Georgia_Laurens
1559,South Carolina_Laurens
1560,Texas_Lavaca
1561,Alabama_Lawrence
1562,Arkansas_Lawrence
1563,Illinois_Lawrence
1564,Indiana_Lawrence
1565,Kentucky_Lawrence
1566,Mississippi_Lawrence
1567,Missouri_Lawrence
1568,Ohio_Lawrence
1569,Pennsylvania_Lawrence
1570,South Dakota_Lawrence
1571,Tennessee_Lawrence
1572,Oklahoma_Le Flore
1573,Minnesota_Le Sueur
1574,New Mexico_Lea
1575,Mississippi_Leake
1576,Kansas_Leavenworth
1577,Pennsylvania_Lebanon
1578,Alabama_Lee
1579,Arkansas_Lee
1580,Florida_Lee
1581,Georgia_Lee
1582,Illinois_Lee
1583,Iowa_Lee
1584,Kentucky_Lee
1585,Mississippi_Lee
1586,North Carolina_Lee
1587,South Carolina_Lee
1588,Texas_Lee
1589,Virginia_Lee
1590,Michigan_Leelanau
1591,Mississippi_Leflore
1592,Pennsylvania_Lehigh
1593,Idaho_Lemhi
1594,Michigan_Lenawee
1595,North Carolina_Lenoir
1596,Florida_Leon
1597,Texas_Leon
1598,Kentucky_Leslie
1599,Kentucky_Letcher
1600,Florida_Levy
1601,Idaho_Lewis
1602,Kentucky_Lewis
1603,Missouri_Lewis
1604,New York_Lewis
1605,Tennessee_Lewis
1606,Washington_Lewis
1607,West Virginia_Lewis
1608,Montana_Lewis and Clark
1609,South Carolina_Lexington
1610,Florida_Liberty
1611,Georgia_Liberty
1612,Montana_Liberty
1613,Texas_Liberty
1614,Ohio_Licking
1615,Alabama_Limestone
1616,Texas_Limestone
1617,Arkansas_Lincoln
1618,Colorado_Lincoln
1619,Georgia_Lincoln
1620,Idaho_Lincoln
1621,Kansas_Lincoln
1622,Kentucky_Lincoln
1623,Louisiana_Lincoln
1624,Maine_Lincoln
1625,Minnesota_Lincoln
1626,Mississippi_Lincoln
1627,Missouri_Lincoln
1628,Montana_Lincoln
1629,Nebraska_Lincoln
1630,Nevada_Lincoln
1631,New Mexico_Lincoln
1632,North Carolina_Lincoln
1633,Oklahoma_Lincoln
1634,Oregon_Lincoln
1635,South Dakota_Lincoln
1636,Tennessee_Lincoln
1637,Washington_Lincoln
1638,West Virginia_Lincoln
1639,Wisconsin_Lincoln
1640,Wyoming_Lincoln
1641,Iowa_Linn
1642,Kansas_Linn
1643,Missouri_Linn
1644,Oregon_Linn
1645,Texas_Lipscomb
1646,Arkansas_Little River
1647,Texas_Live Oak
1648,Illinois_Livingston
1649,Kentucky_Livingston
1650,Louisiana_Livingston
1651,Michigan_Livingston
1652,Missouri_Livingston
1653,New York_Livingston
1654,Texas_Llano
1655,Arkansas_Logan
1656,Colorado_Logan
1657,Illinois_Logan
1658,Kansas_Logan
1659,Kentucky_Logan
1660,Nebraska_Logan
1661,North Dakota_Logan
1662,Ohio_Logan
1663,Oklahoma_Logan
1664,West Virginia_Logan
1665,Georgia_Long
1666,Arkansas_Lonoke
1667,Ohio_Lorain
1668,New Mexico_Los Alamos
1669,California_Los Angeles
1670,Tennessee_Loudon
1671,Virginia_Loudoun
1672,Iowa_Louisa
1673,Virginia_Louisa
1674,Nebraska_Loup
1675,Oklahoma_Love
1676,Texas_Loving
1677,Alabama_Lowndes
1678,Georgia_Lowndes
1679,Mississippi_Lowndes
1680,Texas_Lubbock
1681,Iowa_Lucas
1682,Ohio_Lucas
1683,Michigan_Luce
1684,Georgia_Lumpkin
1685,New Mexico_Luna
1686,Virginia_Lunenburg
1687,Pennsylvania_Luzerne
1688,Pennsylvania_Lycoming
1689,South Dakota_Lyman
1690,Texas_Lynn
1691,Iowa_Lyon
1692,Kansas_Lyon
1693,Kentucky_Lyon
1694,Minnesota_Lyon
1695,Nevada_Lyon
1696,Michigan_Mackinac
1697,Michigan_Macomb
1698,Alabama_Macon
1699,Georgia_Macon
1700,Illinois_Macon
1701,Missouri_Macon
1702,North Carolina_Macon
1703,Tennessee_Macon
1704,Illinois_Macoupin
1705,California_Madera
1706,Alabama_Madison
1707,Arkansas_Madison
1708,Florida_Madison
1709,Georgia_Madison
1710,Idaho_Madison
1711,Illinois_Madison
1712,Indiana_Madison
1713,Iowa_Madison
1714,Kentucky_Madison
1715,Louisiana_Madison
1716,Mississippi_Madison
1717,Missouri_Madison
1718,Montana_Madison
1719,Nebraska_Madison
1720,New York_Madison
1721,North Carolina_Madison
1722,Ohio_Madison
1723,Tennessee_Madison
1724,Texas_Madison
1725,Virginia_Madison
1726,Kentucky_Magoffin
1727,Iowa_Mahaska
1728,Minnesota_Mahnomen
1729,Ohio_Mahoning
1730,Oklahoma_Major
1731,Oregon_Malheur
1732,Florida_Manatee
1733,Michigan_Manistee
1734,Wisconsin_Manitowoc
1735,Wisconsin_Marathon
1736,Alabama_Marengo
1737,Arizona_Maricopa
1738,Missouri_Maries
1739,California_Marin
1740,Wisconsin_Marinette
1741,Alabama_Marion
1742,Arkansas_Marion
1743,Florida_Marion
1744,Georgia_Marion
1745,Illinois_Marion
1746,Indiana_Marion
1747,Iowa_Marion
1748,Kansas_Marion
1749,Kentucky_Marion
1750,Mississippi_Marion
1751,Missouri_Marion
1752,Ohio_Marion
1753,Oregon_Marion
1754,South Carolina_Marion
1755,Tennessee_Marion
1756,Texas_Marion
1757,West Virginia_Marion
1758,California_Mariposa
1759,South Carolina_Marlboro
1760,Michigan_Marquette
1761,Wisconsin_Marquette
1762,Alabama_Marshall
1763,Illinois_Marshall
1764,Indiana_Marshall
1765,Iowa_Marshall
1766,Kansas_Marshall
1767,Kentucky_Marshall
1768,Minnesota_Marshall
1769,Mississippi_Marshall
1770,Oklahoma_Marshall
1771,South Dakota_Marshall
1772,Tennessee_Marshall
1773,West Virginia_Marshall
1774,Florida_Martin
1775,Indiana_Martin
1776,Kentucky_Martin
1777,Minnesota_Martin
1778,North Carolina_Martin
1779,Texas_Martin
1780,Illinois_Mason
1781,Kentucky_Mason
1782,Michigan_Mason
1783,Texas_Mason
1784,Washington_Mason
1785,West Virginia_Mason
1786,Illinois_Massac
1787,Texas_Matagorda
1788,Virginia_Mathews
1789,Hawaii_Maui
1790,Tennessee_Maury
1791,Texas_Maverick
1792,Oklahoma_Mayes
1793,Oklahoma_McClain
1794,Montana_McCone
1795,South Dakota_McCook
1796,South Carolina_McCormick
1797,Kentucky_McCracken
1798,Kentucky_McCreary
1799,Texas_McCulloch
1800,Oklahoma_McCurtain
1801,Missouri_McDonald
1802,Illinois_McDonough
1803,North Carolina_McDowell
1804,West Virginia_McDowell
1805,Georgia_McDuffie
1806,Illinois_McHenry
1807,North Dakota_McHenry
1808,Georgia_McIntosh
1809,North Dakota_McIntosh
1810,Oklahoma_McIntosh
1811,Pennsylvania_McKean
1812,North Dakota_McKenzie
1813,New Mexico_McKinley
1814,Illinois_McLean
1815,Kentucky_McLean
1816,North Dakota_McLean
1817,Texas_McLennan
1818,Minnesota_McLeod
1819,Tennessee_McMinn
1820,Texas_McMullen
1821,Tennessee_McNairy
1822,Kansas_McPherson
1823,Nebraska_McPherson
1824,South Dakota_McPherson
1825,Kansas_Meade
1826,Kentucky_Meade
1827,South Dakota_Meade
1828,Montana_Meagher
1829,North Carolina_Mecklenburg
1830,Virginia_Mecklenburg
1831,Michigan_Mecosta
1832,Ohio_Medina
1833,Texas_Medina
1834,Minnesota_Meeker
1835,Ohio_Meigs
1836,Tennessee_Meigs
1837,South Dakota_Mellette
1838,Illinois_Menard
1839,Texas_Menard
1840,California_Mendocino
1841,Kentucky_Menifee
1842,Michigan_Menominee
1843,Wisconsin_Menominee
1844,California_Merced
1845,Illinois_Mercer
1846,Kentucky_Mercer
1847,Missouri_Mercer
1848,New Jersey_Mercer
1849,North Dakota_Mercer
1850,Ohio_Mercer
1851,Pennsylvania_Mercer
1852,West Virginia_Mercer
1853,Georgia_Meriwether
1854,Nebraska_Merrick
1855,New Hampshire_Merrimack
1856,Colorado_Mesa
1857,Kentucky_Metcalfe
1858,Indiana_Miami
1859,Kansas_Miami
1860,Ohio_Miami
1861,Florida_Miami-Dade
1862,Massachusetts_Middlesex
1863,New Jersey_Middlesex
1864,Virginia_Middlesex
1865,Michigan_Midland
1866,Texas_Midland
1867,Pennsylvania_Mifflin
1868,Texas_Milam
1869,Utah_Millard
1870,Minnesota_Mille Lacs
1871,Arkansas_Miller
1872,Georgia_Miller
1873,Missouri_Miller
1874,Iowa_Mills
1875,Texas_Mills
1876,Wisconsin_Milwaukee
1877,South Dakota_Miner
1878,Colorado_Mineral
1879,Montana_Mineral
1880,Nevada_Mineral
1881,West Virginia_Mineral
1882,West Virginia_Mingo
1883,Idaho_Minidoka
1884,South Dakota_Minnehaha
1885,Michigan_Missaukee
1886,Arkansas_Mississippi
1887,Missouri_Mississippi
1888,Montana_Missoula
1889,Georgia_Mitchell
1890,Iowa_Mitchell
1891,Kansas_Mitchell
1892,North Carolina_Mitchell
1893,Texas_Mitchell
1894,Alabama_Mobile
1895,California_Modoc
1896,Colorado_Moffat
1897,Arizona_Mohave
1898,Missouri_Moniteau
1899,New Jersey_Monmouth
1900,California_Mono
1901,Iowa_Monona
1902,West Virginia_Monongalia
1903,Alabama_Monroe
1904,Arkansas_Monroe
1905,Florida_Monroe
1906,Georgia_Monroe
1907,Illinois_Monroe
1908,Indiana_Monroe
1909,Iowa_Monroe
1910,Kentucky_Monroe
1911,Michigan_Monroe
1912,Mississippi_Monroe
1913,Missouri_Monroe
1914,New York_Monroe
1915,Ohio_Monroe
1916,Pennsylvania_Monroe
1917,Tennessee_Monroe
1918,West Virginia_Monroe
1919,Wisconsin_Monroe
1920,Texas_Montague
1921,Michigan_Montcalm
1922,California_Monterey
1923,Colorado_Montezuma
1924,Alabama_Montgomery
1925,Arkansas_Montgomery
1926,Georgia_Montgomery
1927,Illinois_Montgomery
1928,Indiana_Montgomery
1929,Iowa_Montgomery
1930,Kansas_Montgomery
1931,Kentucky_Montgomery
1932,Maryland_Montgomery
1933,Mississippi_Montgomery
1934,Missouri_Montgomery
1935,New York_Montgomery
1936,North Carolina_Montgomery
1937,Ohio_Montgomery
1938,Pennsylvania_Montgomery
1939,Tennessee_Montgomery
1940,Texas_Montgomery
1941,Virginia_Montgomery
1942,Michigan_Montmorency
1943,Pennsylvania_Montour
1944,Colorado_Montrose
1945,South Dakota_Moody
1946,North Carolina_Moore
1947,Tennessee_Moore
1948,Texas_Moore
1949,New Mexico_Mora
1950,Louisiana_Morehouse
1951,Alabama_Morgan
1952,Colorado_Morgan
1953,Georgia_Morgan
1954,Illinois_Morgan
1955,Indiana_Morgan
1956,Kentucky_Morgan
1957,Missouri_Morgan
1958,Ohio_Morgan
1959,Tennessee_Morgan
1960,Utah_Morgan
1961,West Virginia_Morgan
1962,Nebraska_Morrill
1963,Kansas_Morris
1964,New Jersey_Morris
1965,Texas_Morris
1966,Minnesota_Morrison
1967,Ohio_Morrow
1968,Oregon_Morrow
1969,Kansas_Morton
1970,North Dakota_Morton
1971,Texas_Motley
1972,Illinois_Moultrie
1973,North Dakota_Mountrail
1974,Minnesota_Mower
1975,Kentucky_Muhlenberg
1976,Oregon_Multnomah
1977,Georgia_Murray
1978,Minnesota_Murray
1979,Oklahoma_Murray
1980,Iowa_Muscatine
1981,Georgia_Muscogee
1982,Michigan_Muskegon
1983,Ohio_Muskingum
1984,Oklahoma_Muskogee
1985,Montana_Musselshell
1986,Texas_Nacogdoches
1987,Nebraska_Nance
1988,Massachusetts_Nantucket
1989,California_Napa
1990,North Carolina_Nash
1991,Florida_Nassau
1992,New York_Nassau
1993,Louisiana_Natchitoches
1994,Wyoming_Natrona
1995,Arizona_Navajo
1996,Texas_Navarro
1997,Kentucky_Nelson
1998,North Dakota_Nelson
1999,Virginia_Nelson
2000,Kansas_Nemaha
2001,Nebraska_Nemaha
2002,Kansas_Neosho
2003,Mississippi_Neshoba
2004,Kansas_Ness
2005,Arkansas_Nevada
2006,California_Nevada
2007,Delaware_New Castle
2008,North Carolina_New Hanover
2009,Virginia_New Kent
2010,Missouri_New Madrid
2011,Michigan_Newaygo
2012,South Carolina_Newberry
2013,Arkansas_Newton
2014,Georgia_Newton
2015,Indiana_Newton
2016,Mississippi_Newton
2017,Missouri_Newton
2018,Texas_Newton
2019,Idaho_Nez Perce
2020,New York_Niagara
2021,Kentucky_Nicholas
2022,West Virginia_Nicholas
2023,Minnesota_Nicollet
2024,Wyoming_Niobrara
2025,Indiana_Noble
2026,Ohio_Noble
2027,Oklahoma_Noble
2028,Minnesota_Nobles
2029,Missouri_Nodaway
2030,Texas_Nolan
2031,Massachusetts_Norfolk
2032,Minnesota_Norman
2033,Alaska_North Slope
2034,North Carolina_Northampton
2035,Pennsylvania_Northampton
2036,Virginia_Northampton
2037,Pennsylvania_Northumberland
2038,Virginia_Northumberland
2039,Alaska_Northwest Arctic
2040,Kansas_Norton
2041,Virginia_Nottoway
2042,Oklahoma_Nowata
2043,Mississippi_Noxubee
2044,Nebraska_Nuckolls
2045,Texas_Nueces
2046,Nevada_Nye
2047,Iowa_O'Brien
2048,Michigan_Oakland
2049,Tennessee_Obion
2050,New Jersey_Ocean
2051,Michigan_Oceana
2052,Texas_Ochiltree
2053,Georgia_Oconee
2054,South Carolina_Oconee
2055,Wisconsin_Oconto
2056,Michigan_Ogemaw
2057,Illinois_Ogle
2058,Georgia_Oglethorpe
2059,Indiana_Ohio
2060,Kentucky_Ohio
2061,West Virginia_Ohio
2062,Florida_Okaloosa
2063,Washington_Okanogan
2064,Florida_Okeechobee
2065,Oklahoma_Okfuskee
2066,Oklahoma_Oklahoma
2067,Oklahoma_Okmulgee
2068,Mississippi_Oktibbeha
2069,Kentucky_Oldham
2070,Texas_Oldham
2071,North Dakota_Oliver
2072,Minnesota_Olmsted
2073,Idaho_Oneida
2074,New York_Oneida
2075,Wisconsin_Oneida
2076,New York_Onondaga
2077,North Carolina_Onslow
2078,New York_Ontario
2079,Michigan_Ontonagon
2080,California_Orange
2081,Florida_Orange
2082,Indiana_Orange
2083,New York_Orange
2084,North Carolina_Orange
2085,Texas_Orange
2086,Vermont_Orange
2087,Virginia_Orange
2088,South Carolina_Orangeburg
2089,Missouri_Oregon
2090,Louisiana_Orleans
2091,New York_Orleans
2092,Vermont_Orleans
2093,Kansas_Osage
2094,Missouri_Osage
2095,Oklahoma_Osage
2096,Kansas_Osborne
2097,Florida_Osceola
2098,Iowa_Osceola
2099,Michigan_Osceola
2100,Michigan_Oscoda
2101,New York_Oswego
2102,Colorado_Otero
2103,New Mexico_Otero
2104,Nebraska_Otoe
2105,Michigan_Otsego
2106,New York_Otsego
2107,Kansas_Ottawa
2108,Michigan_Ottawa
2109,Ohio_Ottawa
2110,Oklahoma_Ottawa
2111,Minnesota_Otter Tail
2112,Arkansas_Ouachita
2113,Colorado_Ouray
2114,Wisconsin_Outagamie
2115,Tennessee_Overton
2116,Indiana_Owen
2117,Kentucky_Owen
2118,Kentucky_Owsley
2119,Idaho_Owyhee
2120,Maine_Oxford
2121,Missouri_Ozark
2122,Wisconsin_Ozaukee
2123,Washington_Pacific
2124,Iowa_Page
2125,Virginia_Page
2126,Florida_Palm Beach
2127,Iowa_Palo Alto
2128,Texas_Palo Pinto
2129,North Carolina_Pamlico
2130,Mississippi_Panola
2131,Texas_Panola
2132,Colorado_Park
2133,Montana_Park
2134,Wyoming_Park
2135,Indiana_Parke
2136,Texas_Parker
2137,Texas_Parmer
2138,Florida_Pasco
2139,North Carolina_Pasquotank
2140,New Jersey_Passaic
2141,Virginia_Patrick
2142,Georgia_Paulding
2143,Ohio_Paulding
2144,Kansas_Pawnee
2145,Nebraska_Pawnee
2146,Oklahoma_Pawnee
2147,Idaho_Payette
2148,Oklahoma_Payne
2149,Georgia_Peach
2150,Mississippi_Pearl River
2151,Texas_Pecos
2152,North Dakota_Pembina
2153,Missouri_Pemiscot
2154,Washington_Pend Oreille
2155,North Carolina_Pender
2156,Kentucky_Pendleton
2157,West Virginia_Pendleton
2158,Minnesota_Pennington
2159,South Dakota_Pennington
2160,Maine_Penobscot
2161,Illinois_Peoria
2162,Wisconsin_Pepin
2163,Nebraska_Perkins
2164,South Dakota_Perkins
2165,North Carolina_Perquimans
