Equipment,Fraction of equipment capacity utilized ,Rated motor capacity (kW),ops_list,total_flow,time,electricity kwh,diesel_l,baling wire kg,region,"Building, Hall, Steel Construction m2","Building, Multi-Storey m3","Polyethylene, High Density, Granulate kg","Road, Company, Internal m2/year","Steel, Chromium Steel 18/8, Hot Rolled kg","Steel, Low-Alloyed, Hot Rolled kg"
vacuum,0.85,5.0,vacuum,1354.651669908349,45.155055663611634,265.61797449183314,541.8606679633397,812.7910019450094,Mississippi_Adams,6.978508397307908,2.873503378029629,16.42002007711312,6.157508206243255,205.25025367321732,184.72522722217428
disc_screen1,0.85,8.5,disc_screen1,1326.1226268765924,45.155055663611634,451.5505566361163,541.8606679633397,812.7910019450094,Mississippi_Adams,6.978508397307908,2.873503378029629,16.42002007711312,6.157508206243255,205.25025367321732,184.72522722217428
disc_screen2,0.85,5.5,disc_screen2,708.8018191323908,45.155055663611634,292.17977194101644,541.8606679633397,812.7910019450094,Mississippi_Adams,6.978508397307908,2.873503378029629,16.42002007711312,6.157508206243255,205.25025367321732,184.72522722217428
glass_breaker,0.85,30.0,glass_breaker,790.2113128296907,45.155055663611634,1593.707846950999,541.8606679633397,812.7910019450094,Mississippi_Adams,6.978508397307908,2.873503378029629,16.42002007711312,6.157508206243255,205.25025367321732,184.72522722217428
nir_hdpe,0.85,13.0,nir_hdpe,389.2753638206208,45.155055663611634,690.6067336787662,541.8606679633397,812.7910019450094,Mississippi_Adams,6.978508397307908,2.873503378029629,16.42002007711312,6.157508206243255,205.25025367321732,184.72522722217428
nir_pet,0.85,40.0,nir_pet,645.6157138843961,45.155055663611634,2124.943795934665,541.8606679633397,812.7910019450094,Mississippi_Adams,6.978508397307908,2.873503378029629,16.42002007711312,6.157508206243255,205.25025367321732,184.72522722217428
magnet,0.85,4.0,magnet,273.3855428497557,45.155055663611634,212.49437959346653,541.8606679633397,812.7910019450094,Mississippi_Adams,6.978508397307908,2.873503378029629,16.42002007711312,6.157508206243255,205.25025367321732,184.72522722217428
eddy,0.85,9.0,eddy,265.00755677192296,45.155055663611634,478.1123540852996,541.8606679633397,812.7910019450094,Mississippi_Adams,6.978508397307908,2.873503378029629,16.42002007711312,6.157508206243255,205.25025367321732,184.72522722217428
