,name,State,State_County,latitude (deg),longitude (deg),2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0
0,Abbeville,South Carolina,South Carolina_Abbeville,34.213809,-82.46046,102.42289353243456,103.46002949880904,104.49204043158258,105.51604654996989,106.52882640427896,107.53157583568337,108.52146387324164,109.49975957289311,110.46804925456173,111.42313587347756,112.36465335581183,113.29099097671859,114.20139218361867,115.09854151792206,115.98007170220359,116.84525058880594,117.69461508601115,118.53053247124443,119.35605335974435,120.17100691705762,120.97539314318423,121.7695781119528,122.55807673391654,123.33969316790188,124.11557444523852,124.88591580530182,125.65042438902883
1,Acadia,Louisiana,Louisiana_Acadia,30.291497,-92.411037,674.8590436106614,677.501927332918,680.076079343718,682.5408582832446,684.8865520618347,687.1133100962529,689.2115697136006,691.2204781060555,693.1437706927177,694.9795050556555,696.7079581820159,698.3322678238436,699.8509398134985,701.2745827412268,702.6142534475674,703.8959504494621,705.1216161648438,706.3444429617088,707.5863951043702,708.880344280916,710.2068663120214,711.5820982082024,712.8990575664095,714.1552043016542,715.351434914521,716.4992544958401,717.5938817091628
2,Accomack,Virginia,Virginia_Accomack,37.765944,-75.757807,240.78438056025493,243.74730258766064,246.71429106071258,249.6722107145057,252.62493435441732,255.5735592753045,258.5176659232513,261.46241803876103,264.4110752330264,267.3626370313248,270.31045511775835,273.25430357868,276.18776001183875,279.11092123736915,282.0193335290871,284.9140619084711,287.7944609079587,290.6723103105728,293.55500071990866,296.4401439059836,299.32851442987305,302.2177240615943,305.133623777042,308.0745030871742,311.044105703856,314.04691762664953,317.08655347390703
3,Ada,Idaho,Idaho_Ada,43.447861,-116.244456,5768.333703146621,5856.569757248012,5946.49985701284,6037.391442154216,6129.298622238785,6222.02577037175,6315.381421932676,6409.2948182574855,6503.1291313695065,6597.196531845537,6691.101603621633,6784.694504820927,6878.112590497213,6971.247641517198,7063.808298675873,7155.944403850092,7247.905693501308,7339.996013657601,7432.019737424174,7524.5512586623445,7617.361652282457,7711.141855827835,7805.871057926684,7901.674126809727,7998.992263558846,8097.725573589465,8198.115468814303
4,Adair,Iowa,Iowa_Adair,41.328528,-94.478164,426.82288384138093,428.12018720314825,429.36278239962087,430.5145332479328,431.5621946133285,432.50591046466405,433.332867573752,434.0410503766079,434.6402487554421,435.1202409214762,435.47267668105957,435.7044665392823,435.8020774236768,435.76939649335594,435.59663386610913,435.2908440158823,434.8573537903488,434.2932838123881,433.6164862201489,432.8308481727441,431.9366576078859,430.93074721074146,429.89503526039704,428.82750619286776,427.7255685687454,426.6073624638905,425.4527322384579
5,Adair,Kentucky,Kentucky_Adair,37.105541,-85.281401,289.44537940541306,291.0101840319462,292.53976010924225,294.01313826275515,295.4346521632244,296.8049308918864,298.12278618418355,299.398353237813,300.6400897005085,301.8437317994454,303.0096290241997,304.1389696393288,305.23098476776613,306.286163694918,307.30897988735364,308.2988741617524,309.2585026388897,310.1959035790084,311.12114228189034,312.0310733413539,312.9278635927686,313.81801354224376,314.71417471242194,315.6163471033035,316.52732663149425,317.4492801323641,318.3848637266888
6,Adair,Missouri,Missouri_Adair,40.190666,-92.603592,289.00068218326237,290.6100053198104,292.2235627213297,293.8224010112824,295.4068226371666,296.9742567952497,298.51961228598316,300.0484843880787,301.56445206359535,303.0572320976033,304.52012023723125,305.95367096955886,307.3491133171457,308.7061952404104,310.0207832902142,311.2922725715612,312.5231330723516,313.7209763879499,314.9041509998981,316.0652469444964,317.21147255377934,318.3444408810691,319.4837606058158,320.6266592926213,321.7813534318465,322.9486999580691,324.13162253043555
7,Adair,Oklahoma,Oklahoma_Adair,35.8975,-94.651671,391.416209560431,392.99538769943484,394.58628412144895,396.16668989010134,397.73693981347833,399.2883288813435,400.82286594221284,402.3626483297631,403.92062195665284,405.48462212909095,407.0563228875073,408.65491989549963,410.2644539676346,411.891956073719,413.5367565975802,415.2062213171108,416.91307293957897,418.6711501992063,420.4998719649813,422.40135868811524,424.3795164629451,426.43322926251733,428.4949774561539,430.5567256497902,432.6164649949107,434.68245409097,436.7293591261266
8,Adams,Colorado,Colorado_Adams,39.874325,-104.331872,5049.294366055681,5096.812768532006,5144.351037484026,5191.58799822134,5238.710174876858,5285.652449558028,5332.552783901618,5379.655094081442,5427.25075507436,5475.326522563241,5523.945307054451,5573.090553151582,5622.769986706288,5672.876549488439,5723.52612927292,5774.641467543141,5826.24905293336,5878.464773218465,5931.536959344647,5985.4148414295705,6040.049856977093,6095.479531552418,6152.270059712851,6210.315486921356,6269.7272861804395,6330.672115147321,6392.98441985788
9,Adams,Idaho,Idaho_Adams,44.884583,-116.431873,58.80461518985898,59.70412750560336,60.62090957522801,61.547493397054986,62.484430584844574,63.429726842694166,64.3814303065288,65.33881963527735,66.29540275929931,67.25436206567332,68.21166653076644,69.16578860878087,70.11812855003124,71.06758312699698,72.01118211173792,72.95045305005189,73.88794185160178,74.82674603981089,75.7648713187765,76.70817328072344,77.65431817512734,78.61034968538898,79.5760556523698,80.55270903090127,81.54480759472123,82.5513329799645,83.57474623263863
