Year,seed,sobol,scenario,intervention_scenario,RunId,iteration,Step,Seed,recycling,trash,wishcycling
2,0,False,Missouri,baseline,24,0,28,0,0.12537925379253792,0.8277521525215251,0.046868593685936856
2,0,False,Montana,baseline,25,0,28,0,0.16165153480328578,0.7927421098140942,0.04560635538261997
2,0,False,Nebraska,baseline,26,0,28,0,0.17046690307328605,0.7879432624113475,0.04158983451536643
2,0,False,Nevada,baseline,28,0,28,0,0.19195592286501376,0.7606427915518824,0.04740128558310377
2,0,False,New Hampshire,baseline,29,0,28,0,0.3532590051457976,0.5750809986659043,0.07165999618829808
2,0,False,New Jersey,baseline,27,0,28,0,0.25201482914248874,0.6897216849344509,0.05826348592306039
2,0,False,New Mexico,baseline,30,0,28,0,0.14591233435270132,0.8176656472986749,0.03642201834862385
2,0,False,New York,baseline,31,0,28,0,0.6025063525063525,0.29005544005544004,0.10743820743820744
2,0,False,North Carolina,baseline,32,0,28,0,0.12740286298568507,0.836950408997955,0.035646728016359916
2,0,False,North Dakota,baseline,35,0,28,0,0.19587287465401346,0.7454033214709371,0.05872380387504942
2,0,False,Ohio,baseline,33,0,28,0,0.14463975694444445,0.8192708333333333,0.03608940972222222
2,0,False,Oklahoma,baseline,34,0,28,0,0.10926477072310407,0.8594742063492063,0.03126102292768959
2,0,False,Oregon,baseline,37,0,28,0,0.718008436546401,0.11230479267635972,0.1696867707772393
2,0,False,Pennsylvania,baseline,36,0,28,0,0.19325699745547073,0.7554548346055979,0.051288167938931296
2,0,False,Rhode Island,baseline,38,0,28,0,0.4224673202614379,0.5019825708061002,0.07555010893246188
2,0,False,South Carolina,baseline,40,0,28,0,0.07412648497554158,0.9017295597484277,0.02414395527603075
2,0,False,South Dakota,baseline,39,0,28,0,0.2101921470342523,0.7398548454469506,0.04995300751879699
2,0,False,Tennessee,baseline,41,0,28,0,0.08429705215419502,0.8937074829931971,0.02199546485260771
2,0,False,Texas,baseline,42,0,28,0,0.15881642512077296,0.7950975129719091,0.04608606190731795
2,0,False,Utah,baseline,43,0,28,0,0.19502473363774733,0.7423801369863013,0.0625951293759513
2,0,False,Vermont,baseline,44,0,28,0,0.5757731389441131,0.3089794565937707,0.11524740446211619
2,0,False,Virginia,baseline,46,0,28,0,0.1388284012655872,0.825679322538619,0.03549227619579379
2,0,False,Washington,baseline,47,0,28,0,0.2910714285714286,0.6440845330380214,0.06484403839055002
2,0,False,West Virginia,baseline,45,0,28,0,0.15290268855579348,0.8083511777301927,0.0387461337140138
2,0,False,Wisconsin,baseline,48,0,28,0,0.26555031446540883,0.6726048218029351,0.06184486373165619
2,0,False,Wyoming,baseline,49,0,28,0,0.1514866979655712,0.7923708920187793,0.05614241001564945
3,0,False,Alabama,baseline,2,0,40,0,0.09513636363636363,0.8685808080808081,0.036282828282828285
3,0,False,Alaska,baseline,0,0,40,0,0.0632349537037037,0.9142013888888889,0.02256365740740741
3,0,False,Arizona,baseline,5,0,40,0,0.19903090389424793,0.7472311539835655,0.053737942122186494
3,0,False,Arkansas,baseline,1,0,40,0,0.09326923076923077,0.8747812372812372,0.03194953194953195
3,0,False,California,baseline,3,0,40,0,0.6066070031298905,0.2520539906103286,0.1413390062597809
3,0,False,Colorado,baseline,4,0,40,0,0.11345980126467932,0.8450813008130081,0.041458897922312554
3,0,False,Connecticut,baseline,6,0,40,0,0.526282847092903,0.34710842127043245,0.12660873163666458
3,0,False,Delaware,baseline,8,0,40,0,0.13584635416666666,0.8267144097222222,0.037439236111111114
3,0,False,Florida,baseline,9,0,40,0,0.11292235217673814,0.8467673814165041,0.04031026640675763
3,0,False,Georgia,baseline,10,0,40,0,0.12355458656330749,0.8383357558139535,0.03810965762273902
3,0,False,Hawaii,baseline,7,0,40,0,0.5006748273697427,0.3893806235614145,0.10994454906884284
3,0,False,Idaho,baseline,11,0,40,0,0.15183224071272483,0.8056185913598924,0.04254916792738275
3,0,False,Illinois,baseline,12,0,40,0,0.15371102327624067,0.808915239350022,0.03737373737373737
3,0,False,Indiana,baseline,14,0,40,0,0.20217592592592593,0.7453034979423868,0.05252057613168724
3,0,False,Iowa,baseline,13,0,40,0,0.3512174211248285,0.5621170553269319,0.0866655235482396
3,0,False,Kansas,baseline,15,0,40,0,0.2180269775948788,0.7304298125285781,0.05154320987654321
3,0,False,Kentucky,baseline,17,0,40,0,0.11552746566791511,0.8498491468997087,0.034623387432376196
3,0,False,Louisiana,baseline,16,0,40,0,0.08717191601049869,0.885411198600175,0.027416885389326334
3,0,False,Maine,baseline,18,0,40,0,0.7944551076988698,0.056883130731499254,0.14866176156963104
3,0,False,Maryland,baseline,21,0,40,0,0.3610817683881064,0.56418720657277,0.07473102503912363
3,0,False,Massachusetts,baseline,20,0,40,0,0.4166980539861896,0.49190207156308857,0.09139987445072191
3,0,False,Michigan,baseline,19,0,40,0,0.6268671248568156,0.23373997709049255,0.13939289805269187
3,0,False,Minnesota,baseline,23,0,40,0,0.275787728026534,0.6587945688225539,0.06541770315091211
3,0,False,Mississippi,baseline,22,0,40,0,0.09735628485628485,0.8672029172029173,0.03544079794079794
3,0,False,Missouri,baseline,24,0,40,0,0.12311398113981138,0.8332257072570726,0.04366031160311603
3,0,False,Montana,baseline,25,0,40,0,0.1553177691309987,0.8012051448335495,0.043477086035451785
3,0,False,Nebraska,baseline,26,0,40,0,0.16880614657210402,0.7924940898345154,0.038699763593380614
3,0,False,Nevada,baseline,28,0,40,0,0.18885674931129479,0.7623599632690542,0.048783287419651065
3,0,False,New Hampshire,baseline,29,0,40,0,0.3457690108633505,0.5858728797408043,0.06835810939584525
3,0,False,New Jersey,baseline,27,0,40,0,0.2419138190414786,0.7004835589941973,0.05760262196432409
3,0,False,New Mexico,baseline,30,0,40,0,0.14625891946992864,0.816743119266055,0.03699796126401631
3,0,False,New York,baseline,31,0,40,0,0.6018711018711018,0.29104296604296603,0.10708593208593209
3,0,False,North Carolina,baseline,32,0,40,0,0.12380708929788685,0.8409040558963872,0.035288854805725973
3,0,False,North Dakota,baseline,35,0,40,0,0.18954626334519573,0.7520610913404507,0.0583926453143535
3,0,False,Ohio,baseline,33,0,40,0,0.14194878472222222,0.8213650173611112,0.03668619791666667
3,0,False,Oklahoma,baseline,34,0,40,0,0.1052744708994709,0.8626322751322751,0.032093253968253965
3,0,False,Oregon,baseline,37,0,40,0,0.7280829294561121,0.11157781367797522,0.16033925686591277
3,0,False,Pennsylvania,baseline,36,0,40,0,0.18862383375742153,0.7623674724342663,0.04900869380831213
3,0,False,Rhode Island,baseline,38,0,40,0,0.42180283224400866,0.5028485838779957,0.07534858387799565
3,0,False,South Carolina,baseline,40,0,40,0,0.0719033892382949,0.9042365478686233,0.023860062893081763
3,0,False,South Dakota,baseline,39,0,40,0,0.2031484962406015,0.7486946532999165,0.04815685045948204
3,0,False,Tennessee,baseline,41,0,40,0,0.08398308041165185,0.8933586255014826,0.022658294086865514
3,0,False,Texas,baseline,42,0,40,0,0.15707640007156914,0.8012211486849168,0.041702451243514044
3,0,False,Utah,baseline,43,0,40,0,0.18965943683409436,0.7507087138508372,0.05963184931506849
3,0,False,Vermont,baseline,44,0,40,0,0.5743704440026508,0.3109896178484648,0.11463993814888447
3,0,False,Virginia,baseline,46,0,40,0,0.13479899497487438,0.8285966871394007,0.03660431788572492
3,0,False,Washington,baseline,47,0,40,0,0.2930324843115541,0.6434200812107789,0.06354743447766703
3,0,False,West Virginia,baseline,45,0,40,0,0.14612181774922675,0.8157328098976921,0.03814537235308113
3,0,False,Wisconsin,baseline,48,0,40,0,0.2622641509433962,0.6788679245283019,0.05886792452830188
3,0,False,Wyoming,baseline,49,0,40,0,0.14413634585289514,0.8013986697965572,0.05446498435054773
4,0,False,Alabama,baseline,2,0,52,0,0.09562121212121212,0.8706969696969699,0.03368181818181818
4,0,False,Alaska,baseline,0,0,52,0,0.06417824074074074,0.9132349537037037,0.02258680555555555
4,0,False,Arizona,baseline,5,0,52,0,0.19770453733476243,0.749285459092533,0.053010003572704543
4,0,False,Arkansas,baseline,1,0,52,0,0.09010480260480262,0.8795584045584045,0.03033679283679284
4,0,False,California,baseline,3,0,52,0,0.6145491001564946,0.25169209702660406,0.13375880281690142
4,0,False,Colorado,baseline,4,0,52,0,0.11314814814814815,0.8466260162601627,0.04022583559168925
4,0,False,Connecticut,baseline,6,0,52,0,0.535805917649493,0.34061142147734325,0.12358266087316366
4,0,False,Delaware,baseline,8,0,52,0,0.13606336805555555,0.8277777777777778,0.036158854166666664
4,0,False,Florida,baseline,9,0,52,0,0.10737897985705003,0.8540245289148798,0.03859649122807018
4,0,False,Georgia,baseline,10,0,52,0,0.11833010335917311,0.8443879198966409,0.03728197674418605
4,0,False,Hawaii,baseline,7,0,52,0,0.5024691358024691,0.3856769198577108,0.11185394433982004
4,0,False,Idaho,baseline,11,0,52,0,0.15066817952597075,0.8085308455202554,0.040800974953773744
4,0,False,Illinois,baseline,12,0,52,0,0.15310166886253843,0.8098814229249012,0.03701690821256039
4,0,False,Indiana,baseline,14,0,52,0,0.19649176954732508,0.7532870370370371,0.05022119341563786
4,0,False,Iowa,baseline,13,0,52,0,0.34693644261545503,0.5718449931412894,0.0812185642432556
4,0,False,Kansas,baseline,15,0,52,0,0.21151120256058528,0.7388374485596708,0.04965134887974395
4,0,False,Kentucky,baseline,17,0,52,0,0.11542863087806908,0.8499687890137327,0.03460258010819808
4,0,False,Louisiana,baseline,16,0,52,0,0.0859251968503937,0.8871555118110236,0.026919291338582677
4,0,False,Maine,baseline,18,0,52,0,0.7993761996161228,0.059954148005971424,0.14066965237790574
4,0,False,Maryland,baseline,21,0,52,0,0.3598640453834116,0.5711267605633803,0.06900919405320814
4,0,False,Massachusetts,baseline,20,0,52,0,0.4135750156936598,0.4961655157982842,0.09025946850805606
4,0,False,Michigan,baseline,19,0,52,0,0.6325601374570446,0.23321878579610536,0.13422107674684994
4,0,False,Minnesota,baseline,23,0,52,0,0.2750207296849088,0.6627383913764511,0.06224087893864013
4,0,False,Mississippi,baseline,22,0,52,0,0.1011904761904762,0.8643393393393394,0.03447018447018447
4,0,False,Missouri,baseline,24,0,52,0,0.12292435424354244,0.8355268552685526,0.04154879048790488
4,0,False,Montana,baseline,25,0,52,0,0.14987570255079982,0.8102950713359274,0.0398292261132728
4,0,False,Nebraska,baseline,26,0,52,0,0.16647163120567376,0.7947163120567375,0.038812056737588654
4,0,False,Nevada,baseline,28,0,52,0,0.18722681359044993,0.7658677685950414,0.04690541781450872
4,0,False,New Hampshire,baseline,29,0,52,0,0.33917000190585095,0.5952734896131122,0.06555650848103678
4,0,False,New Jersey,baseline,27,0,52,0,0.23683644960240705,0.705281538792177,0.05788201160541586
4,0,False,New Mexico,baseline,30,0,52,0,0.14271151885830785,0.8206829765545361,0.03660550458715597
4,0,False,New York,baseline,31,0,52,0,0.6058616308616308,0.28985331485331484,0.10428505428505429
4,0,False,North Carolina,baseline,32,0,52,0,0.12263974096796183,0.8444614860259033,0.03289877300613497
4,0,False,North Dakota,baseline,35,0,52,0,0.19048536971134836,0.7526888098062475,0.056825820482404116
4,0,False,Ohio,baseline,33,0,52,0,0.13954535590277778,0.8236002604166667,0.036854383680555554
4,0,False,Oklahoma,baseline,34,0,52,0,0.10091490299823631,0.8670965608465608,0.03198853615520282
4,0,False,Oregon,baseline,37,0,52,0,0.7362636869502782,0.11088673487704183,0.15284957817267994
4,0,False,Pennsylvania,baseline,36,0,52,0,0.18460029686174725,0.7666136556403732,0.04878604749787955
4,0,False,Rhode Island,baseline,38,0,52,0,0.415152505446623,0.5080718954248366,0.0767755991285403
4,0,False,South Carolina,baseline,40,0,52,0,0.07137491264849756,0.9061058700209643,0.022519217330538088
4,0,False,South Dakota,baseline,39,0,52,0,0.19642335004177106,0.7567199248120301,0.04685672514619884
4,0,False,Tennessee,baseline,41,0,52,0,0.08124454910169196,0.8972571079713937,0.021498342926914354
4,0,False,Texas,baseline,42,0,52,0,0.1556047593487207,0.8056002862766146,0.03879495437466452
4,0,False,Utah,baseline,43,0,52,0,0.1886558219178082,0.7532629375951294,0.058081240487062404
4,0,False,Vermont,baseline,44,0,52,0,0.5815330240777556,0.30617958913187543,0.11228738679036891
4,0,False,Virginia,baseline,46,0,52,0,0.13311464731062722,0.8300344314163409,0.03685092127303183
4,0,False,Washington,baseline,47,0,52,0,0.2890596160944998,0.6513381321520857,0.05960225175341454
4,0,False,West Virginia,baseline,45,0,52,0,0.14102426837972876,0.8215560314061384,0.03741970021413276
4,0,False,Wisconsin,baseline,48,0,52,0,0.26428721174004194,0.6770335429769392,0.05867924528301887
4,0,False,Wyoming,baseline,49,0,52,0,0.13885465571205008,0.8095266040688576,0.05161874021909233
5,0,False,Alabama,baseline,2,0,64,0,0.09164646464646464,0.8757323232323232,0.03262121212121212
5,0,False,Alaska,baseline,0,0,64,0,0.06392939814814814,0.9133680555555556,0.022702546296296297
5,0,False,Arizona,baseline,5,0,64,0,0.19613701321900678,0.7521793497677742,0.05168363701321901
5,0,False,Arkansas,baseline,1,0,64,0,0.08972832722832723,0.8821072446072447,0.028164428164428167
5,0,False,California,baseline,3,0,64,0,0.6187108763693271,0.24649354460093897,0.13479557902973396
5,0,False,Colorado,baseline,4,0,64,0,0.10925022583559169,0.8536901535682023,0.03705962059620596
5,0,False,Connecticut,baseline,6,0,64,0,0.5404872749844817,0.33669563418166765,0.12281709083385062
5,0,False,Delaware,baseline,8,0,64,0,0.13335069444444445,0.8310329861111111,0.03561631944444445
5,0,False,Florida,baseline,9,0,64,0,0.1067738791423002,0.8556448992852501,0.03758122157244964
5,0,False,Georgia,baseline,10,0,64,0,0.11464793281653747,0.8496043281653747,0.03574773901808786
5,0,False,Hawaii,baseline,7,0,64,0,0.511498221385227,0.38000104624398406,0.10850073237078887
5,0,False,Idaho,baseline,11,0,64,0,0.1472432341570012,0.8131870902672717,0.03956967557572701
5,0,False,Illinois,baseline,12,0,64,0,0.14739789196310935,0.8166007905138338,0.03600131752305665
5,0,False,Indiana,baseline,14,0,64,0,0.1921244855967078,0.7589197530864199,0.048955761316872425
5,0,False,Iowa,baseline,13,0,64,0,0.345679012345679,0.57053040695016,0.08379058070416096
5,0,False,Kansas,baseline,15,0,64,0,0.205612711476909,0.7466792409693644,0.04770804755372657
5,0,False,Kentucky,baseline,17,0,64,0,0.11283291718684978,0.8542134831460674,0.03295359966708281
5,0,False,Louisiana,baseline,16,0,64,0,0.08898731408573929,0.8832731846019247,0.02773950131233596
5,0,False,Maine,baseline,18,0,64,0,0.8010663254425251,0.05966090850927703,0.1392727660481979
5,0,False,Maryland,baseline,21,0,64,0,0.35596146322378724,0.5775039123630673,0.06653462441314555
5,0,False,Massachusetts,baseline,20,0,64,0,0.4123979912115505,0.5002510985561833,0.08735091023226617
5,0,False,Michigan,baseline,19,0,64,0,0.6390549828178694,0.22883161512027492,0.13211340206185568
5,0,False,Minnesota,baseline,23,0,64,0,0.2689417495854063,0.6698123963515754,0.06124585406301824
5,0,False,Mississippi,baseline,22,0,64,0,0.0939886314886315,0.8743511368511369,0.03166023166023166
5,0,False,Missouri,baseline,24,0,64,0,0.1209922099220992,0.8387812628126281,0.040226527265272656
5,0,False,Montana,baseline,25,0,64,0,0.14365002161694768,0.8207846952010375,0.0355652831820147
5,0,False,Nebraska,baseline,26,0,64,0,0.1605673758865248,0.7994503546099291,0.0399822695035461
