CAS #,Formatted CAS #,Substance Name,Global Warming Air (kg CO2 eq / kg substance),Acidification Air (kg SO2 eq / kg substance),HH Particulate Air (PM2.5 eq / kg substance),Eutrophication Air (kg N eq / kg substance),Eutrophication Water (kg N eq / kg substance),Ozone Depletion Air (kg CFC-11 eq / kg substance),Smog Air (kg O3 eq / kg substance),"Ecotox. CF [CTUeco/kg], Em.airU, freshwater","Ecotox. CF [CTUeco/kg], Em.airC, freshwater","Ecotox. CF [CTUeco/kg], Em.fr.waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.sea waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.nat.soilC, freshwater","Ecotox. CF [CTUeco/kg], Em.agr.soilC, freshwater","Human health CF  [CTUcancer/kg], Emission to urban air, cancer","Human health CF  [CTUnoncancer/kg], Emission to urban air, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. rural air, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. rural air, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. freshwater, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. freshwater, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. sea water, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. sea water, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. natural soil, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. natural soil, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. agric. Soil, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. agric. Soil, non-canc."
108087,108087,"2,4-DIMETHYL PENTANE",0,0,0,0,0,0,1.549484615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2213323,2213323,"2,4-DIMETHYL-1-PENTENE",0,0,0,0,0,0,6.005410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625650,625650,"2,4-DIMETHYL-2-PENTENE",0,0,0,0,0,0,9.28725641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600362,600362,"2,4-DIMETHYL-3-PENTANOL",0,0,0,0,0,0,0,0.186026397,0.189213087,39.18422045,0.009615434,5.148360393,5.148360393,0,0,0,0,0,0,0,0,0,0,0,0
x,x,"2,4-DIMETHYL-HEPTYL ACETATE",0,0,0,0,0,0,0.68414359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95681,95681,"2,4-DIMETHYLANILINE",0,0,0,0,0,0,0,0.760224741,0.457575666,405.1523404,0.009752923,29.03131935,29.03131935,0,0,0,0,0,0,0,0,0,0,0,0
21436964,21436964,"2,4-DIMETHYLANILINE HYDROCHLORIDE",0,0,0,0,0,0,0,0,0,0,0,0,0,2.58E-06,0,3.77E-08,0,8.13E-06,0,1.30E-08,0,5.87E-07,0,9.66E-07,0
x,x,"2,4-DIMETHYLHEXYL ACETATE",0,0,0,0,0,0,0.764684615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,"2,4-DIMETHYLPENTYL ACETATE",0,0,0,0,0,0,0.917625641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105679,105679,"2,4-DIMETHYLPHENOL",0,0,0,0,0,0,2.123641026,12.14537126,3.953041564,1278.510614,0.006498319,19.30152026,19.30152026,0,1.86E-07,0,1.46E-08,0,3.66E-07,0,8.44E-10,0,5.98E-09,0,1.47E-08
616739,616739,"2,4-DINITRO-5-METHYLPHENOL",0,0,0,0,0,0,0,682.943568,520.934622,11539.46568,0.005103196,288.1525706,288.1525706,0,0,0,0,0,0,0,0,0,0,0,0
97029,97029,"2,4-DINITROANILINE",0,0,0,0,0,0,0,1229.547863,1087.92702,12205.75859,0.005162719,1105.83943,1105.83943,0,0,0,0,0,0,0,0,0,0,0,0
97007,97007,"2,4-DINITROCHLOROBENZENE",0,0,0,0,0,0,0,3928.391734,3755.863758,54837.28476,51.50332707,2834.488176,2834.488176,0,0,0,0,0,0,0,0,0,0,0,0
51285,51285,"2,4-DINITROPHENOL",0,0,0,0,0,0,0,257.3245485,210.6182966,3564.871037,0.064809385,141.0586452,141.0586452,0,3.32E-06,0,1.90E-06,0,5.13E-06,0,4.50E-09,0,2.22E-07,0,3.47E-07
121142,121142,"2,4-DINITROTOLUENE",0,0,0,0,0,0,0,754.8411085,606.3512164,10850.08547,0.117666598,349.9916114,349.9916114,0,1.44E-05,0,9.22E-06,0,1.97E-05,0,3.73E-08,0,6.89E-07,0,1.20E-06
142836,142836,"2,4-HEXADIENAL",0,0,0,0,0,0,0,0,0,0,0,0,0,3.70E-07,0,7.44E-09,0,3.35E-07,0,3.23E-10,0,5.16E-08,0,1.23E-07,0
592461,592461,"2,4-HEXADIENE",0,0,0,0,0,0,0,0.00085886,0.0001426,169.7657418,8.46E-06,0.432701829,0.432701829,0,0,0,0,0,0,0,0,0,0,0,0
77714,77714,"2,4-IMIDAZOLIDINEDIONE, 5,5-DIMETHYL-",0,0,0,0,0,0,0,0.632766231,0.631220299,2.379020485,5.88E-09,0.941316796,0.941316796,0,0,0,0,0,0,0,0,0,0,0,0
1615709,1615709,"2,4-PENTADIENENITRILE",0,0,0,0,0,0,0,0.503089253,0.510144996,89.44748143,0.025887748,8.924484064,8.924484064,0,0,0,0,0,0,0,0,0,0,0,0
123546,123546,"2,4-PENTANEDIONE",0,0,0,0,0,0,1.006215385,7.531258986,7.350954873,80.81469411,0.030942898,21.25184705,21.25184705,0,0,0,0,0,0,0,0,0,0,0,0
584849,584849,"2,4-TOLUENE DIISOCYANATE",0,0,0,0,0,0,0,0.216778313,0.197822856,37.88665303,0.025419631,0.115440375,0.115440375,0,0,0,0,0,0,0,0,0,0,0,0
x,x,"2,4,4-TRIMETHYL HEPTANE",0,0,0,0,0,0,1.314484615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16747301,16747301,"2,4,4-TRIMETHYL HEXANE",0,0,0,0,0,0,1.338571795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107391,107391,"2,4,4-TRIMETHYL-1-PENTENE",0,0,0,0,0,0,3.335435897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107404,107404,"2,4,4-TRIMETHYL-2-PENTENE",0,0,0,0,0,0,6.294153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57213691,57213691,"2,4,5-T TRIETHYLAMMONIUM SALT",0,0,0,0,0,0,0,55.79235957,45.8335874,795.6206597,1.75E-08,46.0152197,46.0152197,0,0,0,0,0,0,0,0,0,0,0,0
2545597,2545597,"2,4,5-T, BUTOXYETHYL ESTER",0,0,0,0,0,0,0,454.8987656,214.6018033,35837.77703,1.251535906,507.7112954,507.7112954,0,0,0,0,0,0,0,0,0,0,0,0
25168154,25168154,"2,4,5-T, ISOOCTYL ESTER",0,0,0,0,0,0,0,0.737564208,0.432943542,160.4432967,0.026259968,0.131118409,0.131118409,0,0,0,0,0,0,0,0,0,0,0,0
93787,93787,"2,4,5-T, ISOPROPYL ESTER",0,0,0,0,0,0,0,62.12809259,60.67249427,6668.755096,6.578794009,148.482477,148.482477,0,0,0,0,0,0,0,0,0,0,0,0
93798,93798,"2,4,5-T, N-BUTYL ESTER",0,0,0,0,0,0,0,30.74837116,25.29481707,2076.760232,0.495137431,16.32579605,16.32579605,0,0,0,0,0,0,0,0,0,0,0,0
2034222,2034222,"2,4,5-TRIBROMOIMIDAZOLE",0,0,0,0,0,0,0,456.5456385,389.6842873,8801.891455,0.002594114,1789.944263,1789.944263,0,0,0,0,0,0,0,0,0,0,0,0
636306,636306,"2,4,5-TRICHLOROANILINE",0,0,0,0,0,0,0,127.4958445,120.5363083,7367.664356,5.025687379,290.4750452,290.4750452,0,0,0,0,0,0,0,0,0,0,0,0
95954,95954,"2,4,5-TRICHLOROPHENOL",0,0,0,0,0,0,0,1867.326829,1551.489077,46715.61731,12.70094854,683.9634529,683.9634529,0,3.67E-07,0,3.07E-07,0,1.34E-06,0,3.63E-08,0,3.28E-08,0,4.99E-08
93765,93765,"2,4,5-TRICHLOROPHENOXYACETIC ACID",0,0,0,0,0,0,0,214.8938637,194.0360559,2234.250031,0.02835613,304.4871096,304.4871096,0,3.08E-06,0,2.21E-06,0,3.52E-06,0,2.60E-09,0,5.21E-07,0,2.08E-06
137177,137177,"2,4,5-TRIMETHYLANILINE",0,0,0,0,0,0,0,0,0,0,0,0,0,4.86E-06,0,1.32E-07,0,2.27E-05,0,6.52E-08,0,1.16E-06,0,2.16E-06,0
21436975,21436975,"2,4,5-TRIMETHYLANILINE HYDROCHLORIDE",0,0,0,0,0,0,0,0,0,0,0,0,0,6.54E-07,0,1.78E-08,0,3.06E-06,0,8.78E-09,0,1.57E-07,0,2.90E-07,0
37680732,37680732,"2,4,5,2',5'-PENTACHLOROBIPHENYL",0,0,0,0,0,0,0,731.1176985,654.5273538,23345.74489,124.7363471,84.22808466,84.22808466,0,0,0,0,0,0,0,0,0,0,0,0
x,x,"2,4,5,6,8-PENTAMETHYL NONANE",0,0,0,0,0,0,0.946738462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732263,732263,"2,4,6-TRI(TERT-BUTYL)PHENOL",0,0,0,0,0,0,0,3155.903323,1631.721202,245964.0487,39.51273315,176.3818002,176.3818002,0,0,0,0,0,0,0,0,0,0,0,0
118796,118796,"2,4,6-TRIBROMOPHENOL",0,0,0,0,0,0,0,3102.730356,2841.518359,54405.51171,22.74378576,2064.933124,2064.933124,0,0,0,0,0,0,0,0,0,0,0,0
551768,551768,"2,4,6-TRICHLORO-3-METHYLPHENOL",0,0,0,0,0,0,0,192.6173097,182.1828612,4284.179791,6.103972501,57.8099339,57.8099339,0,0,0,0,0,0,0,0,0,0,0,0
634935,634935,"2,4,6-TRICHLOROANILINE",0,0,0,0,0,0,0,126.2017331,122.4353339,3626.994059,11.1851672,37.03904506,37.03904506,3.97E-07,0,2.08E-07,0,5.63E-07,0,3.68E-08,0,2.71E-08,0,4.53E-08,0
87401,87401,"2,4,6-TRICHLOROANISOLE",0,0,0,0,0,0,0,262.8053939,260.781817,43790.89223,56.10329264,979.8245158,979.8245158,0,0,0,0,0,0,0,0,0,0,0,0
88062,88062,"2,4,6-TRICHLOROPHENOL",0,0,0,0,0,0,0,1108.804606,1029.703687,19870.351,13.20702795,600.6456385,600.6456385,4.67E-07,0,4.04E-07,0,5.14E-07,0,1.13E-08,0,4.99E-08,0,8.55E-08,0
609234,609234,"2,4,6-TRIIODOPHENOL",0,0,0,0,0,0,0,2575.835577,2142.072378,40982.05679,4.333466747,1528.312749,1528.312749,0,0,0,0,0,0,0,0,0,0,0,0
2613618,2613618,"2,4,6-TRIMETHYL HEPTANE",0,0,0,0,0,0,1.284269231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527606,527606,"2,4,6-TRIMETHYLPHENOL",0,0,0,0,0,0,0,12.06903855,7.946801299,1131.574796,0.077545246,25.11178351,25.11178351,0,0,0,0,0,0,0,0,0,0,0,0
82713,82713,"2,4,6-TRINITRORESORCINOL",0,0,0,0,0,0,0,1.756944719,1.21003298,36.56756316,6.33E-10,0.241839046,0.241839046,0,0,0,0,0,0,0,0,0,0,0,0
118967,118967,"2,4,6-TRINITROTOLUENE",0,0,0,0,0,0,0,512.2051969,373.0515183,9399.85855,0.0389482,105.6244033,105.6244033,7.83E-07,5.46E-05,5.50E-07,3.83E-05,1.20E-06,8.35E-05,2.62E-09,1.83E-07,1.39E-08,9.70E-07,2.23E-08,1.55E-06
14638541,14638541,"2,4,6,8-TETRAMETHYL NONANE",0,0,0,0,0,0,0.760448718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,"2,4,6,8-TETRAMETHYL-NONYL ACETATE",0,0,0,0,0,0,0.507428205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396010,396010,"2,4,7-TRIAMINO-6-PHENYL PTERIDINE",0,0,0,0,0,0,0,0,0,0,0,0,0,2.13E-06,0,1.39E-06,0,2.20E-06,0,6.08E-10,0,3.11E-09,0,5.65E-09,0
937202,937202,"2,4'-DICHLOROACETOPHENONE",0,0,0,0,0,0,0,187.6436409,173.3843853,2909.557154,0.801114956,268.2336617,268.2336617,0,0,0,0,0,0,0,0,0,0,0,0
34883437,34883437,"2,4'-DICHLOROBIPHENYL",0,0,0,0,0,0,0,523.0275289,481.5931049,50384.90359,63.9696257,92.26991608,92.26991608,0,0,0,0,0,0,0,0,0,0,0,0
26471625,26471625,"2,4/2,6-TOLUENEDIISOCYANATE",0,0,0,0,0,0,0,0.082596407,0.075374039,14.43549108,0.009685333,0.043984844,0.043984844,8.26E-08,0.002367625,8.41E-08,0.000398111,1.11E-06,0.002884851,7.96E-08,0.000220059,1.25E-08,5.35E-05,5.53E-08,0.000158648
935922,935922,"2,5-CYCLOHEXADIENE-1,4-DIONE, 2,3,5-TRIMETHYL-",0,0,0,0,0,0,0,152.2979674,87.92465083,9095.636822,0.109749187,334.6979198,334.6979198,0,0,0,0,0,0,0,0,0,0,0,0
105113,105113,"2,5-CYCLOHEXADIENE-1,4-DIONE, DIOXIME",0,0,0,0,0,0,0,0,0,0,0,0,0,2.11E-07,0,3.03E-08,0,4.24E-07,0,2.65E-10,0,2.45E-09,0,5.45E-09,0
95705,95705,"2,5-DIAMINOTOLUENE",0,0,0,0,0,0,0,70.35231237,46.81049034,2826.559116,0.00146072,544.9937773,544.9937773,0,0,0,0,0,0,0,0,0,0,0,0
95829,95829,"2,5-DICHLOROANILINE",0,0,0,0,0,0,0,23.55917097,21.7202835,3527.381892,0.703220983,251.0920811,251.0920811,0,0,0,0,0,0,0,0,0,0,0,0
89612,89612,"2,5-DICHLORONITROBENZENE",0,0,0,0,0,0,0,206.047655,203.1549773,3199.144119,10.08318841,161.5627148,161.5627148,0,0,0,0,0,0,0,0,0,0,0,0
583788,583788,"2,5-DICHLOROPHENOL",0,0,0,0,0,0,0,139.9027335,128.3498717,7418.456261,2.561546008,257.6387178,257.6387178,0,0,0,0,0,0,0,0,0,0,0,0
625865,625865,"2,5-DIMETHYL FURAN",0,0,0,0,0,0,7.876794872,0.00176019,0.000996973,56.14872842,9.20E-05,0.594225848,0.594225848,0,0,0,0,0,0,0,0,0,0,0,0
2216300,2216300,"2,5-DIMETHYL HEPTANE",0,0,0,0,0,0,1.348617949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592132,592132,"2,5-DIMETHYL HEXANE",0,0,0,0,0,0,1.455741026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,"2,5-DIMETHYL OCTANE",0,0,0,0,0,0,1.025502564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,"2,5-DIMETHYL PHENOL",0,0,0,0,0,0,2.123641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764136,764136,"2,5-DIMETHYL-2,4-HEXADIENE",0,0,0,0,0,0,0,0.006650286,0.001101193,1074.444858,9.95E-05,3.6116421,3.6116421,0,0,0,0,0,0,0,0,0,0,0,0
x,x,"2,5-DIMETHYL-HEPTYL ACETATE",0,0,0,0,0,0,0.783220513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95874,95874,"2,5-DIMETHYLPHENOL",0,0,0,0,0,0,0,8.539982912,2.722090729,1014.788024,0.005252724,15.26179679,15.26179679,0,0,0,0,0,0,0,0,0,0,0,0
329715,329715,"2,5-DINITROPHENOL",0,0,0,0,0,0,0,837.8494499,686.6210734,11469.50434,0.188723644,453.6705674,453.6705674,0,0,0,0,0,0,0,0,0,0,0,0
619158,619158,"2,5-DINITROTOLUENE",0,0,0,0,0,0,0,992.4800561,924.1509845,15222.34666,6.378128426,524.2767113,524.2767113,0,0,0,0,0,0,0,0,0,0,0,0
1081341,1081341,"2,5-THIOPHENYL-THIOPHENE",0,0,0,0,0,0,0,28208.16871,8071.61918,2478284.423,34.27181977,1898.372317,1898.372317,0,0,0,0,0,0,0,0,0,0,0,0
x,x,"2,5,5-TRIMETHYL HEPTANE",0,0,0,0,0,0,1.247723077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23783428,23783428,"2,5,8,11-TETRAOXATRIDECAN-13-OL",0,0,0,0,0,0,1.966866667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128370,128370,"2,6-DI-T-BUTYL-4-METHYLPHENOL (BHT)",0,0,0,0,0,0,1.177215385,0.525693673,0.288872375,1744.370658,0.045714744,1.995723145,1.995723145,7.83E-08,0,7.37E-09,0,3.66E-07,0,4.80E-08,0,2.10E-09,0,1.67E-08,0
99309,99309,"2,6-DICHLORO-4-NITROANILINE",0,0,0,0,0,0,0,1127.04329,897.2478815,16555.43594,0.217040423,497.5814796,497.5814796,0,2.50E-06,0,1.91E-06,0,3.92E-06,0,2.60E-08,0,1.27E-07,0,2.47E-07
608311,608311,"2,6-DICHLOROANILINE",0,0,0,0,0,0,0,72.74787235,66.98477941,6073.010531,3.242757623,66.90731642,66.90731642,0,0,0,0,0,0,0,0,0,0,0,0
2008584,2008584,"2,6-DICHLOROBENZAMIDE",0,0,0,0,0,0,0,23.04350907,22.03749287,140.8233291,3.41E-05,29.87126886,29.87126886,0,0,0,0,0,0,0,0,0,0,0,0
50306,50306,"2,6-DICHLOROBENZOIC ACID",0,0,0,0,0,0,0,57.33951638,55.26537298,299.6844507,0.000399228,65.01750608,65.01750608,0,0,0,0,0,0,0,0,0,0,0,0
1194656,1194656,"2,6-DICHLOROBENZONITRILE",0,0,0,0,0,0,0,335.7762126,330.6906603,5265.618916,10.01548136,295.5913486,295.5913486,0,0,0,0,0,0,0,0,0,0,0,0
87650,87650,"2,6-DICHLOROPHENOL",0,0,0,0,0,0,0,120.7067519,109.2716343,3299.211509,1.027019328,119.0521015,119.0521015,0,0,0,0,0,0,0,0,0,0,0,0
62183942,62183942,"2,6-DIETHYL OCTANE",0,0,0,0,0,0,0.966592308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55380342,55380342,"2,6-DIME-N,N'-DINITROSOPIPERAZINE",0,0,0,0,0,0,0,0,0,0,0,0,0,4.84E-06,0,2.00E-06,0,1.78E-05,0,3.75E-09,0,9.72E-07,0,1.30E-06,0
1072055,1072055,"2,6-DIMETHYL HEPTANE",0,0,0,0,0,0,1.036625641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17302282,17302282,"2,6-DIMETHYL NONANE",0,0,0,0,0,0,0.78835641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051301,2051301,"2,6-DIMETHYL OCTANE",0,0,0,0,0,0,1.081807692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828002,828002,"2,6-DIMETHYL-1,3-DIOXAN-4-OL ACETATE",0,0,0,0,0,0,0,14.11458456,12.01168228,311.2491697,0.000613394,72.1558588,72.1558588,4.08E-08,0,9.60E-09,0,6.26E-08,0,1.26E-11,0,1.47E-08,0,2.49E-08,0
108827,108827,"2,6-DIMETHYL-4-HEPTANOL",0,0,0,0,0,0,2.086010256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108838,108838,"2,6-DIMETHYL-4-HEPTANONE",0,0,0,0,0,0,2.681384615,0.081597867,0.082753026,44.03938065,0.004920283,2.509515189,2.509515189,0,0,0,0,0,0,0,0,0,0,0,0
1456286,1456286,"2,6-DIMETHYL-N-NITROSOMORPHOLINE",0,0,0,0,0,0,0,0,0,0,0,0,0,6.87E-06,0,2.06E-06,0,2.03E-05,0,4.56E-09,0,3.79E-06,0,5.11E-06,0
581420,581420,"2,6-DIMETHYLNAPHTHALENE",0,0,0,0,0,0,0,5.119643228,3.239633675,16381.477,0.526563312,64.22973887,64.22973887,0,0,0,0,0,0,0,0,0,0,0,0
576261,576261,"2,6-DIMETHYLPHENOL",0,0,0,0,0,0,2.123641026,4.192185946,2.607357168,1082.030573,0.026963237,15.409826,15.409826,0,8.57E-06,0,2.81E-07,0,1.34E-05,0,4.52E-08,0,2.10E-07,0,5.90E-07
877430,877430,"2,6-DIMETHYLQUINOLINE",0,0,0,0,0,0,0,52.08045841,18.19364963,3307.264897,0.034001112,16.70819375,16.70819375,0,0,0,0,0,0,0,0,0,0,0,0
606224,606224,"2,6-DINITROANILINE",0,0,0,0,0,0,0,309.6107332,273.4812369,3102.079606,0.002248854,276.6125288,276.6125288,0,0,0,0,0,0,0,0,0,0,0,0
573568,573568,"2,6-DINITROPHENOL",0,0,0,0,0,0,0,48.40245399,44.74408935,813.8736181,0.293651661,32.59683072,32.59683072,0,0,0,0,0,0,0,0,0,0,0,0
606202,606202,"2,6-DINTROTOLUENE",0,0,0,0,0,0,0,81.55596067,70.74225483,1215.822537,0.186490891,39.98399566,39.98399566,0.00021029,0,0.000118202,0,0.000357065,0,1.78E-06,0,1.68E-05,0,2.30E-05,0
3558698,3558698,"2,6-DIPHENYLPYRIDINE",0,0,0,0,0,0,0,2069.146277,1145.102824,71589.59803,1.327234841,22.81309753,22.81309753,0,0,0,0,0,0,0,0,0,0,0,0
581431,581431,"2,6-NAPHTHALENEDIOL",0,0,0,0,0,0,0,8.948088697,1.594700667,506.3128662,4.62E-07,1.589458337,1.589458337,0,0,0,0,0,0,0,0,0,0,0,0
87627,87627,"2,6-XYLIDINE",0,0,0,0,0,0,0,0.987073837,0.424316448,302.8411526,0.004184809,22.09256873,22.09256873,0,0,0,0,0,0,0,0,0,0,0,0
x,x,"2,6,8-TRIMETHYL 4-ISOPROPYL NONANE",0,0,0,0,0,0,0.628415385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123182,123182,"2,6,8-TRIMETHYL-4-NONANONE (ISOBUTYL HEPTYL KETONE)",0,0,0,0,0,0,1.656807692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,"2,7-DIMETHYL 3,5-DIISOPROPYL HEPTANE",0,0,0,0,0,0,0.524396667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582172,582172,"2,7-NAPHTHALENEDIOL",0,0,0,0,0,0,0,18.14894826,3.234449375,1026.928356,9.36E-07,3.223816628,3.223816628,0,0,0,0,0,0,0,0,0,0,0,0
17095248,17095248,"2,7-NAPHTHALENEDISULFONIC ACID, 4-AMINO-5-HYDROXY-3,6-BIS[[4-[[2-(SULFOOXY)ETHYL]SULFONYL]PHENYL]AZO]-, TETRASODIUM SALT",0,0,0,0,0,0,0,10.66137683,6.735501642,271.3359297,3.25E-39,0.52410772,0.52410772,0,0,0,0,0,0,0,0,0,0,0,0
112561,112561,2(2-BUTOXYETHOXY)ETHYLTHIOCYANATE,0,0,0,0,0,0,0,91.34639624,60.34105697,3498.170064,0.009221225,465.7053787,465.7053787,0,0,0,0,0,0,0,0,0,0,0,0
2492264,2492264,"2(3H)-BENZOTHIAZOLETHIONE, SODIUM SALT",0,0,0,0,0,0,0,442.594803,290.5663734,10473.46724,1.16E-11,60.80818495,60.80818495,0,0,0,0,0,0,0,0,0,0,0,0
119846,119846,"2H-1-BENZOPYRAN-2-ONE, 3,4-DIHYDRO-",0,0,0,0,0,0,0,0,0,0,0,0,0,8.72E-08,0,2.19E-08,0,1.08E-07,0,5.10E-11,0,6.74E-09,0,1.02E-08,0
118489,118489,"2H-3,1-BENZOXAZINE-2,4(1H)-DIONE",0,0,0,0,0,0,0,10.72998276,8.131752881,426.968591,0.005219847,87.85906895,87.85906895,0,0,0,0,0,0,0,0,0,0,0,0
56539663,56539663,3 METHOXY-3 METHYL-BUTANOL,0,0,0,0,0,0,2.881102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123046,123046,3-(CHLOROMETHYL)-HEPTANE,0,0,0,0,0,0,0.951964103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6959484,6959484,3-(CHLOROMETHYL)PYRIDINE HYDROCHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75E-07,0,1.63E-07,0,6.75E-07,0,1.22E-09,0,6.20E-08,0,8.16E-08,0
5123637,5123637,"3-(DIETHYLAMINO)BENZENESULFONIC ACID, SODIUM SAL",0,0,0,0,0,0,0,11.43802132,11.25697886,45.49637612,2.10E-14,13.4996329,13.4996329,0,0,0,0,0,0,0,0,0,0,0,0
2163793,2163793,"3-(HEXAHYDRO-4,7-METHANOINDAN-5-YL)-1,1-DIMETHY*",0,0,0,0,0,0,0,110.4802247,82.09905938,2599.931775,0.002036203,208.0493831,208.0493831,0,0,0,0,0,0,0,0,0,0,0,0
72254581,72254581,"3-AMINO-1-METHYL-5H-PYRIDO(4,3-B)INDOLE ACETATE",0,0,0,0,0,0,0,0,0,0,0,0,0,2.88E-06,0,5.48E-07,0,1.42E-05,0,3.98E-08,0,4.96E-08,0,1.07E-07,0
133904,133904,"3-AMINO-2,5-DICHLOROBENZOIC ACID",0,0,0,0,0,0,0,52.0387217,50.08185839,342.2834703,6.70E-06,87.80154432,87.80154432,2.81E-08,4.35E-06,2.02E-08,3.11E-06,3.25E-08,5.03E-06,2.10E-11,3.24E-09,8.35E-09,1.29E-06,1.65E-08,2.55E-06
6109973,6109973,"3-AMINO-9-ETHYLCARBAZOLE, HYDROCHLORIDE",0,0,0,0,0,0,0,0,0,0,0,0,0,8.32E-07,0,1.25E-07,0,4.78E-06,0,2.62E-08,0,3.83E-08,0,1.62E-07,0
14062341,14062341,3-AMINOBENZOYLHYDRAZINE,0,0,0,0,0,0,0,302.3714671,284.2598267,4980.364816,3.43E-05,1725.357223,1725.357223,0,0,0,0,0,0,0,0,0,0,0,0
462088,462088,3-AMINOPYRIDINE,0,0,0,0,0,0,0,11.39461608,10.51899481,138.5874609,5.99E-05,33.63904118,33.63904118,0,0,0,0,0,0,0,0,0,0,0,0
580176,580176,3-AMINOQUINOLINE,0,0,0,0,0,0,0,3.933115315,0.772667572,220.6800455,5.08E-06,1.762841712,1.762841712,0,0,0,0,0,0,0,0,0,0,0,0
620951,620951,3-BENZYLPYRIDINE,0,0,0,0,0,0,0,35.78869603,21.95143254,1046.95613,0.019146866,4.747207924,4.747207924,0,0,0,0,0,0,0,0,0,0,0,0
106956,106956,3-BROMO-1-PROPENE,0,0,0,0,0,0,0,0.517168688,0.482271866,6315.833005,0.042379145,147.102315,147.102315,0,0,0,0,0,0,0,0,0,0,0,0
460322,460322,"3-BROMO-1,1,1-TRIFLUOROPROPANE ",0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76299,76299,3-BROMO-D-CAMPHOR,0,0,0,0,0,0,0,1.761112437,1.737352765,183.7164483,0.106836791,12.09343361,12.09343361,0,0,0,0,0,0,0,0,0,0,0,0
872311,872311,3-BROMOTHIOPHENE,0,0,0,0,0,0,0,0.116370426,0.111725114,810.5652264,0.01947317,15.59875248,15.59875248,0,0,0,0,0,0,0,0,0,0,0,0
79776,79776,"3-BUTEN-2-ONE, 4-(2,6,6-TRIMETHYL-1-CYCLOHEXEN-1-YL)-, (E)-",0,0,0,0,0,0,0,0.413505017,0.359091519,1381.563641,0.038085219,30.5890671,30.5890671,0,0,0,0,0,0,0,0,0,0,0,0
109751,109751,3-BUTENENITRILE,0,0,0,0,0,0,0,0.262774554,0.266419704,34.85113384,0.013706073,4.434454386,4.434454386,0,0,0,0,0,0,0,0,0,0,0,0
927742,927742,3-BUTYN-1-OL,0,0,0,0,0,0,0,19.18619756,17.20054391,483.5635864,0.037144884,114.2842252,114.2842252,0,0,0,0,0,0,0,0,0,0,0,0
