CAS #,Formatted CAS #,Substance Name,Global Warming Air (kg CO2 eq / kg substance),Acidification Air (kg SO2 eq / kg substance),HH Particulate Air (PM2.5 eq / kg substance),Eutrophication Air (kg N eq / kg substance),Eutrophication Water (kg N eq / kg substance),Ozone Depletion Air (kg CFC-11 eq / kg substance),Smog Air (kg O3 eq / kg substance),"Ecotox. CF [CTUeco/kg], Em.airU, freshwater","Ecotox. CF [CTUeco/kg], Em.airC, freshwater","Ecotox. CF [CTUeco/kg], Em.fr.waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.sea waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.nat.soilC, freshwater","Ecotox. CF [CTUeco/kg], Em.agr.soilC, freshwater","Human health CF  [CTUcancer/kg], Emission to urban air, cancer","Human health CF  [CTUnoncancer/kg], Emission to urban air, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. rural air, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. rural air, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. freshwater, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. freshwater, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. sea water, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. sea water, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. natural soil, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. natural soil, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. agric. Soil, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. agric. Soil, non-canc."
99718,99718,P-(SEC-BUTYL)PHENOL,0,0,0,0,0,0,0,63.07866752,36.21870304,11396.35102,0.397414802,52.09484066,52.09484066,0,0,0,0,0,0,0,0,0,0,0,0
98511,98511,P-(T-BUTYL)TOLUENE,0,0,0,0,0,0,0,0.030905121,0.01726482,1100.50867,0.003041205,2.840039451,2.840039451,0,0,0,0,0,0,0,0,0,0,0,0
94097,94097,"P-AMINOBENZOIC ACID, ETHYL ESTER",0,0,0,0,0,0,0,21.75880389,15.14267966,658.2485635,0.001034939,62.88796814,62.88796814,0,0,0,0,0,0,0,0,0,0,0,0
104949,104949,P-ANISIDINE,0,0,0,0,0,0,0,108.9360545,67.59945254,4545.859502,0.018317702,663.7083985,663.7083985,0,0,0,0,0,0,0,0,0,0,0,0
106401,106401,P-BROMOANILINE,0,0,0,0,0,0,0,2.306668125,2.037840243,398.8497781,0.047615915,45.72059952,45.72059952,0,0,0,0,0,0,0,0,0,0,0,0
106412,106412,P-BROMOPHENOL,0,0,0,0,0,0,0,128.6432533,100.3556765,2617.491529,0.055312174,169.4814303,169.4814303,0,0,0,0,0,0,0,0,0,0,0,0
x,x,P-C10 DISUBSTITUTED BENZENES,0,0,0,0,0,0,4.431128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,P-C11 DISUBSTITUTED BENZENES,0,0,0,0,0,0,3.878410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,P-C12 DISUBSTITUTED BENZENES,0,0,0,0,0,0,3.486435897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,P-C13 DISUBSTITUTED BENZENES,0,0,0,0,0,0,3.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,P-C14 DISUBSTITUTED BENZENES,0,0,0,0,0,0,2.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,P-C15 DISUBSTITUTED BENZENES,0,0,0,0,0,0,2.593923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,P-C16 DISUBSTITUTED BENZENES,0,0,0,0,0,0,2.377461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873767,873767,P-CHLOROBENZYL ALCOHOL,0,0,0,0,0,0,0,20.24697218,18.18465636,231.3250229,0.006108312,30.87175083,30.87175083,0,0,0,0,0,0,0,0,0,0,0,0
100005,100005,P-CHLORONITROBENZENE,0,0,0,0,0,0,0,196.1029315,190.6389922,2882.844765,3.163384262,146.5919411,146.5919411,2.00E-07,0,9.62E-08,0,2.99E-07,0,3.03E-09,0,2.48E-08,0,3.71E-08,0
100005,100005,P-CHLORONITROBENZENE,0,0,0,0,0,0,0,196.1029315,190.6389922,2882.844765,3.163384262,146.5919411,146.5919411,2.00E-07,0,9.62E-08,0,2.99E-07,0,3.03E-09,0,2.48E-08,0,3.71E-08,0
122883,122883,P-CHLOROPHENOXYACETIC ACID,0,0,0,0,0,0,0,11.95233241,10.97866395,125.105438,0.000210737,23.80205933,23.80205933,0,0,0,0,0,0,0,0,0,0,0,0
140385,140385,P-CHLOROPHENYLUREA,0,0,0,0,0,0,0,77.29097107,70.05468937,919.5454585,0.005404226,169.9045516,169.9045516,0,0,0,0,0,0,0,0,0,0,0,0
106434,106434,P-CHLOROTOLUENE,0,0,0,0,0,0,0,0.369003379,0.361412371,447.1675979,0.066400194,6.308339858,6.308339858,0,0,0,0,0,0,0,0,0,0,0,0
120718,120718,P-CRESIDINE,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46E-07,0,1.20E-08,0,2.51E-06,0,2.34E-09,0,3.40E-07,0,5.16E-07,0
106445,106445,P-CRESOL,0,0,0,0,0,0,2.398923077,12.42023148,5.131281623,1102.548096,0.00922726,16.40012638,16.40012638,0,0,0,0,0,0,0,0,0,0,0,0
767000,767000,P-CYANOPHENOL,0,0,0,0,0,0,0,22.22271625,17.83779498,362.593659,0.000991964,19.7119609,19.7119609,0,0,0,0,0,0,0,0,0,0,0,0
99876,99876,P-CYMENE,0,0,0,0,0,0,4.438641026,0.026362163,0.016627143,316.1135102,0.001430199,0.880437505,0.880437505,0,0,0,0,0,0,0,0,0,0,0,0
1962750,1962750,P-DIBUTYLTEREPHTHALATE,0,0,0,0,0,0,0,42.98966145,40.00955607,8682.288092,1.101796074,35.43866015,35.43866015,0,0,0,0,0,0,0,0,0,0,0,0
105055,105055,P-DIETHYL BENZENE,0,0,0,0,0,0,4.431128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150787,150787,P-DIMETHOXYBENZENE,0,0,0,0,0,0,0,0.733640592,0.684067771,96.37906246,0.009736756,7.592375877,7.592375877,0,0,0,0,0,0,0,0,0,0,0,0
100254,100254,P-DINITROBENZENE,0,0,0,0,0,0,0,1530.01445,1308.473906,18471.66341,1.011274333,936.9300962,936.9300962,0,0,0,0,0,0,0,0,0,0,0,0
104427,104427,P-DODECYLANILINE,0,0,0,0,0,0,0,168321.7774,62377.5134,8158954.889,2.094987845,2599.730583,2599.730583,0,0,0,0,0,0,0,0,0,0,0,0
622968,622968,P-ETHYL TOLUENE,0,0,0,0,0,0,4.444410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589162,589162,P-ETHYLANILINE,0,0,0,0,0,0,0,1.774586655,1.355829692,1145.460231,0.04900784,71.26717927,71.26717927,0,0,0,0,0,0,0,0,0,0,0,0
123079,123079,P-ETHYLPHENOL,0,0,0,0,0,0,0,12.70300447,5.116578731,977.613805,0.006859122,12.89633467,12.89633467,0,0,0,0,0,0,0,0,0,0,0,0
371415,371415,P-FLUOROPHENOL,0,0,0,0,0,0,0,9.765540025,7.212379075,330.7711535,0.021175917,18.10988288,18.10988288,0,0,0,0,0,0,0,0,0,0,0,0
99934,99934,P-HYDROXYACETOPHENONE,0,0,0,0,0,0,0,3.518139619,2.498836384,99.03440918,0.000150973,8.690833409,8.690833409,0,0,0,0,0,0,0,0,0,0,0,0
99967,99967,P-HYDROXYBENZOIC ACID,0,0,0,0,0,0,0,17.53836837,15.63890351,215.162902,1.85E-07,33.96536415,33.96536415,0,0,0,0,0,0,0,0,0,0,0,0
623052,623052,P-HYDROXYBENZYL ALCOHOL,0,0,0,0,0,0,0,0.071822081,0.056147936,1.787309502,6.86E-07,0.277654219,0.277654219,0,0,0,0,0,0,0,0,0,0,0,0
5161046,5161046,P-ISOBUTYL TOLUENE; 1-METHYL-4-(2-METHYLPROPYL) BENZENE,0,0,0,0,0,0,3.878410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99898,99898,P-ISOPROPYLPHENOL,0,0,0,0,0,0,0,1.525885565,0.99825876,289.4800364,0.010911393,2.427616095,2.427616095,0,0,0,0,0,0,0,0,0,0,0,0
150765,150765,P-METHOXYPHENOL,0,0,0,0,0,0,0,18.02829127,11.51654263,582.7728102,0.000685782,32.25832302,32.25832302,4.90E-08,0,1.30E-08,0,6.97E-08,0,5.04E-11,0,3.94E-09,0,8.39E-09,0
589184,589184,P-METHYL BENZYL ALCOHOL,0,0,0,0,0,0,0,3.064432738,2.643064454,48.75290036,0.001056074,6.402465655,6.402465655,0,0,0,0,0,0,0,0,0,0,0,0
104938,104938,P-METHYLANISOLE,0,0,0,0,0,0,0,0.040348879,0.03957567,49.52440372,0.003077564,1.329881814,1.329881814,0,0,0,0,0,0,0,0,0,0,0,0
100174,100174,P-NITROANISOLE,0,0,0,0,0,0,0,51.93921949,47.65173111,925.462175,0.249193412,89.51057549,89.51057549,0,0,0,0,0,0,0,0,0,0,0,0
62237,62237,P-NITROBENZOIC ACID,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71E-07,0,2.88E-07,0,3.33E-07,0,2.18E-10,0,9.13E-08,0,1.78E-07,0
100298,100298,P-NITROPHENETOLE,0,0,0,0,0,0,0,31.86064536,27.46848206,1577.595293,0.267946381,91.94585396,91.94585396,0,0,0,0,0,0,0,0,0,0,0,0
156105,156105,P-NITROSODIPHENYLAMINE,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79E-08,0,1.41E-08,0,7.45E-07,0,7.87E-09,0,5.96E-09,0,1.59E-08,0
104405,104405,P-NONYLPHENOL,0,0,0,0,0,0,0,326.9924505,98.30663485,59295.10486,2.768548751,16.07836167,16.07836167,0,0,0,0,0,0,0,0,0,0,0,0
1689823,1689823,P-PHENYLAZOPHENOL,0,0,0,0,0,0,0,851.850166,466.0102867,28722.35266,0.001089426,120.1081377,120.1081377,0,0,0,0,0,0,0,0,0,0,0,0
106503,106503,P-PHENYLENEDIAMINE,0,0,0,0,0,0,0,1001.696073,776.925186,34805.37461,0.0084351,8511.6946,8511.6946,0,0,0,0,0,0,0,0,0,0,0,0
92693,92693,P-PHENYLPHENOL,0,0,0,0,0,0,0,75.33023784,31.73486995,3423.681747,0.003441647,4.264409129,4.264409129,0,0,0,0,0,0,0,0,0,0,0,0
98544,98544,P-T-BUTYLYPHENOL,0,0,0,0,0,0,0,51.79428689,21.85147061,4591.631269,0.097340554,67.11721194,67.11721194,0,0,0,0,0,0,0,0,0,0,0,0
80466,80466,P-TERT-AMYLPHENOL,0,0,0,0,0,0,0,222.6520959,98.59689031,25804.79356,0.897601946,198.1727824,198.1727824,0,0,0,0,0,0,0,0,0,0,0,0
104870,104870,P-TOLUALDEHYDE,0,0,0,0,0,0,0,0.551093256,0.543229734,75.59983957,0.012422795,10.56617552,10.56617552,0,0,0,0,0,0,0,0,0,0,0,0
622582,622582,P-TOLUENE ISOCYANATE,0,0,0,0,0,0,1.063507692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106490,106490,P-TOLUIDINE,0,0,0,0,0,0,0,1.545254881,0.670336317,362.7387575,0.002395351,24.72643529,24.72643529,0,0,0,0,0,0,0,0,0,0,0,0
540238,540238,P-TOLUIDINE HYDROCHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11E-07,0,8.36E-09,0,8.61E-07,0,5.60E-10,0,5.96E-08,0,1.05E-07,0
98566,98566,P-TRIFLUOROMETHYL-CHLORO-BENZENE,0,0,0,0,0,0,0.12591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106423,106423,P-XYLENE,0,0,0,0,0,0,5.842205128,0.029708998,0.024916984,266.3895333,0.002258354,2.134485364,2.134485364,0,0,0,0,0,0,0,0,0,0,0,0
72559,72559,"P,P'-DDE",0,0,0,0,0,0,0,7739.422133,5590.452831,698722.0715,918.1629957,1748.833441,1748.833441,4.20E-05,0,3.82E-05,0,0.000395242,0,7.56E-05,0,4.60E-06,0,6.01E-06,0
50293,50293,"P,P'-DDT",0,0,0,0,0,0,0,6735.998092,4897.119615,278318.9411,189.2534155,314.8506686,314.8506686,5.83E-05,4.65E-05,5.24E-05,4.18E-05,0.000533316,0.000425029,9.25E-05,7.37E-05,1.21E-06,9.67E-07,1.65E-06,1.32E-06
76738620,76738620,PACLOBUTRAZOL,0,0,0,0,0,0,0,111.1805239,81.26231062,2510.699363,3.11E-05,140.2694114,140.2694114,0,8.40E-07,0,5.59E-07,0,3.25E-06,0,4.67E-08,0,1.82E-07,0,3.53E-07
1945535,1945535,PALUSTRIC ACID,0,0,0,0,0,0,0,26.73467212,3.036270038,7508.266344,0.02534169,7.43872677,7.43872677,0,0,0,0,0,0,0,0,0,0,0,0
311455,311455,PARAOXON,0,0,0,0,0,0,0,47404.36234,34343.15136,1294671.032,0.011757871,144457.0584,144457.0584,0,0,0,0,0,0,0,0,0,0,0,0
4685147,4685147,PARAQUAT,0,0,0,0,0,0,0,2902.144763,1333.794438,118762.0394,2.34E-07,156.2309363,156.2309363,0,3.25E-06,0,1.63E-06,0,5.11E-06,0,2.55E-09,0,6.72E-09,0,8.53E-09
1910425,1910425,PARAQUAT DICHLORIDE,0,0,0,0,0,0,0,128.7941741,59.19302021,5270.476944,9.21E-09,6.933289054,6.933289054,0,4.15E-06,0,2.09E-06,0,6.52E-06,0,3.25E-09,0,8.58E-09,0,1.09E-08
569619,569619,PARAROSANILINE,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89E-06,0,3.11E-06,0,7.74E-07,0,2.69E-09,0,2.14E-10,0,4.00E-10,0
56382,56382,PARATHION,0,0,0,0,0,0,0,89322.69729,19027.60114,6818670.003,17.34058772,83124.28655,83124.28655,0,7.57E-06,0,2.12E-06,0,4.48E-05,0,5.18E-07,0,5.71E-07,0,2.93E-06
3735011,3735011,PARATHION-AMINO,0,0,0,0,0,0,0,25.36679282,5.680196511,1546.402168,0.000923467,38.59847619,38.59847619,0,0,0,0,0,0,0,0,0,0,0,0
298000,298000,PARATHION-METHYL,0,0,0,0,0,0,0,1184.532989,411.1785638,65122.50845,0.130709497,1240.168413,1240.168413,0,1.45E-05,0,4.69E-06,0,7.07E-05,0,7.30E-07,0,1.38E-06,0,2.82E-06
7542372,7542372,PAROMOMYCIN,0,0,0,0,0,0,0,22923.21475,22249.17184,109864.5275,2.04E-27,26057.18684,26057.18684,0,0,0,0,0,0,0,0,0,0,0,0
2051607,2051607,PCB-1,0,0,0,0,0,0,0,11.96455576,11.51748451,4096.701424,1.834808265,23.26887522,23.26887522,0,0,0,0,0,0,0,0,0,0,0,0
2050682,2050682,PCB-15,0,0,0,0,0,0,0,582.8047241,547.8630802,55946.76359,70.9035332,138.194057,138.194057,0,0,0,0,0,0,0,0,0,0,0,0
33979032,33979032,PCB-155,0,0,0,0,0,0,0,38.49651802,25.23206177,8804.876754,3.177615303,7.589500376,7.589500376,0,0,0,0,0,0,0,0,0,0,0,0
37680652,37680652,PCB-18,0,0,0,0,0,0,0,2302.860721,2171.072683,189733.9119,395.739339,496.3977065,496.3977065,0,0,0,0,0,0,0,0,0,0,0,0
2051618,2051618,PCB-2,0,0,0,0,0,0,0,6.838823803,6.160520218,3093.414841,0.963906902,7.452277365,7.452277365,0,0,0,0,0,0,0,0,0,0,0,0
15862074,15862074,PCB-29,0,0,0,0,0,0,0,137.0425239,122.838395,10519.0353,20.8349112,19.65451537,19.65451537,0,0,0,0,0,0,0,0,0,0,0,0
2051629,2051629,PCB-3,0,0,0,0,0,0,0,20.14005129,18.57471622,6797.338404,2.893955174,17.26266303,17.26266303,0,0,0,0,0,0,0,0,0,0,0,0
2437798,2437798,PCB-47,0,0,0,0,0,0,0,120.7642508,110.8182201,7729.514014,33.00248379,28.0611572,28.0611572,0,0,0,0,0,0,0,0,0,0,0,0
33284503,33284503,PCB-7,0,0,0,0,0,0,0,308.4440052,286.1674598,44814.21946,39.33498299,95.25094678,95.25094678,0,0,0,0,0,0,0,0,0,0,0,0
32598133,32598133,"PCB-77 (3,3',4,4'-TETRACHLOROBIPHENYL)",0,0,0,0,0,0,0,1547.187786,1353.547213,34637.1323,78.45694029,104.0963285,104.0963285,0,0,0,0,0,0,0,0,0,0,0,0
1336363,1336363,PCBS,0,0,0,0,0,0,0,234.0309776,214.7564051,14979.14911,63.95604238,54.38016636,54.38016636,9.27E-05,0,8.84E-05,0,0.003301182,0,0.00099664,0,1.84E-05,0,1.85E-05,0
1114712,1114712,PEBULATE,0,0,0,0,0,0,1.669587179,0.96059062,0.877044593,939.3996233,0.056331922,9.177198261,9.177198261,0,0,0,0,0,0,0,0,0,0,0,0
66246886,66246886,PENCONAZOLE,0,0,0,0,0,0,0,516.7976277,306.0608467,15148.11646,0.020100178,58.26685775,58.26685775,0,2.69E-06,0,1.74E-06,0,4.71E-05,0,1.35E-06,0,1.81E-07,0,3.33E-07
66063056,66063056,PENCYCURON,0,0,0,0,0,0,0,135.8158075,86.09715399,3405.035525,1.25E-06,9.871765893,9.871765893,0,0,0,0,0,0,0,0,0,0,0,0
40487421,40487421,PENDIMETHALIN,0,0,0,0,0,0,0,6562.532552,2426.799901,458078.2228,9.420881301,2932.025786,2932.025786,0,1.73E-07,0,1.01E-07,0,6.13E-07,0,9.15E-09,0,5.68E-09,0,1.07E-07
608719,608719,PENTABROMOPHENOL,0,0,0,0,0,0,0,35510.99685,31225.43054,603219.8399,318.3306445,24554.53382,24554.53382,0,0,0,0,0,0,0,0,0,0,0,0
527208,527208,PENTACHLOROANILINE,0,0,0,0,0,0,0,13468.38686,9874.705513,321580.7209,84.38711236,936.0283682,936.0283682,0,0,0,0,0,0,0,0,0,0,0,0
1825214,1825214,PENTACHLOROANISOLE,0,0,0,0,0,0,0,489.9780606,486.9840492,52702.2092,178.5856047,1393.652278,1393.652278,9.29E-06,0,8.19E-06,0,9.72E-05,0,2.72E-05,0,5.21E-06,0,9.94E-06,0
608935,608935,PENTACHLOROBENZENE,0,0,0,0,0,0,0,342.0626109,341.0291148,16710.46877,141.6067126,424.1085259,424.1085259,0,2.46E-05,0,2.16E-05,0,0.000105407,0,3.29E-05,0,1.07E-05,0,2.00E-05
16022698,16022698,PENTACHLOROBENZYL ALCOHOL,0,0,0,0,0,0,0,3946.148115,3495.872887,50007.99826,14.45493696,5978.480967,5978.480967,0,0,0,0,0,0,0,0,0,0,0,0
76017,76017,PENTACHLOROETHANE,0,0,0,0,0,0,0,6.048160816,6.045087878,316.1300459,2.762930514,29.26822049,29.26822049,2.51E-06,0,1.64E-06,0,2.56E-06,0,9.05E-07,0,1.39E-06,0,2.02E-06,0
82688,82688,PENTACHLORONITROBENZENE,0,0,0,0,0,0,0,2710.422442,2663.075451,55620.63094,566.9563008,937.4124331,937.4124331,7.48E-06,3.31E-05,6.80E-06,3.01E-05,1.03E-05,4.58E-05,2.07E-06,9.16E-06,1.28E-06,5.68E-06,1.88E-06,8.31E-06
87865,87865,PENTACHLOROPHENOL,0,0,0,0,0,0,0,4549.47374,3414.137148,78699.86204,0.91480258,1481.802305,1481.802305,4.30E-06,9.38E-06,3.70E-06,8.07E-06,2.07E-05,4.50E-05,6.28E-07,1.37E-06,3.94E-07,8.59E-07,1.99E-06,4.34E-06
131522,131522,"PENTACHLOROPHENOL, NA SALT",0,0,0,0,0,0,0,43293.02467,43117.11756,140602.3156,1.49E-08,52721.34228,52721.34228,0,0,0,0,0,0,0,0,0,0,0,0
2570265,2570265,PENTADECYLAMINE,0,0,0,0,0,0,0,2005.141988,579.7783751,952621.3498,30.54026576,282.8784681,282.8784681,0,0,0,0,0,0,0,0,0,0,0,0
115775,115775,PENTAERYTHRITOL,0,0,0,0,0,0,2.173,0.029115859,0.027236824,0.307399935,1.72E-12,0.077000695,0.077000695,0,0,0,0,0,0,0,0,0,0,0,0
6683198,6683198,"PENTAERYTHRITOL TETRAKIS(3-(3,5-DI-TERT-BUTYL-4-HYDROXYPHENYL)PROPIONATE)",0,0,0,0,0,0,0,3.15E-12,1.95E-12,8.23E-11,2.65E-32,3.51E-14,3.51E-14,0,0,0,0,0,0,0,0,0,0,0,0
78115,78115,PENTAERYTHRITOL TETRANITRATE,0,0,0,0,0,0,0,0.15000929,0.115451004,2.472260075,1.83E-08,0.071139993,0.071139993,0,0,0,0,0,0,0,0,0,0,0,0
653372,653372,PENTAFLUOR-BENZALDEHYD,0,0,0,0,0,0,0,0.79121105,0.798582136,3590.478952,0.329813226,276.728719,276.728719,0,0,0,0,0,0,0,0,0,0,0,0
771619,771619,PENTAFLUOROPHENOL,0,0,0,0,0,0,0,0.793056215,0.779507026,567.9370443,0.33228634,9.671891024,9.671891024,0,0,0,0,0,0,0,0,0,0,0,0
771620,771620,PENTAFLUOROTHIOPHENOL,0,0,0,0,0,0,0,0.119369412,0.114022351,797.3934242,0.050521664,3.736404388,3.736404388,0,0,0,0,0,0,0,0,0,0,0,0
700129,700129,PENTAMETHYL BENZENE,0,0,0,0,0,0,8.130794872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57590202,57590202,PENTANAL METHYLFORMYLHYDRAZONE,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65E-05,0,3.50E-06,0,2.36E-05,0,1.92E-08,0,5.23E-06,0,9.11E-06,0
111308,111308,"PENTANE-1,5-DIAL",0,0,0,0,0,0,4.306307692,109.4053071,94.49264839,2834.661658,0.083560019,761.2099622,761.2099622,0,0,0,0,0,0,0,0,0,0,0,0
35691657,35691657,"PENTANEDINITRILE, 2-BROMO-2-(BROMOMETHYL)-",0,0,0,0,0,0,0,1192.895812,1143.016896,7092.127937,0.743081402,1412.380457,1412.380457,0,0,0,0,0,0,0,0,0,0,0,0
4839467,4839467,"PENTANEDIOIC ACID, 3,3-DIMETHYL-",0,0,0,0,0,0,0,0.077674645,0.068500652,0.814619413,5.17E-08,0.078086904,0.078086904,0,0,0,0,0,0,0,0,0,0,0,0
2307688,2307688,PENTANOCHLOR,0,0,0,0,0,0,0,47.656953,27.33194752,1946.317685,0.028419047,61.45122115,61.45122115,0,0,0,0,0,0,0,0,0,0,0,0
109524,109524,PENTANOIC ACID,0,0,0,0,0,0,0,10.3812055,9.624453735,110.4915556,0.004960371,21.48503458,21.48503458,0,0,0,0,0,0,0,0,0,0,0,0
97610,97610,"PENTANOIC ACID, 2-METHYL-",0,0,0,0,0,0,0,0.552621554,0.528959661,17.63636728,0.002257383,2.681593594,2.681593594,0,0,0,0,0,0,0,0,0,0,0,0
30899195,30899195,PENTANOL,0,0,0,0,0,0,0,0.251352166,0.249345669,19.69478493,0.005550192,3.787219454,3.787219454,0,0,0,0,0,0,0,0,0,0,0,0
57330,57330,PENTOBARBITAL SODIUM,0,0,0,0,0,0,0,181.2920127,177.2135725,792.5286924,3.12E-14,210.096082,210.096082,0,0,0,0,0,0,0,0,0,0,0,0
628637,628637,PENTYL ACETATE,0,0,0,0,0,0,0.838730769,0.053879765,0.053850496,21.8258904,0.002527492,1.014421256,1.014421256,0,0,0,0,0,0,0,0,0,0,0,0
x,x,PENTYL BENZENES,0,0,0,0,0,0,4.896153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4292926,4292926,PENTYL CYCLOHEXANE,0,0,0,0,0,0,0.839015385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538681,538681,PENTYLBENZENE,0,0,0,0,0,0,2.117435897,0.160332357,0.080028748,2483.772138,0.006709737,3.004921506,3.004921506,0,0,0,0,0,0,0,0,0,0,0,0
79210,79210,PERACETIC ACID,0,0,0,0,0,0,0.540792308,65.49181155,62.80812162,1124.322878,0.26496987,280.3602029,280.3602029,0,0,0,0,0,0,0,0,0,0,0,0
127184,127184,PERCHLOROETHYLENE,0,0,0,0,0,0,0.030845128,0.725143832,0.721533746,607.05327,0.182067695,8.732413679,8.732413679,4.29E-07,1.62E-06,2.23E-07,8.40E-07,5.49E-07,1.28E-06,7.71E-08,2.40E-07,2.00E-07,7.43E-07,2.87E-07,8.72E-07
52645531,52645531,PERMETHRIN,0,0,0,0,0,0,0,15976.53518,6050.100803,1176813.749,35.26347634,781.1036719,781.1036719,0,6.72E-07,0,5.07E-07,0,1.63E-06,0,8.19E-08,0,2.88E-09,0,4.03E-08
60102376,60102376,PETASITENINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000172399,0,0.000148408,0,0.000139746,0,2.82E-08,0,5.47E-05,0,6.63E-05,0
62442,62442,PHENACETIN,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03E-08,0,3.11E-08,0,9.85E-08,0,4.90E-10,0,2.22E-08,0,3.78E-08,0
85018,85018,PHENANTHRENE,0,0,0,0,0,0,0,132.9792485,97.05476616,16489.92773,11.1862103,31.40520481,31.40520481,0,0,0,0,0,0,0,0,0,0,0,0
483658,483658,"PHENANTHRENE, 1-METHYL-7-(1-METHYLETHYL)-",0,0,0,0,0,0,0,53.49496261,13.2479394,11089.97732,1.147545919,3.05312671,3.05312671,0,0,0,0,0,0,0,0,0,0,0,0
229878,229878,PHENANTHRIDINE,0,0,0,0,0,0,0,405.2285762,232.5799072,12491.88392,0.0058472,6.414926592,6.414926592,0,0,0,0,0,0,0,0,0,0,0,0
92820,92820,PHENAZINE,0,0,0,0,0,0,0,32.14666625,19.45927511,932.9697675,0.002864883,3.198310035,3.198310035,0,0,0,0,0,0,0,0,0,0,0,0
136403,136403,PHENAZOPYRIDINE HYDROCHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29E-06,0,1.66E-06,0,3.17E-06,0,6.54E-10,0,1.12E-07,0,1.41E-07,0
156514,156514,PHENELZINE SULFATE,0,0,0,0,0,0,0,0,0,0,0,0,0,8.79E-06,0,5.69E-06,0,1.15E-05,0,7.52E-09,0,3.55E-07,0,4.34E-07,0
2275141,2275141,PHENKAPTON,0,0,0,0,0,0,0,24.32507045,3.701172246,8339.604011,0.108598076,19.85231271,19.85231271,0,0,0,0,0,0,0,0,0,0,0,0
13684634,13684634,PHENMEDIPHAM,0,0,0,0,0,0,0,1568.351262,968.6033408,42193.39535,2.48E-06,248.7435612,248.7435612,0,3.06E-07,0,1.92E-07,0,4.88E-07,0,2.47E-09,0,2.88E-09,0,1.54E-08
50066,50066,PHENOBARBITAL,0,0,0,0,0,0,0,14.40598004,13.77667014,80.99514757,1.73E-10,15.23240087,15.23240087,2.34E-05,0,1.74E-05,0,2.27E-05,0,6.83E-09,0,4.28E-06,0,7.92E-06,0
108952,108952,PHENOL,0,0,0,0,0,0,2.756487179,23.64350251,15.56100073,933.0530804,0.009892341,68.88191771,68.88191771,0,8.41E-08,0,1.32E-08,0,1.45E-07,0,4.30E-10,0,1.13E-08,0,1.92E-08
1745819,1745819,"PHENOL, 2-(2-PROPENYL)-",0,0,0,0,0,0,0,3.017199588,1.808151054,863.9158944,0.025809967,6.070699622,6.070699622,0,0,0,0,0,0,0,0,0,0,0,0
95841,95841,"PHENOL, 2-AMINO-4-METHYL-",0,0,0,0,0,0,0,79.80383162,25.89849348,4182.986119,0.000375051,194.7667177,194.7667177,0,0,0,0,0,0,0,0,0,0,0,0
121880,121880,"PHENOL, 2-AMINO-5-NITRO-",0,0,0,0,0,0,0,0,0,0,0,0,0,5.94E-07,0,3.78E-07,0,8.59E-07,0,5.56E-10,0,9.00E-08,0,1.51E-07,0
