scenario,behavior,characteristics,mean,standard_deviation,min,max,value_absence,value_presence,independent_charac,booleans,strings
Georgia,recycling,ns,0.749252678,1e-06,0.0,1.0,0,1,True,,
Georgia,recycling,pbc,0.0,1e-06,0.0,1.0,0,1,True,,
Georgia,recycling,pr,0.1027397266666666,1e-06,0.0,1.0,0,1,True,,
Georgia,recycling,sn,0.1027397266666666,1e-06,0.0,1.0,trash,recycling,False,,
Georgia,trash,att,0.0,1e-06,0.0,1.0,0,1,True,,
Georgia,trash,availability,,,,,,,,True,
Georgia,trash,bin,1.0,1e-06,0.0,1.0,0,1,True,,
Georgia,trash,ds,0.0,1e-06,0.0,1.0,0,1,True,,
Georgia,trash,err,0.0,1e-06,-1.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Georgia,trash,households,679.3417676,78.75040665,549.04681,809.6985361,,,True,,
Georgia,trash,ht,1.0,1e-06,0.0,1.0,0,1,True,,
Georgia,trash,kn,1.0,1e-06,0.0,1.0,0,1,True,,
Georgia,trash,name,,,,,,,,,trash
Georgia,trash,ns,0.0,1e-06,0.0,1.0,0,1,True,,
Georgia,trash,pbc,1.0,1e-06,0.0,1.0,0,1,True,,
Georgia,trash,pr,0.876712329,1e-06,0.0,1.0,0,1,True,,
Georgia,trash,sn,0.876712329,1e-06,0.0,1.0,recycling,trash,False,,
Georgia,wishcycling,att,0.0,0.1,0.0,1.0,0,1,True,,
Georgia,wishcycling,availability,,,,,,,,True,
Georgia,wishcycling,bin,0.72,0.1,0.0,1.0,0,1,True,,
Georgia,wishcycling,ds,0.347855724,1e-06,0.0,1.0,0,1,True,,
Georgia,wishcycling,err,-2.0,0.0500409052078838,-2.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Georgia,wishcycling,households,679.3417676,78.75040665,549.04681,809.6985361,,,True,,
Georgia,wishcycling,ht,0.702645773,0.126656788,0.0,1.0,0,1,True,,
Georgia,wishcycling,kn,0.295004643,0.068671118,0.0,1.0,0,1,True,,
Georgia,wishcycling,name,,,,,,,,,wishcycling
Georgia,wishcycling,ns,0.749252678,1e-06,0.0,1.0,0,1,True,,
Georgia,wishcycling,pbc,0.0,1e-06,0.0,1.0,0,1,True,,
Georgia,wishcycling,pr,0.0205479453333333,1e-06,0.0,1.0,0,1,True,,
Georgia,wishcycling,sn,0.0205479453333333,1e-06,0.0,1.0,trash,wishcycling,False,,
Hawaii,recycling,att,0.84,0.1,0.0,1.0,0,1,True,,
Hawaii,recycling,availability,,,,,,,,True,
Hawaii,recycling,bin,0.72,0.1,0.0,1.0,0,1,True,,
Hawaii,recycling,ds,0.096194215,1e-06,0.0,1.0,0,1,True,,
Hawaii,recycling,err,0.5,0.0669537823002131,-1.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Hawaii,recycling,households,525.056,55.41028571,433.6891429,617.0548571,,,True,,
Hawaii,recycling,ht,0.648659205,0.133280768,0.0,1.0,0,1,True,,
Hawaii,recycling,kn,0.320493046,0.076236194,0.0,1.0,0,1,True,,
Hawaii,recycling,name,,,,,,,,,recycling
Hawaii,recycling,ns,0.657080464,1e-06,0.0,1.0,0,1,True,,
Hawaii,recycling,pbc,1.0,1e-06,0.0,1.0,0,1,True,,
Hawaii,recycling,pr,0.502283105,1e-06,0.0,1.0,0,1,True,,
Hawaii,recycling,sn,0.502283105,1e-06,0.0,1.0,trash,recycling,False,,
Hawaii,trash,att,0.0,1e-06,0.0,1.0,0,1,True,,
Hawaii,trash,availability,,,,,,,,True,
Hawaii,trash,bin,1.0,1e-06,0.0,1.0,0,1,True,,
Hawaii,trash,ds,0.0,1e-06,0.0,1.0,0,1,True,,
Hawaii,trash,err,0.0,1e-06,-1.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Hawaii,trash,households,525.056,55.41028571,433.6891429,617.0548571,,,True,,
Hawaii,trash,ht,1.0,1e-06,0.0,1.0,0,1,True,,
Hawaii,trash,kn,1.0,1e-06,0.0,1.0,0,1,True,,
Hawaii,trash,name,,,,,,,,,trash
Hawaii,trash,ns,0.0,1e-06,0.0,1.0,0,1,True,,
Hawaii,trash,pbc,1.0,1e-06,0.0,1.0,0,1,True,,
Hawaii,trash,pr,0.397260274,1e-06,0.0,1.0,0,1,True,,
Hawaii,trash,sn,0.397260274,1e-06,0.0,1.0,recycling,trash,False,,
Hawaii,wishcycling,att,0.0,0.1,0.0,1.0,0,1,True,,
Hawaii,wishcycling,availability,,,,,,,,True,
Hawaii,wishcycling,bin,0.72,0.1,0.0,1.0,0,1,True,,
Hawaii,wishcycling,ds,0.096194215,1e-06,0.0,1.0,0,1,True,,
Hawaii,wishcycling,err,-0.5,0.0669537823002131,-2.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Hawaii,wishcycling,households,525.056,55.41028571,433.6891429,617.0548571,,,True,,
Hawaii,wishcycling,ht,0.648659205,0.133280768,0.0,1.0,0,1,True,,
Hawaii,wishcycling,kn,0.320493046,0.076236194,0.0,1.0,0,1,True,,
Hawaii,wishcycling,name,,,,,,,,,wishcycling
Hawaii,wishcycling,ns,0.657080464,1e-06,0.0,1.0,0,1,True,,
Hawaii,wishcycling,pbc,1.0,1e-06,0.0,1.0,0,1,True,,
Hawaii,wishcycling,pr,0.100456621,1e-06,0.0,1.0,0,1,True,,
Hawaii,wishcycling,sn,0.100456621,1e-06,0.0,1.0,trash,wishcycling,False,,
Idaho,recycling,att,0.84,0.1,0.0,1.0,0,1,True,,
Idaho,recycling,availability,,,,,,,,True,
Idaho,recycling,bin,0.72,0.1,0.0,1.0,0,1,True,,
Idaho,recycling,ds,0.322334597,1e-06,0.0,1.0,0,1,True,,
Idaho,recycling,err,-1.0,0.0500409052078838,-1.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Idaho,recycling,households,654.2139148,68.40602285,540.886812,767.5659398,,,True,,
Idaho,recycling,ht,0.761493839,0.113805554,0.0,1.0,0,1,True,,
Idaho,recycling,kn,0.380468008,0.067423578,0.0,1.0,0,1,True,,
Idaho,recycling,name,,,,,,,,,recycling
Idaho,recycling,ns,0.707187878,1e-06,0.0,1.0,0,1,True,,
Idaho,recycling,pbc,0.0,1e-06,0.0,1.0,0,1,True,,
Idaho,recycling,pr,0.1484018266666666,1e-06,0.0,1.0,0,1,True,,
Idaho,recycling,sn,0.1484018266666666,1e-06,0.0,1.0,trash,recycling,False,,
Idaho,trash,att,0.0,1e-06,0.0,1.0,0,1,True,,
Idaho,trash,availability,,,,,,,,True,
Idaho,trash,bin,1.0,1e-06,0.0,1.0,0,1,True,,
Idaho,trash,ds,0.0,1e-06,0.0,1.0,0,1,True,,
Idaho,trash,err,0.0,1e-06,-1.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Idaho,trash,households,654.2139148,68.40602285,540.886812,767.5659398,,,True,,
Idaho,trash,ht,1.0,1e-06,0.0,1.0,0,1,True,,
Idaho,trash,kn,1.0,1e-06,0.0,1.0,0,1,True,,
Idaho,trash,name,,,,,,,,,trash
Idaho,trash,ns,0.0,1e-06,0.0,1.0,0,1,True,,
Idaho,trash,pbc,1.0,1e-06,0.0,1.0,0,1,True,,
Idaho,trash,pr,0.821917808,1e-06,0.0,1.0,0,1,True,,
Idaho,trash,sn,0.821917808,1e-06,0.0,1.0,recycling,trash,False,,
Idaho,wishcycling,att,0.0,0.1,0.0,1.0,0,1,True,,
Idaho,wishcycling,availability,,,,,,,,True,
Idaho,wishcycling,bin,0.72,0.1,0.0,1.0,0,1,True,,
Idaho,wishcycling,ds,0.322334597,1e-06,0.0,1.0,0,1,True,,
Idaho,wishcycling,err,-2.0,0.0500409052078838,-2.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Idaho,wishcycling,households,654.2139148,68.40602285,540.886812,767.5659398,,,True,,
Idaho,wishcycling,ht,0.761493839,0.113805554,0.0,1.0,0,1,True,,
Idaho,wishcycling,kn,0.380468008,0.067423578,0.0,1.0,0,1,True,,
Idaho,wishcycling,name,,,,,,,,,wishcycling
Idaho,wishcycling,ns,0.707187878,1e-06,0.0,1.0,0,1,True,,
Idaho,wishcycling,pbc,0.0,1e-06,0.0,1.0,0,1,True,,
Idaho,wishcycling,pr,0.0296803653333333,1e-06,0.0,1.0,0,1,True,,
Idaho,wishcycling,sn,0.0296803653333333,1e-06,0.0,1.0,trash,wishcycling,False,,
Illinois,recycling,att,0.84,0.1,0.0,1.0,0,1,True,,
Illinois,recycling,availability,,,,,,,,True,
Illinois,recycling,bin,0.72,0.1,0.0,1.0,0,1,True,,
Illinois,recycling,ds,0.146927597,1e-06,0.0,1.0,0,1,True,,
Illinois,recycling,err,-1.0,0.0500409052078838,-1.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Illinois,recycling,households,500.0654215,55.7823754,407.5095449,592.6446187,,,True,,
Illinois,recycling,ht,0.674234107,0.112515069,0.0,1.0,0,1,True,,
Illinois,recycling,kn,0.313387651,0.066736308,0.0,1.0,0,1,True,,
Illinois,recycling,name,,,,,,,,,recycling
Illinois,recycling,ns,0.655094008,1e-06,0.0,1.0,0,1,True,,
Illinois,recycling,pbc,0.0,1e-06,0.0,1.0,0,1,True,,
Illinois,recycling,pr,0.1369863016666666,1e-06,0.0,1.0,0,1,True,,
Illinois,recycling,sn,0.1369863016666666,1e-06,0.0,1.0,trash,recycling,False,,
Illinois,trash,att,0.0,1e-06,0.0,1.0,0,1,True,,
Illinois,trash,availability,,,,,,,,True,
Illinois,trash,bin,1.0,1e-06,0.0,1.0,0,1,True,,
Illinois,trash,ds,0.0,1e-06,0.0,1.0,0,1,True,,
Illinois,trash,err,0.0,1e-06,-1.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Illinois,trash,households,500.0654215,55.7823754,407.5095449,592.6446187,,,True,,
Illinois,trash,ht,1.0,1e-06,0.0,1.0,0,1,True,,
Illinois,trash,kn,1.0,1e-06,0.0,1.0,0,1,True,,
Illinois,trash,name,,,,,,,,,trash
Illinois,trash,ns,0.0,1e-06,0.0,1.0,0,1,True,,
Illinois,trash,pbc,1.0,1e-06,0.0,1.0,0,1,True,,
Illinois,trash,pr,0.835616438,1e-06,0.0,1.0,0,1,True,,
Illinois,trash,sn,0.835616438,1e-06,0.0,1.0,recycling,trash,False,,
Illinois,wishcycling,att,0.0,0.1,0.0,1.0,0,1,True,,
Illinois,wishcycling,availability,,,,,,,,True,
Illinois,wishcycling,bin,0.72,0.1,0.0,1.0,0,1,True,,
Illinois,wishcycling,ds,0.146927597,1e-06,0.0,1.0,0,1,True,,
Illinois,wishcycling,err,-2.0,0.0500409052078838,-2.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Illinois,wishcycling,households,500.0654215,55.7823754,407.5095449,592.6446187,,,True,,
Illinois,wishcycling,ht,0.674234107,0.112515069,0.0,1.0,0,1,True,,
Illinois,wishcycling,kn,0.313387651,0.066736308,0.0,1.0,0,1,True,,
Illinois,wishcycling,name,,,,,,,,,wishcycling
Illinois,wishcycling,ns,0.655094008,1e-06,0.0,1.0,0,1,True,,
Illinois,wishcycling,pbc,0.0,1e-06,0.0,1.0,0,1,True,,
Illinois,wishcycling,pr,0.0273972603333333,1e-06,0.0,1.0,0,1,True,,
Illinois,wishcycling,sn,0.0273972603333333,1e-06,0.0,1.0,trash,wishcycling,False,,
Indiana,recycling,att,0.84,0.1,0.0,1.0,0,1,True,,
Indiana,recycling,availability,,,,,,,,True,
Indiana,recycling,bin,0.72,0.1,0.0,1.0,0,1,True,,
Indiana,recycling,ds,0.330849703,1e-06,0.0,1.0,0,1,True,,
Indiana,recycling,err,-0.5,0.0719710250770111,-1.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Indiana,recycling,households,533.946614,59.59846282,435.1163274,632.8043207,,,True,,
Indiana,recycling,ht,0.787698184,0.130124878,0.0,1.0,0,1,True,,
Indiana,recycling,kn,0.311505464,0.06729373,0.0,1.0,0,1,True,,
Indiana,recycling,name,,,,,,,,,recycling
Indiana,recycling,ns,0.781208766,1e-06,0.0,1.0,0,1,True,,
Indiana,recycling,pbc,0.0,1e-06,0.0,1.0,0,1,True,,
Indiana,recycling,pr,0.1826484016666666,1e-06,0.0,1.0,0,1,True,,
Indiana,recycling,sn,0.1826484016666666,1e-06,0.0,1.0,trash,recycling,False,,
Indiana,trash,att,0.0,1e-06,0.0,1.0,0,1,True,,
Indiana,trash,availability,,,,,,,,True,
Indiana,trash,bin,1.0,1e-06,0.0,1.0,0,1,True,,
Indiana,trash,ds,0.0,1e-06,0.0,1.0,0,1,True,,
Indiana,trash,err,0.0,1e-06,-1.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Indiana,trash,households,533.946614,59.59846282,435.1163274,632.8043207,,,True,,
Indiana,trash,ht,1.0,1e-06,0.0,1.0,0,1,True,,
Indiana,trash,kn,1.0,1e-06,0.0,1.0,0,1,True,,
Indiana,trash,name,,,,,,,,,trash
Indiana,trash,ns,0.0,1e-06,0.0,1.0,0,1,True,,
Indiana,trash,pbc,1.0,1e-06,0.0,1.0,0,1,True,,
Indiana,trash,pr,0.780821918,1e-06,0.0,1.0,0,1,True,,
Indiana,trash,sn,0.780821918,1e-06,0.0,1.0,recycling,trash,False,,
Indiana,wishcycling,att,0.0,0.1,0.0,1.0,0,1,True,,
Indiana,wishcycling,availability,,,,,,,,True,
Indiana,wishcycling,bin,0.72,0.1,0.0,1.0,0,1,True,,
Indiana,wishcycling,ds,0.330849703,1e-06,0.0,1.0,0,1,True,,
Indiana,wishcycling,err,-1.5,0.0719710250770111,-2.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Indiana,wishcycling,households,533.946614,59.59846282,435.1163274,632.8043207,,,True,,
Indiana,wishcycling,ht,0.787698184,0.130124878,0.0,1.0,0,1,True,,
Indiana,wishcycling,kn,0.311505464,0.06729373,0.0,1.0,0,1,True,,
Indiana,wishcycling,name,,,,,,,,,wishcycling
Indiana,wishcycling,ns,0.781208766,1e-06,0.0,1.0,0,1,True,,
Indiana,wishcycling,pbc,0.0,1e-06,0.0,1.0,0,1,True,,
Indiana,wishcycling,pr,0.0365296803333333,1e-06,0.0,1.0,0,1,True,,
Indiana,wishcycling,sn,0.0365296803333333,1e-06,0.0,1.0,trash,wishcycling,False,,
Iowa,recycling,att,0.84,0.1,0.0,1.0,0,1,True,,
Iowa,recycling,availability,,,,,,,,True,
Iowa,recycling,bin,0.72,0.1,0.0,1.0,0,1,True,,
Iowa,recycling,ds,0.361137762,1e-06,0.0,1.0,0,1,True,,
Iowa,recycling,err,0.0,0.048913893347143,-1.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Iowa,recycling,households,481.1684411,49.29125475,399.2969582,563.0593156,,,True,,
Iowa,recycling,ht,0.804640512,0.114166908,0.0,1.0,0,1,True,,
Iowa,recycling,kn,0.353152363,0.065170692,0.0,1.0,0,1,True,,
Iowa,recycling,name,,,,,,,,,recycling
Iowa,recycling,ns,0.787884158,1e-06,0.0,1.0,0,1,True,,
Iowa,recycling,pbc,1.0,1e-06,0.0,1.0,0,1,True,,
Iowa,recycling,pr,0.3424657533333333,1e-06,0.0,1.0,0,1,True,,
Iowa,recycling,sn,0.3424657533333333,1e-06,0.0,1.0,trash,recycling,False,,
Iowa,trash,att,0.0,1e-06,0.0,1.0,0,1,True,,
Iowa,trash,availability,,,,,,,,True,
Iowa,trash,bin,1.0,1e-06,0.0,1.0,0,1,True,,
Iowa,trash,ds,0.0,1e-06,0.0,1.0,0,1,True,,
Iowa,trash,err,0.0,1e-06,-1.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Iowa,trash,households,481.1684411,49.29125475,399.2969582,563.0593156,,,True,,
Iowa,trash,ht,1.0,1e-06,0.0,1.0,0,1,True,,
Iowa,trash,kn,1.0,1e-06,0.0,1.0,0,1,True,,
Iowa,trash,name,,,,,,,,,trash
Iowa,trash,ns,0.0,1e-06,0.0,1.0,0,1,True,,
Iowa,trash,pbc,1.0,1e-06,0.0,1.0,0,1,True,,
Iowa,trash,pr,0.589041096,1e-06,0.0,1.0,0,1,True,,
Iowa,trash,sn,0.589041096,1e-06,0.0,1.0,recycling,trash,False,,
Iowa,wishcycling,att,0.0,0.1,0.0,1.0,0,1,True,,
Iowa,wishcycling,availability,,,,,,,,True,
Iowa,wishcycling,bin,0.72,0.1,0.0,1.0,0,1,True,,
Iowa,wishcycling,ds,0.361137762,1e-06,0.0,1.0,0,1,True,,
Iowa,wishcycling,err,-1.0,0.048913893347143,-2.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Iowa,wishcycling,households,481.1684411,49.29125475,399.2969582,563.0593156,,,True,,
Iowa,wishcycling,ht,0.804640512,0.114166908,0.0,1.0,0,1,True,,
Iowa,wishcycling,kn,0.353152363,0.065170692,0.0,1.0,0,1,True,,
Iowa,wishcycling,name,,,,,,,,,wishcycling
Iowa,wishcycling,ns,0.787884158,1e-06,0.0,1.0,0,1,True,,
Iowa,wishcycling,pbc,1.0,1e-06,0.0,1.0,0,1,True,,
Iowa,wishcycling,pr,0.0684931506666666,1e-06,0.0,1.0,0,1,True,,
Iowa,wishcycling,sn,0.0684931506666666,1e-06,0.0,1.0,trash,wishcycling,False,,
Kansas,recycling,att,0.84,0.1,0.0,1.0,0,1,True,,
Kansas,recycling,availability,,,,,,,,True,
Kansas,recycling,bin,0.72,0.1,0.0,1.0,0,1,True,,
Kansas,recycling,ds,0.348670197,1e-06,0.0,1.0,0,1,True,,
Kansas,recycling,err,-0.5,0.0719710250770111,-1.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Kansas,recycling,households,480.3177371,53.29689494,391.9076989,568.7958316,,,True,,
Kansas,recycling,ht,0.794701284,0.121445578,0.0,1.0,0,1,True,,
Kansas,recycling,kn,0.345907104,0.068628941,0.0,1.0,0,1,True,,
Kansas,recycling,name,,,,,,,,,recycling
Kansas,recycling,ns,0.714078508,1e-06,0.0,1.0,0,1,True,,
Kansas,recycling,pbc,0.0,1e-06,0.0,1.0,0,1,True,,
Kansas,recycling,pr,0.1826484016666666,1e-06,0.0,1.0,0,1,True,,
Kansas,recycling,sn,0.1826484016666666,1e-06,0.0,1.0,trash,recycling,False,,
Kansas,trash,att,0.0,1e-06,0.0,1.0,0,1,True,,
Kansas,trash,availability,,,,,,,,True,
Kansas,trash,bin,1.0,1e-06,0.0,1.0,0,1,True,,
Kansas,trash,ds,0.0,1e-06,0.0,1.0,0,1,True,,
Kansas,trash,err,0.0,1e-06,-1.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Kansas,trash,households,480.3177371,53.29689494,391.9076989,568.7958316,,,True,,
Kansas,trash,ht,1.0,1e-06,0.0,1.0,0,1,True,,
Kansas,trash,kn,1.0,1e-06,0.0,1.0,0,1,True,,
Kansas,trash,name,,,,,,,,,trash
Kansas,trash,ns,0.0,1e-06,0.0,1.0,0,1,True,,
Kansas,trash,pbc,1.0,1e-06,0.0,1.0,0,1,True,,
Kansas,trash,pr,0.780821918,1e-06,0.0,1.0,0,1,True,,
Kansas,trash,sn,0.780821918,1e-06,0.0,1.0,recycling,trash,False,,
Kansas,wishcycling,att,0.0,0.1,0.0,1.0,0,1,True,,
Kansas,wishcycling,availability,,,,,,,,True,
Kansas,wishcycling,bin,0.72,0.1,0.0,1.0,0,1,True,,
Kansas,wishcycling,ds,0.348670197,1e-06,0.0,1.0,0,1,True,,
Kansas,wishcycling,err,-1.5,0.0719710250770111,-2.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Kansas,wishcycling,households,480.3177371,53.29689494,391.9076989,568.7958316,,,True,,
Kansas,wishcycling,ht,0.794701284,0.121445578,0.0,1.0,0,1,True,,
Kansas,wishcycling,kn,0.345907104,0.068628941,0.0,1.0,0,1,True,,
Kansas,wishcycling,name,,,,,,,,,wishcycling
Kansas,wishcycling,ns,0.714078508,1e-06,0.0,1.0,0,1,True,,
Kansas,wishcycling,pbc,0.0,1e-06,0.0,1.0,0,1,True,,
Kansas,wishcycling,pr,0.0365296803333333,1e-06,0.0,1.0,0,1,True,,
Kansas,wishcycling,sn,0.0365296803333333,1e-06,0.0,1.0,trash,wishcycling,False,,
Kentucky,recycling,att,0.84,0.1,0.0,1.0,0,1,True,,
Kentucky,recycling,availability,,,,,,,,True,
Kentucky,recycling,bin,0.72,0.1,0.0,1.0,0,1,True,,
Kentucky,recycling,ds,0.397353292,1e-06,0.0,1.0,0,1,True,,
Kentucky,recycling,err,-1.0,0.0500409052078838,-1.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Kentucky,recycling,households,528.0420091,62.10563166,425.1339422,631.0143075,,,True,,
Kentucky,recycling,ht,0.708496336,0.12772003,0.0,1.0,0,1,True,,
Kentucky,recycling,kn,0.303062031,0.069546919,0.0,1.0,0,1,True,,
Kentucky,recycling,name,,,,,,,,,recycling
Kentucky,recycling,ns,0.807794094,1e-06,0.0,1.0,0,1,True,,
Kentucky,recycling,pbc,0.0,1e-06,0.0,1.0,0,1,True,,
Kentucky,recycling,pr,0.0913242016666666,1e-06,0.0,1.0,0,1,True,,
Kentucky,recycling,sn,0.0913242016666666,1e-06,0.0,1.0,trash,recycling,False,,
Kentucky,trash,att,0.0,1e-06,0.0,1.0,0,1,True,,
Kentucky,trash,availability,,,,,,,,True,
Kentucky,trash,bin,1.0,1e-06,0.0,1.0,0,1,True,,
Kentucky,trash,ds,0.0,1e-06,0.0,1.0,0,1,True,,
Kentucky,trash,err,0.0,1e-06,-1.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Kentucky,trash,households,528.0420091,62.10563166,425.1339422,631.0143075,,,True,,
Kentucky,trash,ht,1.0,1e-06,0.0,1.0,0,1,True,,
Kentucky,trash,kn,1.0,1e-06,0.0,1.0,0,1,True,,
Kentucky,trash,name,,,,,,,,,trash
Kentucky,trash,ns,0.0,1e-06,0.0,1.0,0,1,True,,
Kentucky,trash,pbc,1.0,1e-06,0.0,1.0,0,1,True,,
Kentucky,trash,pr,0.890410959,1e-06,0.0,1.0,0,1,True,,
Kentucky,trash,sn,0.890410959,1e-06,0.0,1.0,recycling,trash,False,,
Kentucky,wishcycling,att,0.0,0.1,0.0,1.0,0,1,True,,
Kentucky,wishcycling,availability,,,,,,,,True,
Kentucky,wishcycling,bin,0.72,0.1,0.0,1.0,0,1,True,,
Kentucky,wishcycling,ds,0.397353292,1e-06,0.0,1.0,0,1,True,,
Kentucky,wishcycling,err,-2.0,0.0500409052078838,-2.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Kentucky,wishcycling,households,528.0420091,62.10563166,425.1339422,631.0143075,,,True,,
Kentucky,wishcycling,ht,0.708496336,0.12772003,0.0,1.0,0,1,True,,
Kentucky,wishcycling,kn,0.303062031,0.069546919,0.0,1.0,0,1,True,,
Kentucky,wishcycling,name,,,,,,,,,wishcycling
Kentucky,wishcycling,ns,0.807794094,1e-06,0.0,1.0,0,1,True,,
Kentucky,wishcycling,pbc,0.0,1e-06,0.0,1.0,0,1,True,,
Kentucky,wishcycling,pr,0.0182648403333333,1e-06,0.0,1.0,0,1,True,,
Kentucky,wishcycling,sn,0.0182648403333333,1e-06,0.0,1.0,trash,wishcycling,False,,
Louisiana,recycling,att,0.84,0.1,0.0,1.0,0,1,True,,
Louisiana,recycling,availability,,,,,,,,True,
Louisiana,recycling,bin,0.72,0.1,0.0,1.0,0,1,True,,
Louisiana,recycling,ds,0.381048059,1e-06,0.0,1.0,0,1,True,,
Louisiana,recycling,err,-1.0,0.0500409052078838,-1.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Louisiana,recycling,households,501.1515413,68.10573322,388.4312878,614.0072025,,,True,,
Louisiana,recycling,ht,0.695071823,0.147113307,0.0,1.0,0,1,True,,
Louisiana,recycling,kn,0.285265023,0.075907161,0.0,1.0,0,1,True,,
Louisiana,recycling,name,,,,,,,,,recycling
Louisiana,recycling,ns,0.701747277,1e-06,0.0,1.0,0,1,True,,
Louisiana,recycling,pbc,0.0,1e-06,0.0,1.0,0,1,True,,
Louisiana,recycling,pr,0.0456621016666666,1e-06,0.0,1.0,0,1,True,,
Louisiana,recycling,sn,0.0456621016666666,1e-06,0.0,1.0,trash,recycling,False,,
Louisiana,trash,att,0.0,1e-06,0.0,1.0,0,1,True,,
Louisiana,trash,availability,,,,,,,,True,
Louisiana,trash,bin,1.0,1e-06,0.0,1.0,0,1,True,,
Louisiana,trash,ds,0.0,1e-06,0.0,1.0,0,1,True,,
Louisiana,trash,err,0.0,1e-06,-1.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Louisiana,trash,households,501.1515413,68.10573322,388.4312878,614.0072025,,,True,,
Louisiana,trash,ht,1.0,1e-06,0.0,1.0,0,1,True,,
Louisiana,trash,kn,1.0,1e-06,0.0,1.0,0,1,True,,
Louisiana,trash,name,,,,,,,,,trash
Louisiana,trash,ns,0.0,1e-06,0.0,1.0,0,1,True,,
Louisiana,trash,pbc,1.0,1e-06,0.0,1.0,0,1,True,,
Louisiana,trash,pr,0.945205479,1e-06,0.0,1.0,0,1,True,,
Louisiana,trash,sn,0.945205479,1e-06,0.0,1.0,recycling,trash,False,,
Louisiana,wishcycling,att,0.0,0.1,0.0,1.0,0,1,True,,
Louisiana,wishcycling,availability,,,,,,,,True,
Louisiana,wishcycling,bin,0.72,0.1,0.0,1.0,0,1,True,,
Louisiana,wishcycling,ds,0.381048059,1e-06,0.0,1.0,0,1,True,,
Louisiana,wishcycling,err,-2.0,0.0500409052078838,-2.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Louisiana,wishcycling,households,501.1515413,68.10573322,388.4312878,614.0072025,,,True,,
Louisiana,wishcycling,ht,0.695071823,0.147113307,0.0,1.0,0,1,True,,
Louisiana,wishcycling,kn,0.285265023,0.075907161,0.0,1.0,0,1,True,,
Louisiana,wishcycling,name,,,,,,,,,wishcycling
Louisiana,wishcycling,ns,0.701747277,1e-06,0.0,1.0,0,1,True,,
Louisiana,wishcycling,pbc,0.0,1e-06,0.0,1.0,0,1,True,,
Louisiana,wishcycling,pr,0.0091324203333333,1e-06,0.0,1.0,0,1,True,,
Louisiana,wishcycling,sn,0.0091324203333333,1e-06,0.0,1.0,trash,wishcycling,False,,
Maine,recycling,att,0.84,0.1,0.0,1.0,0,1,True,,
Maine,recycling,availability,,,,,,,,True,
Maine,recycling,bin,0.72,0.1,0.0,1.0,0,1,True,,
Maine,recycling,ds,0.581127644,1e-06,0.0,1.0,0,1,True,,
Maine,recycling,err,1.0,0.0273972605,-1.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Maine,recycling,households,515.5810313,57.19244936,420.8029466,610.4622468,,,True,,
Maine,recycling,ht,0.700489413,0.107660041,0.0,1.0,0,1,True,,
Maine,recycling,kn,0.31067621,0.061035509,0.0,1.0,0,1,True,,
Maine,recycling,name,,,,,,,,,recycling
Maine,recycling,ns,0.722443406,1e-06,0.0,1.0,0,1,True,,
Maine,recycling,pbc,1.0,1e-06,0.0,1.0,0,1,True,,
Maine,recycling,pr,0.8333333333333333,1e-06,0.0,1.0,0,1,True,,
Maine,recycling,sn,0.8333333333333333,1e-06,0.0,1.0,trash,recycling,False,,
Maine,trash,att,0.0,1e-06,0.0,1.0,0,1,True,,
Maine,trash,availability,,,,,,,,True,
Maine,trash,bin,1.0,1e-06,0.0,1.0,0,1,True,,
Maine,trash,ds,0.0,1e-06,0.0,1.0,0,1,True,,
Maine,trash,err,0.0,1e-06,-1.0,1.0,function_based_truncnorm,function_based_truncnorm,True,,
Maine,trash,households,515.5810313,57.19244936,420.8029466,610.4622468,,,True,,
Maine,trash,ht,1.0,1e-06,0.0,1.0,0,1,True,,
Maine,trash,kn,1.0,1e-06,0.0,1.0,0,1,True,,
