,sn,pbc,kn,ds,att,bin,Y
0,0.00146484375,0.37646484375,0.44775390625,-0.51318359375,0.55712890625,0.84423828125,0.3871567786592774
1,0.24169921875,0.37646484375,0.44775390625,-0.51318359375,0.55712890625,0.84423828125,0.38784964363908564
2,0.00146484375,0.58740234375,0.44775390625,-0.51318359375,0.55712890625,0.84423828125,0.38533538704966136
3,0.00146484375,0.37646484375,0.69677734375,-0.51318359375,0.55712890625,0.84423828125,0.3829914741044708
4,0.00146484375,0.37646484375,0.44775390625,-0.32861328125,0.55712890625,0.84423828125,0.3955829369496974
5,0.00146484375,0.37646484375,0.44775390625,-0.51318359375,0.82177734375,0.84423828125,0.3927705759980106
6,0.00146484375,0.37646484375,0.44775390625,-0.51318359375,0.55712890625,0.92138671875,0.38649881046757484
7,0.00146484375,0.58740234375,0.69677734375,-0.32861328125,0.82177734375,0.92138671875,0.3899256161780319
8,0.24169921875,0.37646484375,0.69677734375,-0.32861328125,0.82177734375,0.92138671875,0.39608030292133717
9,0.24169921875,0.58740234375,0.44775390625,-0.32861328125,0.82177734375,0.92138671875,0.39658074564560564
10,0.24169921875,0.58740234375,0.69677734375,-0.51318359375,0.82177734375,0.92138671875,0.3871791819959104
11,0.24169921875,0.58740234375,0.69677734375,-0.32861328125,0.55712890625,0.92138671875,0.38854104594231
12,0.24169921875,0.58740234375,0.69677734375,-0.32861328125,0.82177734375,0.84423828125,0.3922857333861169
13,0.24169921875,0.58740234375,0.69677734375,-0.32861328125,0.82177734375,0.92138671875,0.3920636830943173
14,0.50146484375,0.87646484375,0.94775390625,-0.01318359375,0.05712890625,0.34423828125,0.3994429070908389
15,0.74169921875,0.87646484375,0.94775390625,-0.01318359375,0.05712890625,0.34423828125,0.40701291299436926
16,0.50146484375,0.08740234375,0.94775390625,-0.01318359375,0.05712890625,0.34423828125,0.4153142954841852
17,0.50146484375,0.87646484375,0.19677734375,-0.01318359375,0.05712890625,0.34423828125,0.40507621130827315
18,0.50146484375,0.87646484375,0.94775390625,-0.82861328125,0.05712890625,0.34423828125,0.3868520020566958
19,0.50146484375,0.87646484375,0.94775390625,-0.01318359375,0.32177734375,0.34423828125,0.40222396837610447
20,0.50146484375,0.87646484375,0.94775390625,-0.01318359375,0.05712890625,0.42138671875,0.39791305977189856
21,0.50146484375,0.08740234375,0.19677734375,-0.82861328125,0.32177734375,0.42138671875,0.40732919379639054
22,0.74169921875,0.87646484375,0.19677734375,-0.82861328125,0.32177734375,0.42138671875,0.3979403789991986
23,0.74169921875,0.08740234375,0.94775390625,-0.82861328125,0.32177734375,0.42138671875,0.4056577176797815
24,0.74169921875,0.08740234375,0.19677734375,-0.01318359375,0.32177734375,0.42138671875,0.43522674226254227
25,0.74169921875,0.08740234375,0.19677734375,-0.82861328125,0.05712890625,0.42138671875,0.4118012231981016
26,0.74169921875,0.08740234375,0.19677734375,-0.82861328125,0.32177734375,0.34423828125,0.4173739542911551
27,0.74169921875,0.08740234375,0.19677734375,-0.82861328125,0.32177734375,0.42138671875,0.41773625398919084
28,0.75146484375,0.12646484375,0.19775390625,-0.76318359375,0.30712890625,0.09423828125,0.4216452652154107
29,0.49169921875,0.12646484375,0.19775390625,-0.76318359375,0.30712890625,0.09423828125,0.41095359404112614
30,0.75146484375,0.33740234375,0.19775390625,-0.76318359375,0.30712890625,0.09423828125,0.4174136035502795
31,0.75146484375,0.12646484375,0.44677734375,-0.76318359375,0.30712890625,0.09423828125,0.4198983534192896
32,0.75146484375,0.12646484375,0.19775390625,-0.57861328125,0.30712890625,0.09423828125,0.42487652176326096
33,0.75146484375,0.12646484375,0.19775390625,-0.76318359375,0.07177734375,0.09423828125,0.41737570591043094
34,0.75146484375,0.12646484375,0.19775390625,-0.76318359375,0.30712890625,0.17138671875,0.4205874734408298
35,0.75146484375,0.33740234375,0.44677734375,-0.57861328125,0.07177734375,0.17138671875,0.41334392868161823
36,0.49169921875,0.12646484375,0.44677734375,-0.57861328125,0.07177734375,0.17138671875,0.4080160324319075
37,0.49169921875,0.33740234375,0.19775390625,-0.57861328125,0.07177734375,0.17138671875,0.40665544694236055
38,0.49169921875,0.33740234375,0.44677734375,-0.76318359375,0.07177734375,0.17138671875,0.39952457972728855
39,0.49169921875,0.33740234375,0.44677734375,-0.57861328125,0.30712890625,0.17138671875,0.40832846173154697
40,0.49169921875,0.33740234375,0.44677734375,-0.57861328125,0.07177734375,0.09423828125,0.4068791365838826
41,0.49169921875,0.33740234375,0.44677734375,-0.57861328125,0.07177734375,0.17138671875,0.403999907100912
42,0.25146484375,0.62646484375,0.69775390625,-0.26318359375,0.80712890625,0.59423828125,0.3959442434101288
43,0.99169921875,0.62646484375,0.69775390625,-0.26318359375,0.80712890625,0.59423828125,0.4185269568835761
44,0.25146484375,0.83740234375,0.69775390625,-0.26318359375,0.80712890625,0.59423828125,0.39493539158618135
45,0.25146484375,0.62646484375,0.94677734375,-0.26318359375,0.80712890625,0.59423828125,0.395423471078589
46,0.25146484375,0.62646484375,0.69775390625,-0.07861328125,0.80712890625,0.59423828125,0.39690844625973243
47,0.25146484375,0.62646484375,0.69775390625,-0.26318359375,0.57177734375,0.59423828125,0.3935281176079085
48,0.25146484375,0.62646484375,0.69775390625,-0.26318359375,0.80712890625,0.67138671875,0.3935785224136938
49,0.25146484375,0.83740234375,0.94677734375,-0.07861328125,0.57177734375,0.67138671875,0.38992389791450704
50,0.99169921875,0.62646484375,0.94677734375,-0.07861328125,0.57177734375,0.67138671875,0.41420763032036056
51,0.99169921875,0.83740234375,0.69775390625,-0.07861328125,0.57177734375,0.67138671875,0.41369468142064675
52,0.99169921875,0.83740234375,0.94677734375,-0.26318359375,0.57177734375,0.67138671875,0.4117600566719289
53,0.99169921875,0.83740234375,0.94677734375,-0.07861328125,0.80712890625,0.67138671875,0.41326261440749673
54,0.99169921875,0.83740234375,0.94677734375,-0.07861328125,0.57177734375,0.59423828125,0.41359789260725277
55,0.99169921875,0.83740234375,0.94677734375,-0.07861328125,0.57177734375,0.67138671875,0.4122820332612074
56,0.37646484375,0.00146484375,0.82275390625,-0.38818359375,0.93212890625,0.96923828125,0.3997612598023224
57,0.36669921875,0.00146484375,0.82275390625,-0.38818359375,0.93212890625,0.96923828125,0.3996428831534723
58,0.37646484375,0.46240234375,0.82275390625,-0.38818359375,0.93212890625,0.96923828125,0.3946655973376329
59,0.37646484375,0.00146484375,0.32177734375,-0.38818359375,0.93212890625,0.96923828125,0.4060632485665251
60,0.37646484375,0.00146484375,0.82275390625,-0.95361328125,0.93212890625,0.96923828125,0.39392402280588323
61,0.37646484375,0.00146484375,0.82275390625,-0.38818359375,0.19677734375,0.96923828125,0.386350971689271
62,0.37646484375,0.00146484375,0.82275390625,-0.38818359375,0.93212890625,0.54638671875,0.40647852270836016
