year,process,impacts,name,corrected_name,scenario,impact
2029,"PET, chemical reclamation","Human health CF  [CTUcancer], Emission to cont. rural air, cancer","Human health CF  [CTUcancer/kg], Emission to cont. rural air, cancer","Human health CF  [CTUcancer], Emission to cont. rural air, cancer",chemical recycling,0.008257105581649125
2029,"PET, chemical reclamation","Human health CF  [CTUcancer], Emission to cont. sea water, cancer","Human health CF  [CTUcancer/kg], Emission to cont. sea water, cancer","Human health CF  [CTUcancer], Emission to cont. sea water, cancer",chemical recycling,0.0012651388985287027
2029,"PET, chemical reclamation","Human health CF  [CTUcancer], Emission to urban air, cancer","Human health CF  [CTUcancer/kg], Emission to urban air, cancer","Human health CF  [CTUcancer], Emission to urban air, cancer",chemical recycling,0.02734643892900151
2029,"PET, chemical reclamation","Human health CF  [CTUnoncancer], Emission to cont. agric. Soil, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. agric. Soil, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. agric. Soil, non-canc.",chemical recycling,-8.072005107058148
2029,"PET, chemical reclamation","Human health CF  [CTUnoncancer], Emission to cont. freshwater, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. freshwater, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. freshwater, non-canc.",chemical recycling,-0.0906417472768709
2029,"PET, chemical reclamation","Human health CF  [CTUnoncancer], Emission to cont. natural soil, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. natural soil, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. natural soil, non-canc.",chemical recycling,-0.052766377781869
2029,"PET, chemical reclamation","Human health CF  [CTUnoncancer], Emission to cont. rural air, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. rural air, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. rural air, non-canc.",chemical recycling,-2.926630658456644
2029,"PET, chemical reclamation","Human health CF  [CTUnoncancer], Emission to cont. sea water, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. sea water, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. sea water, non-canc.",chemical recycling,-0.045528130598091805
2029,"PET, chemical reclamation","Human health CF  [CTUnoncancer], Emission to urban air, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to urban air, non-canc.","Human health CF  [CTUnoncancer], Emission to urban air, non-canc.",chemical recycling,-2.7655595512453823
2029,"PET, chemical reclamation",Ozone Depletion Air (kg CFC-11 eq),Ozone Depletion Air (kg CFC-11 eq / kg substance),Ozone Depletion Air (kg CFC-11 eq),chemical recycling,0.8915227239798733
2029,"PET, chemical reclamation",Smog Air (kg O3 eq ),Smog Air (kg O3 eq / kg substance),Smog Air (kg O3 eq ),chemical recycling,12514425.68815762
2029,"PET, collection",Acidification Air (kg SO2 eq),Acidification Air (kg SO2 eq / kg substance),Acidification Air (kg SO2 eq),chemical recycling,1560209.842225725
2029,"PET, collection","Ecotox. CF [CTUeco], Em.agr.soilC, freshwater","Ecotox. CF [CTUeco/kg], Em.agr.soilC, freshwater","Ecotox. CF [CTUeco], Em.agr.soilC, freshwater",chemical recycling,586701.566782929
2029,"PET, collection","Ecotox. CF [CTUeco], Em.airC, freshwater","Ecotox. CF [CTUeco/kg], Em.airC, freshwater","Ecotox. CF [CTUeco], Em.airC, freshwater",chemical recycling,168059.33667062144
2029,"PET, collection","Ecotox. CF [CTUecokg], Em.airU, freshwater","Ecotox. CF [CTUeco/kg], Em.airU, freshwater","Ecotox. CF [CTUecokg], Em.airU, freshwater",chemical recycling,168314.93732287592
2029,"PET, collection","Ecotox. CF [CTUecokg], Em.fr.waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.fr.waterC, freshwater","Ecotox. CF [CTUecokg], Em.fr.waterC, freshwater",chemical recycling,3297123.7888279986
2029,"PET, collection","Ecotox. CF [CTUecokg], Em.nat.soilC, freshwater","Ecotox. CF [CTUeco/kg], Em.nat.soilC, freshwater","Ecotox. CF [CTUecokg], Em.nat.soilC, freshwater",chemical recycling,586701.566782929
2029,"PET, collection","Ecotox. CF [CTUecokg], Em.sea waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.sea waterC, freshwater","Ecotox. CF [CTUecokg], Em.sea waterC, freshwater",chemical recycling,622.2934891625874
2029,"PET, collection",Eutrophication Air (kg N eq),Eutrophication Air (kg N eq / kg substance),Eutrophication Air (kg N eq),chemical recycling,86398.13715278984
2029,"PET, collection",Eutrophication Water (kg N eq ),Eutrophication Water (kg N eq / kg substance),Eutrophication Water (kg N eq ),chemical recycling,570061.0508076462
2029,"PET, collection",Global Warming Air (kg CO2 eq ),Global Warming Air (kg CO2 eq / kg substance),Global Warming Air (kg CO2 eq ),chemical recycling,166282891.11617234
2029,"PET, collection",HH Particulate Air (PM2.5 eq ),HH Particulate Air (PM2.5 eq / kg substance),HH Particulate Air (PM2.5 eq ),chemical recycling,28222.725912353213
2029,"PET, collection","Human health CF  [CTUcancer], Emission to cont. agric. Soil, cancer","Human health CF  [CTUcancer/kg], Emission to cont. agric. Soil, cancer","Human health CF  [CTUcancer], Emission to cont. agric. Soil, cancer",chemical recycling,0.004599468988045878
2029,"PET, collection","Human health CF  [CTUcancer], Emission to cont. freshwater, cancer","Human health CF  [CTUcancer/kg], Emission to cont. freshwater, cancer","Human health CF  [CTUcancer], Emission to cont. freshwater, cancer",chemical recycling,0.005280730722013829
2029,"PET, collection","Human health CF  [CTUcancer], Emission to cont. natural soil, cancer","Human health CF  [CTUcancer/kg], Emission to cont. natural soil, cancer","Human health CF  [CTUcancer], Emission to cont. natural soil, cancer",chemical recycling,0.0024671948768633456
2029,"PET, collection","Human health CF  [CTUcancer], Emission to cont. rural air, cancer","Human health CF  [CTUcancer/kg], Emission to cont. rural air, cancer","Human health CF  [CTUcancer], Emission to cont. rural air, cancer",chemical recycling,0.0037743135943950927
2029,"PET, collection","Human health CF  [CTUcancer], Emission to cont. sea water, cancer","Human health CF  [CTUcancer/kg], Emission to cont. sea water, cancer","Human health CF  [CTUcancer], Emission to cont. sea water, cancer",chemical recycling,0.00034039591214709625
2029,"PET, collection","Human health CF  [CTUcancer], Emission to urban air, cancer","Human health CF  [CTUcancer/kg], Emission to urban air, cancer","Human health CF  [CTUcancer], Emission to urban air, cancer",chemical recycling,0.026371323276683057
2029,"PET, collection","Human health CF  [CTUnoncancer], Emission to cont. agric. Soil, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. agric. Soil, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. agric. Soil, non-canc.",chemical recycling,0.3422636677603126
2029,"PET, collection","Human health CF  [CTUnoncancer], Emission to cont. freshwater, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. freshwater, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. freshwater, non-canc.",chemical recycling,0.131025767227431
2029,"PET, collection","Human health CF  [CTUnoncancer], Emission to cont. natural soil, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. natural soil, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. natural soil, non-canc.",chemical recycling,0.06935504904635127
2029,"PET, collection","Human health CF  [CTUnoncancer], Emission to cont. rural air, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. rural air, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. rural air, non-canc.",chemical recycling,0.15352531891934001
2029,"PET, collection","Human health CF  [CTUnoncancer], Emission to cont. sea water, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. sea water, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. sea water, non-canc.",chemical recycling,0.01091905168803303
2029,"PET, collection","Human health CF  [CTUnoncancer], Emission to urban air, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to urban air, non-canc.","Human health CF  [CTUnoncancer], Emission to urban air, non-canc.",chemical recycling,0.2361190927332341
2029,"PET, collection",Ozone Depletion Air (kg CFC-11 eq),Ozone Depletion Air (kg CFC-11 eq / kg substance),Ozone Depletion Air (kg CFC-11 eq),chemical recycling,3.372681170772748
2029,"PET, collection",Smog Air (kg O3 eq ),Smog Air (kg O3 eq / kg substance),Smog Air (kg O3 eq ),chemical recycling,48410694.69065935
2029,"PET, electricity displaced",Acidification Air (kg SO2 eq),Acidification Air (kg SO2 eq / kg substance),Acidification Air (kg SO2 eq),chemical recycling,-437078.0972750213
2029,"PET, electricity displaced","Ecotox. CF [CTUeco], Em.agr.soilC, freshwater","Ecotox. CF [CTUeco/kg], Em.agr.soilC, freshwater","Ecotox. CF [CTUeco], Em.agr.soilC, freshwater",chemical recycling,-79656.57303327175
2029,"PET, electricity displaced","Ecotox. CF [CTUeco], Em.airC, freshwater","Ecotox. CF [CTUeco/kg], Em.airC, freshwater","Ecotox. CF [CTUeco], Em.airC, freshwater",chemical recycling,-44418.14906537202
2029,"PET, electricity displaced","Ecotox. CF [CTUecokg], Em.airU, freshwater","Ecotox. CF [CTUeco/kg], Em.airU, freshwater","Ecotox. CF [CTUecokg], Em.airU, freshwater",chemical recycling,-44745.32333393068
2029,"PET, electricity displaced","Ecotox. CF [CTUecokg], Em.fr.waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.fr.waterC, freshwater","Ecotox. CF [CTUecokg], Em.fr.waterC, freshwater",chemical recycling,-1661788.6537183677
2029,"PET, electricity displaced","Ecotox. CF [CTUecokg], Em.nat.soilC, freshwater","Ecotox. CF [CTUeco/kg], Em.nat.soilC, freshwater","Ecotox. CF [CTUecokg], Em.nat.soilC, freshwater",chemical recycling,-79656.57303327175
2029,"PET, electricity displaced","Ecotox. CF [CTUecokg], Em.sea waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.sea waterC, freshwater","Ecotox. CF [CTUecokg], Em.sea waterC, freshwater",chemical recycling,-315.0900462692182
2029,"PET, electricity displaced",Eutrophication Air (kg N eq),Eutrophication Air (kg N eq / kg substance),Eutrophication Air (kg N eq),chemical recycling,-5877.093557147656
2029,"PET, electricity displaced",Eutrophication Water (kg N eq ),Eutrophication Water (kg N eq / kg substance),Eutrophication Water (kg N eq ),chemical recycling,-38696.707361968714
2029,"PET, electricity displaced",Global Warming Air (kg CO2 eq ),Global Warming Air (kg CO2 eq / kg substance),Global Warming Air (kg CO2 eq ),chemical recycling,-78734851.55522686
2029,"PET, electricity displaced",HH Particulate Air (PM2.5 eq ),HH Particulate Air (PM2.5 eq / kg substance),HH Particulate Air (PM2.5 eq ),chemical recycling,-21437.12524920627
2029,"PET, electricity displaced","Human health CF  [CTUcancer], Emission to cont. agric. Soil, cancer","Human health CF  [CTUcancer/kg], Emission to cont. agric. Soil, cancer","Human health CF  [CTUcancer], Emission to cont. agric. Soil, cancer",chemical recycling,-0.0037812679143575624
2029,"PET, electricity displaced","Human health CF  [CTUcancer], Emission to cont. freshwater, cancer","Human health CF  [CTUcancer/kg], Emission to cont. freshwater, cancer","Human health CF  [CTUcancer], Emission to cont. freshwater, cancer",chemical recycling,-0.007891091848489205
2029,"PET, electricity displaced","Human health CF  [CTUcancer], Emission to cont. natural soil, cancer","Human health CF  [CTUcancer/kg], Emission to cont. natural soil, cancer","Human health CF  [CTUcancer], Emission to cont. natural soil, cancer",chemical recycling,-0.0032969471528231497
2029,"PET, electricity displaced","Human health CF  [CTUcancer], Emission to cont. rural air, cancer","Human health CF  [CTUcancer/kg], Emission to cont. rural air, cancer","Human health CF  [CTUcancer], Emission to cont. rural air, cancer",chemical recycling,-0.0028273014430739056
2029,"PET, electricity displaced","Human health CF  [CTUcancer], Emission to cont. sea water, cancer","Human health CF  [CTUcancer/kg], Emission to cont. sea water, cancer","Human health CF  [CTUcancer], Emission to cont. sea water, cancer",chemical recycling,-0.00044446429549073197
2029,"PET, electricity displaced","Human health CF  [CTUcancer], Emission to urban air, cancer","Human health CF  [CTUcancer/kg], Emission to urban air, cancer","Human health CF  [CTUcancer], Emission to urban air, cancer",chemical recycling,-0.007059505883392241
2029,"PET, electricity displaced","Human health CF  [CTUnoncancer], Emission to cont. agric. Soil, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. agric. Soil, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. agric. Soil, non-canc.",chemical recycling,-0.06412588320013964
2029,"PET, electricity displaced","Human health CF  [CTUnoncancer], Emission to cont. freshwater, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. freshwater, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. freshwater, non-canc.",chemical recycling,-0.027332987587839412
2029,"PET, electricity displaced","Human health CF  [CTUnoncancer], Emission to cont. natural soil, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. natural soil, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. natural soil, non-canc.",chemical recycling,-0.014397833416485343
2029,"PET, electricity displaced","Human health CF  [CTUnoncancer], Emission to cont. rural air, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. rural air, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. rural air, non-canc.",chemical recycling,-0.02920952412987302
2029,"PET, electricity displaced","Human health CF  [CTUnoncancer], Emission to cont. sea water, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. sea water, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. sea water, non-canc.",chemical recycling,-0.0022729567189397728
2029,"PET, electricity displaced","Human health CF  [CTUnoncancer], Emission to urban air, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to urban air, non-canc.","Human health CF  [CTUnoncancer], Emission to urban air, non-canc.",chemical recycling,-0.03315887867742616
2029,"PET, electricity displaced",Ozone Depletion Air (kg CFC-11 eq),Ozone Depletion Air (kg CFC-11 eq / kg substance),Ozone Depletion Air (kg CFC-11 eq),chemical recycling,-0.06186660588585273
2029,"PET, electricity displaced",Smog Air (kg O3 eq ),Smog Air (kg O3 eq / kg substance),Smog Air (kg O3 eq ),chemical recycling,-3461549.904404511
2029,"PET, landfill",Acidification Air (kg SO2 eq),Acidification Air (kg SO2 eq / kg substance),Acidification Air (kg SO2 eq),chemical recycling,316625.1095527102
2029,"PET, landfill","Ecotox. CF [CTUeco], Em.agr.soilC, freshwater","Ecotox. CF [CTUeco/kg], Em.agr.soilC, freshwater","Ecotox. CF [CTUeco], Em.agr.soilC, freshwater",chemical recycling,23053.20928678374
2029,"PET, landfill","Ecotox. CF [CTUeco], Em.airC, freshwater","Ecotox. CF [CTUeco/kg], Em.airC, freshwater","Ecotox. CF [CTUeco], Em.airC, freshwater",chemical recycling,15624.522704030946
2029,"PET, landfill","Ecotox. CF [CTUecokg], Em.airU, freshwater","Ecotox. CF [CTUeco/kg], Em.airU, freshwater","Ecotox. CF [CTUecokg], Em.airU, freshwater",chemical recycling,15683.740096729489
2029,"PET, landfill","Ecotox. CF [CTUecokg], Em.fr.waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.fr.waterC, freshwater","Ecotox. CF [CTUecokg], Em.fr.waterC, freshwater",chemical recycling,173398.92857282257
2029,"PET, landfill","Ecotox. CF [CTUecokg], Em.nat.soilC, freshwater","Ecotox. CF [CTUeco/kg], Em.nat.soilC, freshwater","Ecotox. CF [CTUecokg], Em.nat.soilC, freshwater",chemical recycling,23053.20928678374
2029,"PET, landfill","Ecotox. CF [CTUecokg], Em.sea waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.sea waterC, freshwater","Ecotox. CF [CTUecokg], Em.sea waterC, freshwater",chemical recycling,22.637920370631175
2029,"PET, landfill",Eutrophication Air (kg N eq),Eutrophication Air (kg N eq / kg substance),Eutrophication Air (kg N eq),chemical recycling,16967.113391313436
2029,"PET, landfill",Eutrophication Water (kg N eq ),Eutrophication Water (kg N eq / kg substance),Eutrophication Water (kg N eq ),chemical recycling,112535.53886958778
2029,"PET, landfill",Global Warming Air (kg CO2 eq ),Global Warming Air (kg CO2 eq / kg substance),Global Warming Air (kg CO2 eq ),chemical recycling,58050078.16052072
2029,"PET, landfill",HH Particulate Air (PM2.5 eq ),HH Particulate Air (PM2.5 eq / kg substance),HH Particulate Air (PM2.5 eq ),chemical recycling,5780.09863224641
2029,"PET, landfill","Human health CF  [CTUcancer], Emission to cont. agric. Soil, cancer","Human health CF  [CTUcancer/kg], Emission to cont. agric. Soil, cancer","Human health CF  [CTUcancer], Emission to cont. agric. Soil, cancer",chemical recycling,0.0006717252465213865
2029,"PET, landfill","Human health CF  [CTUcancer], Emission to cont. freshwater, cancer","Human health CF  [CTUcancer/kg], Emission to cont. freshwater, cancer","Human health CF  [CTUcancer], Emission to cont. freshwater, cancer",chemical recycling,0.0009901165619993636
2029,"PET, landfill","Human health CF  [CTUcancer], Emission to cont. natural soil, cancer","Human health CF  [CTUcancer/kg], Emission to cont. natural soil, cancer","Human health CF  [CTUcancer], Emission to cont. natural soil, cancer",chemical recycling,0.00045901184812978363
2029,"PET, landfill","Human health CF  [CTUcancer], Emission to cont. rural air, cancer","Human health CF  [CTUcancer/kg], Emission to cont. rural air, cancer","Human health CF  [CTUcancer], Emission to cont. rural air, cancer",chemical recycling,0.0004641333159039211
2029,"PET, landfill","Human health CF  [CTUcancer], Emission to cont. sea water, cancer","Human health CF  [CTUcancer/kg], Emission to cont. sea water, cancer","Human health CF  [CTUcancer], Emission to cont. sea water, cancer",chemical recycling,6.481473910988523e-05
2029,"PET, landfill","Human health CF  [CTUcancer], Emission to urban air, cancer","Human health CF  [CTUcancer/kg], Emission to urban air, cancer","Human health CF  [CTUcancer], Emission to urban air, cancer",chemical recycling,0.0010164440183499511
2029,"PET, landfill","Human health CF  [CTUnoncancer], Emission to cont. agric. Soil, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. agric. Soil, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. agric. Soil, non-canc.",chemical recycling,0.036143029931124
2029,"PET, landfill","Human health CF  [CTUnoncancer], Emission to cont. freshwater, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. freshwater, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. freshwater, non-canc.",chemical recycling,0.01961238291374689
2029,"PET, landfill","Human health CF  [CTUnoncancer], Emission to cont. natural soil, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. natural soil, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. natural soil, non-canc.",chemical recycling,0.010372181749587154
2029,"PET, landfill","Human health CF  [CTUnoncancer], Emission to cont. rural air, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. rural air, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. rural air, non-canc.",chemical recycling,0.017369932670878902
2029,"PET, landfill","Human health CF  [CTUnoncancer], Emission to cont. sea water, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. sea water, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. sea water, non-canc.",chemical recycling,0.001625834161645755
2029,"PET, landfill","Human health CF  [CTUnoncancer], Emission to urban air, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to urban air, non-canc.","Human health CF  [CTUnoncancer], Emission to urban air, non-canc.",chemical recycling,0.017958831351896177
2029,"PET, landfill",Ozone Depletion Air (kg CFC-11 eq),Ozone Depletion Air (kg CFC-11 eq / kg substance),Ozone Depletion Air (kg CFC-11 eq),chemical recycling,1.7057501073388217
2029,"PET, landfill",Smog Air (kg O3 eq ),Smog Air (kg O3 eq / kg substance),Smog Air (kg O3 eq ),chemical recycling,9421663.839376392
2029,"PET, manufacture",Acidification Air (kg SO2 eq),Acidification Air (kg SO2 eq / kg substance),Acidification Air (kg SO2 eq),chemical recycling,45048839.29776332
2029,"PET, manufacture","Ecotox. CF [CTUeco], Em.agr.soilC, freshwater","Ecotox. CF [CTUeco/kg], Em.agr.soilC, freshwater","Ecotox. CF [CTUeco], Em.agr.soilC, freshwater",chemical recycling,8725710.611715104
2029,"PET, manufacture","Ecotox. CF [CTUeco], Em.airC, freshwater","Ecotox. CF [CTUeco/kg], Em.airC, freshwater","Ecotox. CF [CTUeco], Em.airC, freshwater",chemical recycling,4667603.8032182325
2029,"PET, manufacture","Ecotox. CF [CTUecokg], Em.airU, freshwater","Ecotox. CF [CTUeco/kg], Em.airU, freshwater","Ecotox. CF [CTUecokg], Em.airU, freshwater",chemical recycling,4752265.747935753
2029,"PET, manufacture","Ecotox. CF [CTUecokg], Em.fr.waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.fr.waterC, freshwater","Ecotox. CF [CTUecokg], Em.fr.waterC, freshwater",chemical recycling,68985689.23967053
2029,"PET, manufacture","Ecotox. CF [CTUecokg], Em.nat.soilC, freshwater","Ecotox. CF [CTUeco/kg], Em.nat.soilC, freshwater","Ecotox. CF [CTUecokg], Em.nat.soilC, freshwater",chemical recycling,8725710.611715104
2029,"PET, manufacture","Ecotox. CF [CTUecokg], Em.sea waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.sea waterC, freshwater","Ecotox. CF [CTUecokg], Em.sea waterC, freshwater",chemical recycling,21578.290085933193
2029,"PET, manufacture",Eutrophication Air (kg N eq),Eutrophication Air (kg N eq / kg substance),Eutrophication Air (kg N eq),chemical recycling,1584738.28146128
2029,"PET, manufacture",Eutrophication Water (kg N eq ),Eutrophication Water (kg N eq / kg substance),Eutrophication Water (kg N eq ),chemical recycling,11072079.120846035
2029,"PET, manufacture",Global Warming Air (kg CO2 eq ),Global Warming Air (kg CO2 eq / kg substance),Global Warming Air (kg CO2 eq ),chemical recycling,7023134096.975206
2029,"PET, manufacture",HH Particulate Air (PM2.5 eq ),HH Particulate Air (PM2.5 eq / kg substance),HH Particulate Air (PM2.5 eq ),chemical recycling,1505576.5677606007
2029,"PET, manufacture","Human health CF  [CTUcancer], Emission to cont. agric. Soil, cancer","Human health CF  [CTUcancer/kg], Emission to cont. agric. Soil, cancer","Human health CF  [CTUcancer], Emission to cont. agric. Soil, cancer",chemical recycling,0.2196185593530461
2029,"PET, manufacture","Human health CF  [CTUcancer], Emission to cont. freshwater, cancer","Human health CF  [CTUcancer/kg], Emission to cont. freshwater, cancer","Human health CF  [CTUcancer], Emission to cont. freshwater, cancer",chemical recycling,0.3592271947687593
2029,"PET, manufacture","Human health CF  [CTUcancer], Emission to cont. natural soil, cancer","Human health CF  [CTUcancer/kg], Emission to cont. natural soil, cancer","Human health CF  [CTUcancer], Emission to cont. natural soil, cancer",chemical recycling,0.1707391397064203
2029,"PET, manufacture","Human health CF  [CTUcancer], Emission to cont. rural air, cancer","Human health CF  [CTUcancer/kg], Emission to cont. rural air, cancer","Human health CF  [CTUcancer], Emission to cont. rural air, cancer",chemical recycling,0.1589045771671538
2029,"PET, manufacture","Human health CF  [CTUcancer], Emission to cont. sea water, cancer","Human health CF  [CTUcancer/kg], Emission to cont. sea water, cancer","Human health CF  [CTUcancer], Emission to cont. sea water, cancer",chemical recycling,0.022525894871151978
2029,"PET, manufacture","Human health CF  [CTUcancer], Emission to urban air, cancer","Human health CF  [CTUcancer/kg], Emission to urban air, cancer","Human health CF  [CTUcancer], Emission to urban air, cancer",chemical recycling,0.3551074152253614
2029,"PET, manufacture","Human health CF  [CTUnoncancer], Emission to cont. agric. Soil, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. agric. Soil, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. agric. Soil, non-canc.",chemical recycling,6.782645492530681
2029,"PET, manufacture","Human health CF  [CTUnoncancer], Emission to cont. freshwater, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. freshwater, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. freshwater, non-canc.",chemical recycling,3.765359863888605
2029,"PET, manufacture","Human health CF  [CTUnoncancer], Emission to cont. natural soil, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. natural soil, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. natural soil, non-canc.",chemical recycling,2.070143075265221
2029,"PET, manufacture","Human health CF  [CTUnoncancer], Emission to cont. rural air, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. rural air, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. rural air, non-canc.",chemical recycling,3.383643530182682
2029,"PET, manufacture","Human health CF  [CTUnoncancer], Emission to cont. sea water, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to cont. sea water, non-canc.","Human health CF  [CTUnoncancer], Emission to cont. sea water, non-canc.",chemical recycling,0.3144543779944517
2029,"PET, manufacture","Human health CF  [CTUnoncancer], Emission to urban air, non-canc.","Human health CF  [CTUnoncancer/kg], Emission to urban air, non-canc.","Human health CF  [CTUnoncancer], Emission to urban air, non-canc.",chemical recycling,3.7588202894496963
2029,"PET, manufacture",Ozone Depletion Air (kg CFC-11 eq),Ozone Depletion Air (kg CFC-11 eq / kg substance),Ozone Depletion Air (kg CFC-11 eq),chemical recycling,2251.3571453410896
2029,"PET, manufacture",Smog Air (kg O3 eq ),Smog Air (kg O3 eq / kg substance),Smog Air (kg O3 eq ),chemical recycling,841017934.5027354
2029,"PET, transportation to reclaimer",Acidification Air (kg SO2 eq),Acidification Air (kg SO2 eq / kg substance),Acidification Air (kg SO2 eq),chemical recycling,347910.96290092665
2029,"PET, transportation to reclaimer","Ecotox. CF [CTUeco], Em.agr.soilC, freshwater","Ecotox. CF [CTUeco/kg], Em.agr.soilC, freshwater","Ecotox. CF [CTUeco], Em.agr.soilC, freshwater",chemical recycling,21753.819052645733
2029,"PET, transportation to reclaimer","Ecotox. CF [CTUeco], Em.airC, freshwater","Ecotox. CF [CTUeco/kg], Em.airC, freshwater","Ecotox. CF [CTUeco], Em.airC, freshwater",chemical recycling,15458.053542710966
2029,"PET, transportation to reclaimer","Ecotox. CF [CTUecokg], Em.airU, freshwater","Ecotox. CF [CTUeco/kg], Em.airU, freshwater","Ecotox. CF [CTUecokg], Em.airU, freshwater",chemical recycling,15505.600916378917
2029,"PET, transportation to reclaimer","Ecotox. CF [CTUecokg], Em.fr.waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.fr.waterC, freshwater","Ecotox. CF [CTUecokg], Em.fr.waterC, freshwater",chemical recycling,82758.60347774735
2029,"PET, transportation to reclaimer","Ecotox. CF [CTUecokg], Em.nat.soilC, freshwater","Ecotox. CF [CTUeco/kg], Em.nat.soilC, freshwater","Ecotox. CF [CTUecokg], Em.nat.soilC, freshwater",chemical recycling,21753.819052645733
2029,"PET, transportation to reclaimer","Ecotox. CF [CTUecokg], Em.sea waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.sea waterC, freshwater","Ecotox. CF [CTUecokg], Em.sea waterC, freshwater",chemical recycling,4.146960183143568
2029,"PET, transportation to reclaimer",Eutrophication Air (kg N eq),Eutrophication Air (kg N eq / kg substance),Eutrophication Air (kg N eq),chemical recycling,19926.110805999837
2029,"PET, transportation to reclaimer",Eutrophication Water (kg N eq ),Eutrophication Water (kg N eq / kg substance),Eutrophication Water (kg N eq ),chemical recycling,132182.0942769096
2029,"PET, transportation to reclaimer",Global Warming Air (kg CO2 eq ),Global Warming Air (kg CO2 eq / kg substance),Global Warming Air (kg CO2 eq ),chemical recycling,63773701.29919845
2029,"PET, transportation to reclaimer",HH Particulate Air (PM2.5 eq ),HH Particulate Air (PM2.5 eq / kg substance),HH Particulate Air (PM2.5 eq ),chemical recycling,5367.297998275786
2029,"PET, transportation to reclaimer","Human health CF  [CTUcancer], Emission to cont. agric. Soil, cancer","Human health CF  [CTUcancer/kg], Emission to cont. agric. Soil, cancer","Human health CF  [CTUcancer], Emission to cont. agric. Soil, cancer",chemical recycling,0.0005277663636918104
2029,"PET, transportation to reclaimer","Human health CF  [CTUcancer], Emission to cont. freshwater, cancer","Human health CF  [CTUcancer/kg], Emission to cont. freshwater, cancer","Human health CF  [CTUcancer], Emission to cont. freshwater, cancer",chemical recycling,0.0005997170882028285
