,name,State,State_County,latitude (deg),longitude (deg),2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,index,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
0,Abbeville,South Carolina,South Carolina_Abbeville,34.213809,-82.46046,48.36537603266356,48.85512465507301,49.34245317228197,49.82600171565393,50.304249076205735,50.77775994515083,51.24519750247369,51.70716101231924,52.16439955486853,52.61540344544891,53.05999981940317,53.49742807223974,53.92733095033378,54.35097612783794,54.76724574663578,55.17579407741295,55.57687465499999,55.97160533751333,56.36142666376275,56.74625796357495,57.12609923694992,57.50112334854482,57.873462295798205,58.24255138749663,58.60893226623257,58.97269712648988,59.3337076765428,0,60.052843168103436,60.47382233920109,60.894801510298635,61.31578068139618,61.73675985249383,62.157739023591375,62.57871819468892,62.999697365786574,63.420676536884116,63.84165570798166,64.26263487907931,64.68361405017686,65.1045932212744,65.52557239237206,65.9465515634696,66.36753073456714,66.7885099056648,67.20948907676234,67.63046824785988,68.05144741895754
1,Acadia,Louisiana,Louisiana_Acadia,30.291497,-92.411037,53.9070516835134,54.11816253808082,54.3237831736805,54.520667199966354,54.708038825127694,54.885909984423165,55.05351682130071,55.21398637352024,55.36761702254736,55.51425361001996,55.652320681799466,55.78206887831701,55.90337884698634,56.01709799116988,56.124109520005895,56.226490168495225,56.324395095,56.422073251590895,56.52127912128585,56.62463846098247,56.73059968705944,56.84045180744832,56.94564917697326,57.04598889623764,57.14154257679319,57.2332292335541,57.32066693824434,0,57.63426439647455,57.76033892330176,57.88641345012897,58.01248797695618,58.13856250378339,58.2646370306106,58.39071155743781,58.51678608426508,58.64286061109229,58.7689351379195,58.89500966474671,59.02108419157392,59.14715871840113,59.27323324522834,59.39930777205561,59.52538229888282,59.65145682571003,59.77753135253724,59.90360587936445,60.02968040619166
2,Accomack,Virginia,Virginia_Accomack,37.765944,-75.757807,272.7868550825066,276.14357689240995,279.50490561625287,282.8559601907544,286.2011281529998,289.5416526384966,292.8770583307273,296.2131952791388,299.5537563274448,302.89760802856455,306.2372184438353,309.5723316335936,312.8956715988397,316.2073480280008,319.50231525342883,322.7817798478222,326.0450105549999,329.30535280026334,332.5711794668832,335.8397849069905,339.11204662800213,342.3852589820489,345.6887087791752,349.0204581905014,352.38474850187686,355.7866619437586,359.2302935507595,0,362.41420171246955,365.7264810261913,369.0387603399122,372.35103965363305,375.6633189673548,378.9755982810757,382.28787759479746,385.60015690851833,388.9124362222392,392.22471553596097,395.53699484968183,398.8492741634036,402.16155347712447,405.47383279084534,408.7861121045671,412.098391418288,415.41067073200975,418.7229500457306,422.0352293594515,425.34750867317325
3,Ada,Idaho,Idaho_Ada,43.447861,-116.244456,1709.5190745368805,1735.6689516609986,1762.320880768206,1789.2577582982483,1816.495620309553,1843.9764902831887,1871.64362524318,1899.4760549592727,1927.285047359204,1955.163118164669,1982.993080794851,2010.7305277033336,2038.416165807664,2066.017922990987,2093.449451246383,2120.7551581202674,2148.00905619,2175.3011940913684,2202.573595305441,2229.996488760145,2257.5020295929007,2285.2949859344026,2313.369190069872,2341.761648287986,2370.603116142084,2399.863988601219,2429.61581115684,0,2452.6666839674945,2480.298801519726,2507.9309190719578,2535.5630366241894,2563.195154176421,2590.8272717286454,2618.459389280877,2646.0915068331087,2673.7236243853404,2701.355741937572,2728.9878594898037,2756.6199770420353,2784.252094594267,2811.8842121464913,2839.516329698723,2867.1484472509546,2894.7805648031863,2922.412682355418,2950.0447999076496,2977.676917459881
4,Adair,Iowa,Iowa_Adair,41.328528,-94.478164,111.01536250966888,111.35278725525755,111.6759825697816,111.97554953956406,112.2480431444524,112.4935008303179,112.7085899146217,112.89278615516668,113.048635871196,113.17348040585284,113.26514789860626,113.32543575127497,113.35082405196404,113.34232383919648,113.29738879372908,113.21785376325184,113.10510424499998,112.95839132154904,112.78235828093062,112.5780161616678,112.34543985550292,112.0838055532692,111.81441995569232,111.53675882057522,111.25014812223588,110.95930604044833,110.6589901532414,0,112.10541182096473,112.0852787213934,112.06514562182204,112.04501252225072,112.02487942267936,112.00474632310804,111.98461322353668,111.96448012396534,111.944347024394,111.92421392482267,111.90408082525133,111.88394772567997,111.86381462610865,111.8436815265373,111.82354842696597,111.80341532739462,111.78328222782328,111.76314912825194,111.7430160286806,111.72288292910926
5,Adair,Kentucky,Kentucky_Adair,37.105541,-85.281401,93.28844693270192,93.79278455129602,94.28576798398883,94.76063878679156,95.21879370479525,95.6604354913195,96.08518116787164,96.49629731571294,96.8965098405856,97.28444452554515,97.6602140113248,98.02420127641729,98.37615851120955,98.71624341272816,99.04589778235729,99.36494139492392,99.67423032,99.97635529444791,100.27456037138228,100.5678317842048,100.856867905461,101.14376385278736,101.43259722072386,101.72336800927052,102.01697734429248,102.31412359833529,102.61566284097084,0,103.3240836458915,103.6738110617847,104.0235384776779,104.3732658935711,104.7229933094643,105.0727207253575,105.4224481412507,105.7721755571439,106.1219029730371,106.4716303889303,106.82135780482349,107.17108522071669,107.52081263660989,107.87054005250309,108.22026746839629,108.56999488428949,108.91972230018268,109.26944971607588,109.61917713196908,109.96890454786228
6,Adair,Missouri,Missouri_Adair,40.190666,-92.603592,317.18142802602466,318.9476778727359,320.7185748718347,322.47331748406265,324.2122376488758,325.93251388089635,327.6285585326105,329.306512483959,330.9703036851741,332.6086461947434,334.2141820213865,335.7875197207733,337.3190330486724,338.80844538887044,340.25122023546504,341.646693709544,342.9975766499999,344.3122228664818,345.6107700193355,346.88508559188284,348.1430808078312,349.38652601094725,350.6369419426445,351.8912858245741,353.1585753452975,354.43975099994066,355.7380215365808,0,358.452429172492,359.92599765200566,361.39956613151935,362.8731346110326,364.34670309054627,365.82027157005996,367.29384004957365,368.7674085290869,370.24097700860057,371.71454548811425,373.18811396762794,374.6616824471412,376.13525092665486,377.60881940616855,379.08238788568224,380.55595636519547,382.02952484470916,383.50309332422285,384.97666180373653,386.4502302832502
7,Adair,Oklahoma,Oklahoma_Adair,35.8975,-94.651671,59.05892233563005,59.29719698238085,59.53723974488493,59.77569962280988,60.012627133748666,60.24670882028456,60.47824778797527,60.71057819795555,60.94565339715278,61.18163791302316,61.41878433353139,61.65998900067335,61.902843909185,62.14840992851836,62.39658602348749,62.64848358113733,62.90602227,63.17129015058413,63.447217243280846,63.73412349284553,64.0325982711959,64.3424731863555,64.6535605237459,64.9646478611363,65.27543209296903,65.58715931987012,65.89600704397306,0,65.90191141358343,66.16096291622466,66.420014418866,66.67906592150734,66.93811742414857,67.19716892678991,67.45622042943126,67.7152719320726,67.97432343471382,68.23337493735517,68.4924264399965,68.75147794263785,69.01052944527908,69.26958094792042,69.52863245056176,69.7876839532031,70.04673545584433,70.30578695848567,70.56483846112701,70.82388996376824
8,Adams,Colorado,Colorado_Adams,39.874325,-104.331872,3684.2088233573895,3718.880542806354,3753.5667577946447,3788.033123769845,3822.4157377400593,3856.667086548612,3890.887833663034,3925.255952093924,3959.984043084708,3995.062442942504,4030.537054208504,4066.395797266605,4102.644309270992,4139.204475370856,4176.160852878928,4213.4570702533865,4251.112454879999,4289.211564071493,4327.935592069424,4367.247494717743,4407.111838475877,4447.556003806995,4488.993113581849,4531.345858257373,4574.695573915334,4619.1638620245085,4664.6299264238605,0,4673.3807307121315,4710.652991410432,4747.925252108718,4785.197512807004,4822.4697735052905,4859.742034203577,4897.014294901863,4934.286555600149,4971.5588162984495,5008.831076996736,5046.103337695022,5083.375598393308,5120.647859091594,5157.92011978988,5195.192380488181,5232.464641186467,5269.736901884753,5307.009162583039,5344.281423281325,5381.553683979611
