,Equipment,Fraction of equipment capacity utilized ,Rated motor capacity (kW),ops_list,total_flow,time,electricity kwh,diesel_l,baling wire kg,region,"Building, Hall, Steel Construction m2","Building, Multi-Storey m3","Polyethylene, High Density, Granulate kg","Road, Company, Internal m2/year","Steel, Chromium Steel 18/8, Hot Rolled kg","Steel, Low-Alloyed, Hot Rolled kg"
4,nir_hdpe,0.85,13.0,nir_hdpe,549.9347394546406,74.11890110513966,1133.5831933727243,889.4268132616759,1334.1402198925136,Nebraska_Gage,11.454738924799305,4.7166570735310644,26.95232740507296,10.107123888685878,336.904097010546,303.21368553063786
5,nir_pet,0.85,40.0,nir_pet,739.828452166832,74.11890110513966,3487.94828730069,889.4268132616759,1334.1402198925136,Nebraska_Gage,11.454738924799305,4.7166570735310644,26.95232740507296,10.107123888685878,336.904097010546,303.21368553063786
6,magnet,0.85,4.0,magnet,435.7010298603493,74.11890110513966,348.79482873006896,889.4268132616759,1334.1402198925136,Nebraska_Gage,11.454738924799305,4.7166570735310644,26.95232740507296,10.107123888685878,336.904097010546,303.21368553063786
7,eddy,0.85,9.0,eddy,529.4887466125022,74.11890110513966,784.7883646426552,889.4268132616759,1334.1402198925136,Nebraska_Gage,11.454738924799305,4.7166570735310644,26.95232740507296,10.107123888685878,336.904097010546,303.21368553063786
0,vacuum,0.85,5.0,vacuum,7161.6426009719125,238.72142003239708,1404.2436472493946,2864.6570403887654,4296.985560583147,Arkansas_Garland,36.89330928354582,15.191362224892831,86.80778823461195,32.552924168800786,1085.0973672559346,976.5876248010272
1,disc_screen1,0.85,8.5,disc_screen1,6976.7056157261795,238.72142003239708,2387.2142003239705,2864.6570403887654,4296.985560583147,Arkansas_Garland,36.89330928354582,15.191362224892831,86.80778823461195,32.552924168800786,1085.0973672559346,976.5876248010272
2,disc_screen2,0.85,5.5,disc_screen2,3277.6774723787375,238.72142003239708,1544.6680119743341,2864.6570403887654,4296.985560583147,Arkansas_Garland,36.89330928354582,15.191362224892831,86.80778823461195,32.552924168800786,1085.0973672559346,976.5876248010272
3,glass_breaker,0.85,30.0,glass_breaker,3840.2947399307373,238.72142003239708,8425.461883496368,2864.6570403887654,4296.985560583147,Arkansas_Garland,36.89330928354582,15.191362224892831,86.80778823461195,32.552924168800786,1085.0973672559346,976.5876248010272
4,nir_hdpe,0.85,13.0,nir_hdpe,1873.8290605590366,238.72142003239708,3651.033482848426,2864.6570403887654,4296.985560583147,Arkansas_Garland,36.89330928354582,15.191362224892831,86.80778823461195,32.552924168800786,1085.0973672559346,976.5876248010272
5,nir_pet,0.85,40.0,nir_pet,2790.9054964451184,238.72142003239708,11233.949177995157,2864.6570403887654,4296.985560583147,Arkansas_Garland,36.89330928354582,15.191362224892831,86.80778823461195,32.552924168800786,1085.0973672559346,976.5876248010272
6,magnet,0.85,4.0,magnet,1391.9712161427312,238.72142003239708,1123.3949177995157,2864.6570403887654,4296.985560583147,Arkansas_Garland,36.89330928354582,15.191362224892831,86.80778823461195,32.552924168800786,1085.0973672559346,976.5876248010272
7,eddy,0.85,9.0,eddy,1807.2156816384593,238.72142003239708,2527.63856504891,2864.6570403887654,4296.985560583147,Arkansas_Garland,36.89330928354582,15.191362224892831,86.80778823461195,32.552924168800786,1085.0973672559346,976.5876248010272
0,vacuum,0.85,5.0,vacuum,61843.19281099096,2061.439760366365,12126.116237449207,24737.277124396383,37105.91568659457,Minnesota_Ramsey,318.58613541371204,131.18252270898773,749.6144508188972,281.10544997868294,9370.180758922601,8433.162633555788
1,disc_screen1,0.85,8.5,disc_screen1,60847.73206227254,2061.439760366365,20614.397603663652,24737.277124396383,37105.91568659457,Minnesota_Ramsey,318.58613541371204,131.18252270898773,749.6144508188972,281.10544997868294,9370.180758922601,8433.162633555788
2,disc_screen2,0.85,5.5,disc_screen2,22713.531280484538,2061.439760366365,13338.727861194127,24737.277124396383,37105.91568659457,Minnesota_Ramsey,318.58613541371204,131.18252270898773,749.6144508188972,281.10544997868294,9370.180758922601,8433.162633555788
3,glass_breaker,0.85,30.0,glass_breaker,35653.60963830479,2061.439760366365,72756.69742469524,24737.277124396383,37105.91568659457,Minnesota_Ramsey,318.58613541371204,131.18252270898773,749.6144508188972,281.10544997868294,9370.180758922601,8433.162633555788
4,nir_hdpe,0.85,13.0,nir_hdpe,13227.474758866752,2061.439760366365,31527.90221736794,24737.277124396383,37105.91568659457,Minnesota_Ramsey,318.58613541371204,131.18252270898773,749.6144508188972,281.10544997868294,9370.180758922601,8433.162633555788
5,nir_pet,0.85,40.0,nir_pet,16253.84318288106,2061.439760366365,97008.92989959366,24737.277124396383,37105.91568659457,Minnesota_Ramsey,318.58613541371204,131.18252270898773,749.6144508188972,281.10544997868294,9370.180758922601,8433.162633555788
6,magnet,0.85,4.0,magnet,10900.639187650384,2061.439760366365,9700.892989959366,24737.277124396383,37105.91568659457,Minnesota_Ramsey,318.58613541371204,131.18252270898773,749.6144508188972,281.10544997868294,9370.180758922601,8433.162633555788
7,eddy,0.85,9.0,eddy,12016.38743688893,2061.439760366365,21827.009227408573,24737.277124396383,37105.91568659457,Minnesota_Ramsey,318.58613541371204,131.18252270898773,749.6144508188972,281.10544997868294,9370.180758922601,8433.162633555788
