,location,year,bale,material,value
44,Maryland_Dorchester,2020,pet_bale,other,2.1325424591249984
45,Maryland_Dorchester,2020,hdpe_bale,aluminum,2.482279422421499
46,Maryland_Dorchester,2020,hdpe_bale,cardboard,8.755600899854102
47,Maryland_Dorchester,2020,hdpe_bale,iron,0.0
48,Maryland_Dorchester,2020,hdpe_bale,glass,1.0045127999462409
49,Maryland_Dorchester,2020,hdpe_bale,hdpe,197.04692322315003
50,Maryland_Dorchester,2020,hdpe_bale,paper,5.397732279779632
51,Maryland_Dorchester,2020,hdpe_bale,pet,0.307086114114
52,Maryland_Dorchester,2020,hdpe_bale,film,0.15989705235816398
53,Maryland_Dorchester,2020,hdpe_bale,other,2.025915336168751
54,Maryland_Dorchester,2020,iron_bale,aluminum,0.0
55,Maryland_Dorchester,2020,iron_bale,cardboard,0.0
56,Maryland_Dorchester,2020,iron_bale,iron,10.378373301075001
57,Maryland_Dorchester,2020,iron_bale,glass,0.0
58,Maryland_Dorchester,2020,iron_bale,hdpe,0.0
59,Maryland_Dorchester,2020,iron_bale,paper,0.0
60,Maryland_Dorchester,2020,iron_bale,pet,0.0
61,Maryland_Dorchester,2020,iron_bale,film,0.006395882094326564
62,Maryland_Dorchester,2020,iron_bale,other,0.0
63,Maryland_Dorchester,2020,aluminum_bale,aluminum,66.19411793124
64,Maryland_Dorchester,2020,aluminum_bale,cardboard,0.0
65,Maryland_Dorchester,2020,aluminum_bale,iron,0.0
66,Maryland_Dorchester,2020,aluminum_bale,glass,6.2782049996640055
67,Maryland_Dorchester,2020,aluminum_bale,hdpe,0.0
68,Maryland_Dorchester,2020,aluminum_bale,paper,0.0
69,Maryland_Dorchester,2020,aluminum_bale,pet,0.0
70,Maryland_Dorchester,2020,aluminum_bale,film,0.0
71,Maryland_Dorchester,2020,aluminum_bale,other,0.0
72,Michigan_Berrien,2020,vacuum,aluminum,601.07175108
73,Michigan_Berrien,2020,vacuum,cardboard,6010.7175108
74,Michigan_Berrien,2020,vacuum,iron,270.482287986
75,Michigan_Berrien,2020,vacuum,glass,2404.28700432
76,Michigan_Berrien,2020,vacuum,hdpe,1202.14350216
77,Michigan_Berrien,2020,vacuum,paper,1314.4718475025752
78,Michigan_Berrien,2020,vacuum,pet,1202.14350216
79,Michigan_Berrien,2020,vacuum,film,68.49004632730727
80,Michigan_Berrien,2020,vacuum,other,90.160762662
