equipment,disc_screen1 aluminum,disc_screen1 cardboard,disc_screen1 film,disc_screen1 glass,disc_screen1 hdpe,disc_screen1 iron,disc_screen1 other,disc_screen1 paper,disc_screen1 pet,disc_screen2 aluminum,disc_screen2 cardboard,disc_screen2 film,disc_screen2 glass,disc_screen2 hdpe,disc_screen2 iron,disc_screen2 other,disc_screen2 paper,disc_screen2 pet,discreen1 cardboard,discreen1 paper,discreen2 cardboard,discreen2 film,discreen2 paper,eddy aluminum,eddy cardboard,eddy film,eddy glass,eddy hdpe,eddy iron,eddy other,eddy paper,eddy pet,glass_breaker aluminum,glass_breaker cardboard,glass_breaker film,glass_breaker glass,glass_breaker hdpe,glass_breaker iron,glass_breaker other,glass_breaker paper,glass_breaker pet,magnet aluminum,magnet cardboard,magnet film,magnet glass,magnet hdpe,magnet iron,magnet other,magnet paper,magnet pet,nir_hdpe aluminum,nir_hdpe cardboard,nir_hdpe film,nir_hdpe glass,nir_hdpe hdpe,nir_hdpe iron,nir_hdpe other,nir_hdpe paper,nir_hdpe pet,nir_pet aluminum,nir_pet cardboard,nir_pet film,nir_pet glass,nir_pet hdpe,nir_pet iron,nir_pet other,nir_pet paper,nir_pet pet,vacuum aluminum,vacuum cardboard,vacuum film,vacuum glass,vacuum hdpe,vacuum iron,vacuum other,vacuum paper,vacuum pet
efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.02,0.02,0.02,0.94,0.8,0,0,0.5,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0.01,0,0,0.05,0.05,0,0,0.03,0.05,0.2,0.08,0.7,0,0.05,0.05,0.01,0.03,0.05,0.2,0.08,0.1,0,0.05,0.05,0.91,0,0.02,0.98,0,0,0,0,0.02,0
